id,counter_name,code_item,description_item,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,current_inventory,difference,deposit_name,rack_name,location,count_date
1142,LUZMERY,1039,WCD AM OPB DUB 220V R/A  74V,24,10,240,0,0,240,0,240,Deposit N3,B12,Deposit N3 - B12,2026-01-30
1143,LUZMERY,1135,WALLPLATE OPEN 5/8,8,10,80,0,0,80,0,80,Deposit N3,B12,Deposit N3 - B12,2026-01-30
1144,LUZMERY,0998,3 OUTLET 1192W-SP,1,10,10,0,0,10,0,10,Deposit N3,B12,Deposit N3 - B12,2026-01-30
1145,LUZMERY,1121,WALLPLATE AM DUB RP 2132V,20,10,200,0,0,200,0,200,Deposit N3,B12,Deposit N3 - B12,2026-01-30
1146,LUZMERY,1024,WCD AM INB DUB  R/A       270W,2,100,200,0,0,200,0,200,Deposit N3,B3,Deposit N3 - B3,2026-01-29
1147,LUZMERY,3122,REFLECTOR LED 30W 2400LM 6000K,12,1,12,0,0,12,0,12,Deposit N3,B3,Deposit N3 - B3,2026-01-29
1148,LUZMERY,0467,ATTEMA  GIETMOF PAKKET 2511,2,10,20,0,0,20,0,20,Deposit N3,B3,Deposit N3 - B3,2026-01-29
1149,LUZMERY,1025,WCD AM INB EN 220V R/A 1876W,10,10,100,0,0,100,0,100,Deposit N3,B3,Deposit N3 - B3,2026-01-29
1150,LUZMERY,1031,WCD AM INB ENK USB PORT TR7740,3,48,144,0,0,144,0,144,Deposit N3,B3,Deposit N3 - B3,2026-01-29
1151,LUZMERY,1008,SCHAK AM DUB DECO       7728W,8,10,80,0,0,80,0,80,Deposit N3,B7,Deposit N3 - B7,2026-01-29
1152,LUZMERY,1009,SCHAK AM TRI DECO        7729W,32,10,320,0,0,320,0,320,Deposit N3,B7,Deposit N3 - B7,2026-01-29
1153,LUZMERY,1015,SCHAK DECO COMB &WCD 7730W,22,10,220,0,0,220,0,220,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1154,LUZMERY,10090,SCHAK DUB  WISSEL DECO 7731W,8,10,80,0,0,80,0,80,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1155,LUZMERY,10093,SCHAK AM ENK-WIS 7732W,8,10,80,0,0,80,0,80,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1156,LUZMERY,1020,COM SCHAK & WCD 127v -TR274W,8,10,80,0,0,80,0,80,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1157,LUZMERY,1000,SCHAK AM WIS  DUB 276W,20,10,200,0,0,200,0,200,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1158,LUZMERY,1002,SCHAK AM ENK POL 271W,16,10,160,0,0,160,0,160,Deposit N3,B11,Deposit N3 - B11,2026-01-29
1159,LUZMERY,1100,WALLPLATE AM SW (INB) 2134W,20,10,200,0,0,200,0,200,Deposit N3,B4,Deposit N3 - B4,2026-01-29
1160,LUZMERY,11108,WALLPLATE AM DECO 5-V 2165W,9,5,45,1,0,46,0,46,Deposit N3,B4,Deposit N3 - B4,2026-01-29
1161,LUZMERY,11107,WALLPLATE AM DECO 4-V 2164W,4,10,40,0,0,40,0,40,Deposit N3,B4,Deposit N3 - B4,2026-01-29
1162,LUZMERY,1106,WALLPLATE AM ENK RP  2131W,10,25,250,0,0,250,0,250,Deposit N3,B4,Deposit N3 - B4,2026-01-29
1163,LUZMERY,1108,WALLPLATE AM D RP 2-V  2150W,10,10,100,0,0,100,0,100,Deposit N3,B4,Deposit N3 - B4,2026-01-29
1164,LUZMERY,3108,"TUBO LED T8, 9W 800LM 6500K",22,25,550,0,0,550,0,550,Deposit N3,E,Deposit N3 - E,2026-02-02
1165,LUZMERY,3109,TUBO LED T8 18W1600LM 6500K,3,25,75,0,0,75,0,75,Deposit N3,E,Deposit N3 - E,2026-02-02
1166,LUZMERY,3272,PICKENS T8 1.20M LED 22W 6500K,10,25,250,0,0,250,0,250,Deposit N3,E,Deposit N3 - E,2026-02-02
1167,LUZMERY,15094,INB DOOS CT326 (222 X 318 X60),1,9,9,2,0,11,0,11,Deposit N3,E,Deposit N3 - E,2026-02-02
1168,LUZMERY,15092,INB DOOS CT220 (217 X 217 X57),1,18,18,4,0,22,0,22,Deposit N3,E,Deposit N3 - E,2026-02-02
1169,LUZMERY,1508,INB DOOS CT536 (323 X 518 X60),0,0,0,24,0,24,0,24,Deposit N3,E,Deposit N3 - E,2026-02-02
1170,LUZMERY,1151,"INB DOOS AM 4x4""",49,50,2450,0,0,2450,0,2450,Deposit N3,E,Deposit N3 - E,2026-02-02
1171,LUZMERY,0470,CP-25 PIN PERSKABELSCHOEN 25MM,2,100,200,0,0,200,0,200,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1172,LUZMERY,0471,CP-35 PIN PERSKABELSCHOEN 35MM,1,100,100,0,0,100,0,100,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1173,LUZMERY,0474,PERSKABELSCHOEN SMALL 95-10MM,6,20,120,0,0,120,0,120,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1174,LUZMERY,0477,PERSKABELSCHOEN SMALL 240-12MM,9,5,45,0,0,45,0,45,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1175,LUZMERY,7153,OPB.KAST 56MD 5271R1,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1176,LUZMERY,04946,KABEL DOOS GSLT322 (19965),0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1177,LUZMERY,0486,KABELDOOS 220A,0,0,0,4,0,4,0,4,Almacen,Q,Almacen - Q,2026-02-06
1178,LUZMERY,3121,RECESADO REDONDO 3W  6000K,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1179,LUZMERY,3332,PICKENS 18 WATT 6500K LED SPOT,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1180,LUZMERY,3335,PICKENS LED OPB ROND 18W 6500K,0,0,0,5,0,5,0,5,Almacen,Q,Almacen - Q,2026-02-06
1181,LUZMERY,3112,RECESADO REDONDO 12W 720LM 6K,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1182,LUZMERY,3106,FOCO LED T140 BASE E27 50W 65K,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1183,LUZMERY,1316,VERBINDING RAIL 2x6+1x25 mm,1,20,20,4,0,24,0,24,Almacen,Q,Almacen - Q,2026-02-06
1184,LUZMERY,1315,VERBINDING RAIL 1x6+1x25 mm,0,0,0,16,0,16,0,16,Almacen,Q,Almacen - Q,2026-02-06
1185,LUZMERY,0488,KABELDOOS 221A,0,0,0,1,0,1,0,1,Almacen,Q,Almacen - Q,2026-02-06
1186,LUZMERY,1302,BADKAMER RAIL 6x6+1x25 mm,0,0,0,25,0,25,0,25,Almacen,Q,Almacen - Q,2026-02-06
1187,LUZMERY,0480,T-DOOS              4206-D,0,0,0,46,0,46,0,46,Almacen,Q,Almacen - Q,2026-02-06
1188,LUZMERY,0349,ZADELS 14 mm VERT,20,500,10000,0,0,10000,0,10000,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1189,LUZMERY,0348,ZADELS 13 mm VERT,3,500,1500,0,0,1500,0,1500,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1190,LUZMERY,0262,COAX RG6 60% 18AWG,10,12,120,0,0,120,0,120,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1191,LUZMERY,0343,"ZADELS 3x5/8""",14,250,3500,0,0,3500,0,3500,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1192,LUZMERY,0344,"ZADELS 4x5/8""",16,200,3200,0,0,3200,0,3200,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1193,LUZMERY,0344,"ZADELS 4x5/8""",7,150,1050,0,0,1050,0,1050,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1194,LUZMERY,19271,PRONUTEC OPB.KAST 1000X750,0,0,0,1,0,1,0,1,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1195,LUZMERY,19272,PRONUTEC OPB.KAST 1000X1000,0,0,0,1,0,1,0,1,Deposit N4,B4,Deposit N4 - B4,2026-02-05
1196,LUZMERY,1864,PBM-43 PLACA METALICA,0,0,0,13,0,13,0,13,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1197,LUZMERY,18631,PBM-325 PLACA METALICA,0,0,0,4,0,4,0,4,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1198,LUZMERY,18641,PBM-54 PLACA METALICA,0,0,0,10,0,10,0,10,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1199,LUZMERY,18641,PBM-54 PLACA METALICA,0,0,0,10,0,10,0,10,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1200,LUZMERY,1865,PBM-64 PLACA METALICA PBM-64,0,0,0,15,0,15,0,15,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1201,LUZMERY,1866,PBM-65 PLACA METALICA PBM-65,0,0,0,14,0,14,0,14,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1202,LUZMERY,1643,PMB400,0,0,0,6,0,6,0,6,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1203,LUZMERY,1809,PP-32 PLACA POLIESTER PP-32,0,0,0,12,0,12,0,12,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1204,LUZMERY,1810,PP-33 PLACA POLIESTER PP-33,0,0,0,19,0,19,0,19,Deposit N4,B8,Deposit N4 - B8,2026-02-05
1205,LUZMERY,0468,CP-10 PIN PERSKABELSCHOEN 10MM,7,100,700,0,0,700,0,700,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1206,LUZMERY,0469,CP-16 PIN PERSKABELSCHOEN 16MM,5,100,500,0,0,500,0,500,Deposit N4,B6,Deposit N4 - B6,2026-02-05
1207,LUZMERY,0424,VERBINDINGSBUS  2.5 mm,35,100,3500,0,0,3500,0,3500,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1208,LUZMERY,0424,VERBINDINGSBUS  2.5 mm,2,100,200,0,0,200,0,200,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1209,LUZMERY,0425,VERBINDINGSBUS  4 mm,16,100,1600,0,0,1600,0,1600,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1210,LUZMERY,0425,VERBINDINGSBUS  4 mm,6,100,600,0,0,600,0,600,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1211,LUZMERY,0426,VERBINDINGSBUS  6 mm,13,100,1300,0,0,1300,0,1300,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1212,LUZMERY,0426,VERBINDINGSBUS  6 mm,11,100,1100,0,0,1100,0,1100,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1213,LUZMERY,0427,VERBINDINGSBUS 10 mm,24,100,2400,0,0,2400,0,2400,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1214,LUZMERY,0427,VERBINDINGSBUS 10 mm,5,100,500,0,0,500,0,500,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1215,LUZMERY,0428,VERBINDINGSBUS 16 mm,2,100,200,0,0,200,0,200,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1216,LUZMERY,0428,VERBINDINGSBUS 16 mm,2,100,200,0,0,200,0,200,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1217,LUZMERY,0429,VERBINDINGSBUS 25 mm,32,50,1600,0,0,1600,0,1600,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1218,LUZMERY,0429,VERBINDINGSBUS 25 mm,7,50,350,0,0,350,0,350,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1219,LUZMERY,0430,VERBINDINGSBUS 35 mm,15,50,750,0,0,750,0,750,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1220,LUZMERY,0430,VERBINDINGSBUS 35 mm,2,50,100,0,0,100,0,100,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1221,LUZMERY,0431,VERBINDINGSBUS 50 mm,43,20,860,0,0,860,0,860,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1222,LUZMERY,0432,VERBINDINGSBUS 70 mm,7,20,140,0,0,140,0,140,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1223,LUZMERY,0433,VERBINDINGSBUS 95 mm,9,20,180,0,0,180,0,180,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1224,LUZMERY,04331,VERBINDINGSBUS 120 mm,10,9,90,0,0,90,0,90,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1225,LUZMERY,04331,VERBINDINGSBUS 120 mm,7,10,70,0,0,70,0,70,Deposit N4,B2,Deposit N4 - B2,2026-02-04
1226,LUZMERY,0380,TYRAPS  95x2.5,66,100,6600,0,0,6600,0,6600,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1227,LUZMERY,3532,New-3667708Cat6A keystone jack,2,50,100,36,0,136,0,136,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1228,LUZMERY,3533,New-3555008Cat5e keystone jack,3,50,150,0,0,150,0,150,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1229,LUZMERY,1850,BA-30-CJ BRIDA ACOP.C/JUNTA,0,0,0,125,0,125,0,125,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1230,LUZMERY,1853,CC-04-CJ CAJA CABLES CIEGA,0,0,0,27,0,27,0,27,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1231,LUZMERY,1852,CC-03-CJ CAJA CABLES CIEGA,0,0,0,24,0,24,0,24,Deposit N4,B3,Deposit N4 - B3,2026-02-04
1232,LUZMERY,1280,CEE-FORM CONN 3P+N+E125A 03756,5,2,10,0,0,10,0,10,Deposit N4,B1,Deposit N4 - B1,2026-02-05
1233,LUZMERY,12535,CEE-FORM STEK 3P+E 125A 03655,9,2,18,0,0,18,0,18,Deposit N4,B1,Deposit N4 - B1,2026-02-05
1234,LUZMERY,1279,CEE-FORM CONN 3P+E 125A 03755,11,2,22,0,0,22,0,22,Deposit N4,B1,Deposit N4 - B1,2026-02-05
1235,LUZMERY,12609,CEE-FORM WCD 3P+E 125A 03875,17,1,17,0,0,17,0,17,Deposit N4,B1,Deposit N4 - B1,2026-02-05
1236,LUZMERY,126010,CEE-FORM WCD 3P+N+E 125A 03876,13,1,13,0,0,13,0,13,Deposit N4,B5,Deposit N4 - B5,2026-02-05
1237,LUZMERY,1293,CEE-FORM WCD 3P+E 63A-03882,0,0,0,5,0,5,0,5,Deposit N4,B5,Deposit N4 - B5,2026-02-05
1238,LUZMERY,1294,CEE-FORM WCD 3P+N+E 63A 03883,0,0,0,1,0,1,0,1,Deposit N4,B5,Deposit N4 - B5,2026-02-05
1239,LUZMERY,0409,PERSKABELSCHOEN 2.5 mm  M6,20,100,2000,0,0,2000,0,2000,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1240,LUZMERY,0411,PERSKABELSCHOEN  6  mm  M6,45,100,4500,0,0,4500,0,4500,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1241,LUZMERY,0434,PERSKABELSCHOEN  6  mm  M8,26,100,2600,0,0,2600,0,2600,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1242,LUZMERY,0412,PERSKABELSCHOEN 10  mm  M6,20,100,2000,0,0,2000,0,2000,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1243,LUZMERY,0435,PERSKABELSCHOEN  10  mm  M8,24,100,2400,0,0,2400,0,2400,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1244,LUZMERY,0436,PERSKABELSCHOEN  10  mm  M10,18,100,1800,0,0,1800,0,1800,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1245,LUZMERY,0437,PERSKABELSCHOEN  16  mm  M6,23,100,2300,0,0,2300,0,2300,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1246,LUZMERY,0413,PERSKABELSCHOEN 16  mm  M8,18,100,1800,0,0,1800,0,1800,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1247,LUZMERY,0438,PERSKABELSCHOEN  16  mm  M10,10,100,1000,0,0,1000,0,1000,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1248,LUZMERY,0439,PERSKABELSCHOEN  25  mm  M6,18,50,900,0,0,900,0,900,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1249,LUZMERY,0414,PERSKABELSCHOEN 25  mm  M8,18,50,900,0,0,900,0,900,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1250,LUZMERY,0440,PERSKABELSCHOEN  25  mm  M10,14,50,700,0,0,700,0,700,Deposit N4,B2,Deposit N4 - B2,2026-02-05
1251,LUZMERY,0441,PERSKABELSCHOEN  25  mm  M12,17,50,850,0,0,850,0,850,Deposit N4,B2,Deposit N4 - B2,2026-02-05
403,MALINA,7143,OPB.KAST WD 4MD 1304R1,0,0,0,28,0,28,0,28,Almacen,T,Almacen - T,2026-02-06
404,MALINA,7144,OPB.KAST WD 6MD R1306BR1,0,0,0,7,0,7,0,7,Almacen,T,Almacen - T,2026-02-06
405,MALINA,7148,OPB.KAST WD 8MD 1308BR1,0,0,0,11,0,11,0,11,Almacen,T,Almacen - T,2026-02-06
406,MALINA,1198,SCHAK EUR ENK OPB KOPP,7,7,49,4,0,53,0,53,Almacen,T,Almacen - T,2026-02-06
407,MALINA,11481,INB.DOOS PLASTIC 4x4 WIT,0,0,0,29,0,29,0,29,Almacen,T,Almacen - T,2026-02-06
408,MALINA,11480,"INB.DOOS PLASTIC 2x4"" WIT",0,0,0,72,0,72,0,72,Almacen,T,Almacen - T,2026-02-06
409,MALINA,1150,"INB DOOS AM 2x4""",0,0,0,39,0,39,0,39,Almacen,T,Almacen - T,2026-02-06
410,MALINA,1151,"INB DOOS AM 4x4""",0,0,0,11,0,11,0,11,Almacen,T,Almacen - T,2026-02-06
411,MALINA,1149,"INB.DOOS PLASTIC 4x4""-CARLON",0,0,0,46,0,46,0,46,Almacen,T,Almacen - T,2026-02-06
412,MALINA,11482,DEKSEL DOOS PLASTIC 4x4 WIT,0,0,0,86,0,86,0,86,Almacen,T,Almacen - T,2026-02-09
413,MALINA,1154,INB D CARLON 2X4 PLASTIC,0,0,0,22,0,22,0,22,Almacen,T,Almacen - T,2026-02-09
414,MALINA,11491,Cover INB.D PLAST 4X4  1G A410,0,0,0,5,0,5,0,5,Almacen,T,Almacen - T,2026-02-09
415,MALINA,11492,"DEKSEL INB.D PLASTIC 4X4"" DUB",0,0,0,50,0,50,0,50,Almacen,T,Almacen - T,2026-02-09
416,MALINA,1152,"DEKSEL INB DOOS AM 4x4"" 4150",0,0,0,41,0,41,0,41,Almacen,T,Almacen - T,2026-02-09
417,MALINA,1153,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",0,0,0,35,0,35,0,35,Almacen,T,Almacen - T,2026-02-09
418,MALINA,11541,INB D CARLON GIPS 2X4 PLASTIC,0,0,0,24,0,24,0,24,Almacen,T,Almacen - T,2026-02-09
419,MALINA,0491,KABELDOOS 225A,2,0,0,0,0,0,0,0,Almacen,P,Almacen - P,2026-02-06
420,MALINA,3248,PICKENS VPR  2241,2,0,0,0,0,0,0,0,Almacen,P,Almacen - P,2026-02-06
421,MALINA,3246,PICKENS VPR 2211,1,0,0,0,0,0,0,0,Almacen,P,Almacen - P,2026-02-06
422,MALINA,7189,KABEL DOOS 665 ROND  70 X 35,0,0,0,1,0,1,0,1,Almacen,P,Almacen - P,2026-02-06
423,MALINA,7190,KABEL DOOS 604 80 X 80 X 35,0,0,0,6,0,6,0,6,Almacen,P,Almacen - P,2026-02-06
424,MALINA,0494,KABELDOOS EV111(18300),0,0,0,9,0,9,0,9,Almacen,P,Almacen - P,2026-02-06
425,MALINA,0493,KABELDOOS EP088 (18100),0,0,0,22,0,22,0,22,Almacen,P,Almacen - P,2026-02-06
426,MALINA,0495,EINDDOOS                4201-D,0,0,0,10,0,10,0,10,Almacen,P,Almacen - P,2026-02-06
427,MALINA,3001,STEENBOOR 5 mm,0,0,0,28,0,28,0,28,Almacen,P,Almacen - P,2026-02-06
428,MALINA,3001,STEENBOOR 5 mm,0,0,0,7,0,7,0,7,Almacen,P,Almacen - P,2026-02-06
429,MALINA,0490,TREKDOOS                4202-D,5,10,50,3,0,53,0,53,Almacen,P,Almacen - P,2026-02-06
430,MALINA,0484,TOP T DOOS DUBB. R. 4210-D,2,10,20,7,0,27,0,27,Almacen,P,Almacen - P,2026-02-06
431,MALINA,0485,TOP T DOOS DUBB. L.  4211-D,0,0,0,3,0,3,0,3,Almacen,P,Almacen - P,2026-02-06
432,MALINA,0502,LASDOOS TOP T  R DUBB 3210,5,25,125,44,0,169,0,169,Almacen,P,Almacen - P,2026-02-06
433,MALINA,0501,LASDOOS TOP T DOOS L DUBB3211,5,25,125,45,0,170,0,170,Almacen,P,Almacen - P,2026-02-06
434,MALINA,0313,"MOFFEN   1""",5,25,125,2,0,127,0,127,Almacen,P,Almacen - P,2026-02-06
435,MALINA,0312,"MOFFEN   3/4""",1,50,50,47,0,97,0,97,Almacen,P,Almacen - P,2026-02-06
436,MALINA,0314,"MOFFEN 1,5""",3,6,18,3,0,21,0,21,Almacen,P,Almacen - P,2026-02-06
437,MALINA,3034,TAPE 20 mtr BRUIN,9,10,90,2,0,92,0,92,Almacen,S,Almacen - S,2026-02-06
438,MALINA,3037,TAPE 25 mtr GR/GL,2,10,20,4,0,24,0,24,Almacen,S,Almacen - S,2026-02-06
439,MALINA,3036,TAPE 25 mtr BLAUW,6,10,60,3,0,63,0,63,Almacen,S,Almacen - S,2026-02-06
440,MALINA,0333,CADDY KAB-CLIPS 4 -7mm 15-18,1,100,100,12,0,112,0,112,Almacen,S,Almacen - S,2026-02-06
441,MALINA,0331,CADDY KAB-CLIPS 2 -4mm 15-18,0,0,0,45,0,45,0,45,Almacen,S,Almacen - S,2026-02-06
442,MALINA,0334,CADDY KAB-CLIPS 4 -7mm 19-24,2,100,200,99,0,299,0,299,Almacen,S,Almacen - S,2026-02-06
443,MALINA,0336,CADDY KAB-CLIPS 8-12mm 19-24,2,100,200,32,0,232,0,232,Almacen,S,Almacen - S,2026-02-06
444,MALINA,3032,TAPE 10 mtr BLAUW,10,10,100,7,0,107,0,107,Almacen,S,Almacen - S,2026-02-06
445,MALINA,0511,PLAFONDDOOS 97371201 GRO-2 120,0,0,0,31,0,31,0,31,Almacen,S,Almacen - S,2026-02-06
446,MALINA,0300,PVC-LIJM 250 ml,0,0,0,11,0,11,0,11,Almacen,S,Almacen - S,2026-02-06
447,MALINA,3530,New3584500RJ45 8wireCat5e-6PL,6,0,0,52,0,52,0,52,Almacen,S,Almacen - S,2026-02-06
448,MALINA,1336,AARDKLEM 3/4 Brass,25,5,125,4,0,129,0,129,Almacen,S,Almacen - S,2026-02-06
449,MALINA,1335,KOPPELING LEH-34,0,0,0,10,0,10,0,10,Almacen,S,Almacen - S,2026-02-06
450,MALINA,11481,INB.DOOS PLASTIC 4x4 WIT,1,100,100,0,0,100,0,100,Almacen,S,Almacen - S,2026-02-06
451,MALINA,1942,DIRECT HANDEL 40A T/M 250A-CD,0,0,0,3,0,3,0,3,Almacen,S,Almacen - S,2026-02-06
452,MALINA,1976,PANEL HANDEL 250A-400A-M21,0,0,0,2,0,2,0,2,Almacen,S,Almacen - S,2026-02-06
453,MALINA,0311,"MOFFEN   5/8""",4,100,400,95,0,495,0,495,Almacen,P,Almacen - P,2026-02-06
454,MALINA,0315,MOFFEN 2'',4,4,16,2,0,18,0,18,Almacen,P,Almacen - P,2026-02-06
455,MALINA,1303,BADKAMER RAIL 5x6+1x25 mm,0,0,0,98,0,98,0,98,Almacen,P,Almacen - P,2026-02-06
456,MALINA,1304,AARDRAIL VERN 12 X 3 MM,0,0,0,18,0,18,0,18,Almacen,P,Almacen - P,2026-02-06
457,MALINA,1885,HH 1042705 C-PROFIEL,0,0,0,12,0,12,0,12,Almacen,P,Almacen - P,2026-02-06
458,MALINA,1997,HOOFDSCHAKELAAR 1250A 3P+N,0,0,0,1,0,1,0,1,Almacen,P,Almacen - P,2026-02-06
459,MALINA,16510,RAIL COPPER 20X5X1000 48794,0,0,0,1,0,1,0,1,Almacen,P,Almacen - P,2026-02-06
460,MALINA,15142,OPBOUW KAST WD CSG13PT/RR,0,0,0,1,0,1,0,1,Almacen,S,Almacen - S,2026-02-06
461,MALINA,0545,SPARINGSKEGEL 3550 16MM,4,10,40,0,0,40,0,40,Almacen,S,Almacen - S,2026-02-06
462,MALINA,0332,CADDY KAB-CLIPS 2- 4mm 19-24,2,100,200,33,0,233,0,233,Almacen,S,Almacen - S,2026-02-06
463,MALINA,0335,CADDY KAB-CLIPS 8-12mm 15-18,0,0,0,6,0,6,0,6,Almacen,S,Almacen - S,2026-02-06
464,MALINA,7159,INB.STOPCONTACT WD IP67 931431,0,0,0,5,0,5,0,5,Almacen,S,Almacen - S,2026-02-06
465,MALINA,3033,TAPE 10 mtr GR/GL,8,10,80,0,0,80,0,80,Almacen,S,Almacen - S,2026-02-06
466,MALINA,3031,TAPE 10 mtr ZWART,0,0,0,8,0,8,0,8,Almacen,S,Almacen - S,2026-02-06
467,MALINA,3030,TAPE 10 mtr BRUIN,7,10,70,7,0,77,0,77,Almacen,S,Almacen - S,2026-02-06
468,MALINA,3035,TAPE 20 mtr ZWART,0,0,0,3,0,3,0,3,Almacen,S,Almacen - S,2026-02-06
469,MALINA,0995,F-CONNECTOR 2078-T6,0,0,0,51,0,51,0,51,Almacen,U,Almacen - U,2026-02-09
470,MALINA,1039,WCD AM OPB DUB 220V R/A  74V,0,0,0,5,0,5,0,5,Almacen,U,Almacen - U,2026-02-09
471,MALINA,1121,WALLPLATE AM DUB RP 2132V,0,0,0,6,0,6,0,6,Almacen,U,Almacen - U,2026-02-09
472,MALINA,0432,VERBINDINGSBUS 70 mm,0,0,0,17,0,17,0,17,Almacen,O,Almacen - O,2026-02-09
473,MALINA,0433,VERBINDINGSBUS 95 mm,0,0,0,17,0,17,0,17,Almacen,O,Almacen - O,2026-02-09
474,MALINA,0430,VERBINDINGSBUS 35 mm,0,0,0,49,0,49,0,49,Almacen,O,Almacen - O,2026-02-09
475,MALINA,0431,VERBINDINGSBUS 50 mm,0,0,0,20,0,20,0,20,Almacen,O,Almacen - O,2026-02-09
476,MALINA,3105,FOCO LED A60 9W 800LM 6500K,0,0,0,1,0,1,0,1,Almacen,O,Almacen - O,2026-02-09
477,MALINA,3265,PICKENS 7W LED BULB,0,0,0,2,0,2,0,2,Almacen,O,Almacen - O,2026-02-09
478,MALINA,3264,PICKENS 6W LED BULB 4000K SEMI,0,0,0,2,0,2,0,2,Almacen,O,Almacen - O,2026-02-09
479,MALINA,3268,PICKENS 5W LED BULB 6500K,0,0,0,1,0,1,0,1,Almacen,O,Almacen - O,2026-02-09
480,MALINA,1265,******CEE-FORM CONN 32A -3P +A,0,0,0,19,0,19,0,19,Almacen,O,Almacen - O,2026-02-09
481,MALINA,1245,******CEE-FORM STEKK 63A -3P+A,7,5,35,35,0,70,0,70,Almacen,O,Almacen - O,2026-02-09
482,MALINA,1252,*****CEE-FORM STEKK 63A-3P+N+A,1,5,5,6,0,11,0,11,Almacen,O,Almacen - O,2026-02-09
483,MALINA,0413,PERSKABELSCHOEN 16  mm  M8,0,0,0,63,0,63,0,63,Almacen,O,Almacen - O,2026-02-09
484,MALINA,0438,PERSKABELSCHOEN  16  mm  M10,0,0,0,51,0,51,0,51,Almacen,O,Almacen - O,2026-02-09
485,MALINA,0451,PERSKABELSCHOEN  50  mm  M8,4,20,80,0,0,80,0,80,Almacen,O,Almacen - O,2026-02-09
486,MALINA,0444,PERSKABELSCHOEN  50  mm  M12,0,0,0,4,0,4,0,4,Almacen,O,Almacen - O,2026-02-09
