item,count_date,item_description,total
1376,2026-01-30,"RAWPLUGS ROOD (6X25mm-1"")",1920
1376,2026-02-09,"RAWPLUGS ROOD (6X25mm-1"")",334
1376,2026-02-16,"RAWPLUGS ROOD (6X25mm-1"")",480
1377,2026-01-30,RAW PLUGS GROEN (7x35mm-1.1/2),1280
1377,2026-02-09,RAW PLUGS GROEN (7x35mm-1.1/2),342
1378,2026-01-30,RAWPLUGS  BLAUW (8x35mm-1.1/2),1200
1399,2026-02-09,BERKER WIPSCHA 2X/WIS 61303808,11
1399,2026-02-16,BERKER WIPSCHA 2X/WIS 61303808,70
1402,2026-02-09,BERKER WCD  220V INB WD 471509,9
1403,2026-02-09,BERKER WCD 127V  INB  WD 4202,22
1403,2026-02-16,BERKER WCD 127V  INB  WD 4202,9
1404,2026-02-09,BERKER WIPPENSCHAK 3x1P 633023,70
1404,2026-02-16,BERKER WIPPENSCHAK 3x1P 633023,60
1405,2026-02-09,BERKER WIPSCHA UIT/WISS 613036,4
1405,2026-02-16,BERKER WIPSCHA UIT/WISS 613036,100
1406,2026-02-09,BERKER WIPSCHAK SERIE 613035,12
1406,2026-02-16,BERKER WIPSCHAK SERIE 613035,150
1407,2026-02-09,BERKER WIPSCHAK  2P 613032,62
1407,2026-02-16,BERKER WIPSCHAK  2P 613032,200
1408,2026-02-09,BERKER WIPSCHAK  KRUIS 613037,26
1408,2026-02-16,BERKER WIPSCHAK  KRUIS 613037,90
1409,2026-02-16,BERKER UNIV DRAAI DIMM  286110,3
1410,2026-02-09,DRAAI DIMM DRUK/UIT 283010,11
1410,2026-02-16,DRAAI DIMM DRUK/UIT 283010,44
1411,2026-02-09,BERKER AFDEKRAAM 1V  10118989,6
1412,2026-02-09,BERKER AFDEKRAAM  2V  10128989,9
1412,2026-02-16,BERKER AFDEKRAAM  2V  10128989,7
1413,2026-02-09,BERKER AFDEKRAAM  3V  10138989,28
1413,2026-02-16,BERKER AFDEKRAAM  3V  10138989,30
1414,2026-02-16,BERKER AFDEKRAAM  4V  10148989,12
1415,2026-02-09,BERKER AFDEKRAAM  5V  10158989,1
1415,2026-02-16,BERKER AFDEKRAAM  5V  10158989,128
1416,2026-02-09,BERKER AFDEKPL SCHAK 16208989,3
1416,2026-02-16,BERKER AFDEKPL SCHAK 16208989,30
1418,2026-02-09,BERKER AFDEKPL SERIE 16238989,10
1418,2026-02-16,BERKER AFDEKPL SERIE 16238989,90
14180,2026-02-09,BERKER AFDPL SCHAK 3P 16658989,32
14180,2026-02-16,BERKER AFDPL SCHAK 3P 16658989,30
1419,2026-02-09,BERKER KNOP DRAAIDIMM 11378989,18
1419,2026-02-16,BERKER KNOP DRAAIDIMM 11378989,10
1420,2026-02-09,BERKER AFDEKRAAM 1V WD 132809,94
1420,2026-02-16,BERKER AFDEKRAAM 1V WD 132809,10
1421,2026-02-09,BERKER AFDEKRAAM  2V WD 132909,30
1425,2026-02-09,BERKER TOERENTAL  REGEL 296801,6
1425,2026-02-16,BERKER TOERENTAL  REGEL 296801,16
1426,2026-02-09,BERKER KNOP TOER-REG 11378929,20
1427,2026-02-09,BERKER CENTR-STK DATA 11818989,2
1427,2026-02-16,BERKER CENTR-STK DATA 11818989,130
1428,2026-02-09,BERKER DRAAGPL 2-V DATA 454105,30
1428,2026-02-09,BERKER DRAAGPL 2-V DATA 454105,29
1428,2026-02-16,BERKER DRAAGPL 2-V DATA 454105,40
1429,2026-02-09,BERKER-UNI DRAAI DIMM 286210,2
1429,2026-02-16,BERKER-UNI DRAAI DIMM 286210,4
1430,2026-02-09,BERKER AFDICHTFLENS  V WD 1884,21
1430,2026-02-16,BERKER AFDICHTFLENS  V WD 1884,160
1472,2026-02-09,BERKER SCHAK WIS OPB  61300649,1
1473,2026-02-09,BERKER SCHAK 2P OPB  61300249,21
1475,2026-02-09,BERKER WCD OPB  220V  WD424005,9
1478,2026-02-09,BERKER SCHUKO-DUBB 6147548989,15
1478,2026-02-16,BERKER SCHUKO-DUBB 6147548989,40
1480,2026-02-16,BERKER DUBB SCHUKO IP44 427505,35
1481,2026-02-09,JALOEZIE SLEUTELSCHAK 327205,1
1496,2026-01-28,OPBOUW KAST 2 MOD 610090,4
1496,2026-02-09,OPBOUW KAST 2 MOD 610090,1
1497,2026-01-28,OPBOUW KAST 4 MOD 610091,17
1497,2026-02-09,OPBOUW KAST 4 MOD 610091,1
1506,2026-02-16,OPBOUWKAST 2-RIJ 36PE 610285,1
1507,2026-02-16,OPBOUWKAST4-RIJ VA 424 T 48PE,2
1508,2026-02-02,INB DOOS CT536 (323 X 518 X60),24
1509,2026-02-02,INB DOOS CT110 (108 X 108 X50),98
15091,2026-02-02,INB DOOS CT114 (168 X 117 X50),147
15092,2026-02-02,INB DOOS CT220 (217 X 217 X57),22
15093,2026-02-02,INB DOOS CT225 (250 X 250 X65),17
15094,2026-02-02,INB DOOS CT326 (222 X 318 X60),11
15095,2026-01-30,INB CT338 (404 X 404 X120),2
1510,2026-02-16,INBOUWKAST 1-RIJ BLD 610372,2
1511,2026-02-16,INBOUWKAST 2-RIJ  28MOD 610373,8
15140,2026-01-30,OPB.KAST WD 12MD CDN12PT/RR,21
15141,2026-01-29,OPBOUW KAST WD CS13PT/RR,4
15142,2026-01-26,OPBOUW KAST WD CSG13PT/RR,6
15142,2026-02-06,OPBOUW KAST WD CSG13PT/RR,1
15142,2026-02-16,OPBOUW KAST WD CSG13PT/RR,2
15143,2026-01-30,OPB.KAST WD 24MD CDN24PT/RR,1
15143,2026-01-30,OPB.KAST WD 24MD CDN24PT/RR,22
15143,2026-02-16,OPB.KAST WD 24MD CDN24PT/RR,15
15144,2026-01-30,OPB.KAST WD 36MD CDN36PT/RR,21
15144,2026-02-09,OPB.KAST WD 36MD CDN36PT/RR,1
15145,2026-01-30,OPB.KAST WD 54MD CDP54 PT/RR,12
15145,2026-01-30,OPB.KAST WD 54MD CDP54 PT/RR,17
15146,2026-02-16,OPB.KAST WD 18MD CDP 18PT/RR,8
15146,2026-02-16,OPB.KAST WD 18MD CDP 18PT/RR,10
15147,2026-02-16,OPB.KAST WD 36MD CDP 36PT2F/RR,2
1519,2026-02-09,OPB.KAST 3-RIJ WD 36MOD 610318,5
1520,2026-02-09,"GE AUTO 16A, 3P-2MOD C  UNIBIS",5
1520,2026-02-16,"GE AUTO 16A, 3P-2MOD C  UNIBIS",6
1521,2026-02-09,"GE AUTO 20A, 3P-2MOD C  UNIBIS",6
1521,2026-02-16,"GE AUTO 20A, 3P-2MOD C  UNIBIS",42
1522,2026-02-09,"GE AUTO 25A, 3P-2MOD C  UNIBIS",5
1522,2026-02-16,"GE AUTO 25A, 3P-2MOD C  UNIBIS",36
1523,2026-02-09,"GE AUTO 25A, 4P-2MOD C  UNIBIS",12
1523,2026-02-16,"GE AUTO 25A, 4P-2MOD C  UNIBIS",81
1524,2026-01-28,"GE AUTOMAAT 6A, 2P B  UNIBIS",6
1525,2026-02-09,"GE AUTOMAAT 6A, 1P+N B  UNIBIS",37
1526,2026-02-09,"GE  AUTOMAAT 40A, 2P C-KAR",5
1529,2026-01-28,"GE SCHAKELAAR  80A, 4POL",8
1532,2026-01-28,"GE SCHAKELAAR 100A, 4POL",36
1533,2026-02-16,"GE SCHAKELAAR 125A, 4POL",1
1535,2026-01-28,"GE AARDLEKSCHAKELAAR 63A, 30mA",7
1536,2026-01-28,"GE AARDLEKSCHAKEL 40A, 300mA",18
1537,2026-02-09,"GE AARDLEKSCHAKEL 63A, 300mA",1
1540,2026-02-09,GE AARDLEKSCHAK.40A-30mA 2-P,34
1543,2026-02-09,"GE  AUTOMAAT 25A, 1P+N C-KAR",92
1549,2026-01-28,"GE  AUTOMAAT 16A, 2POL B-KAR",186
1549,2026-02-09,"GE  AUTOMAAT 16A, 2POL B-KAR",62
1550,2026-01-28,"GE  AUTOMAAT 20A, 2POL B-KAR",34
1550,2026-02-09,"GE  AUTOMAAT 20A, 2POL B-KAR",2
1552,2026-02-09,"GE  AUTOMAAT 20A, 1P+N B-KAR",31
1553,2026-01-28,"GE  AUTOMAAT 25A, 1P+N B-KAR",181
1554,2026-01-28,"GE  AUTOMAAT 16A, 1P+N C-KAR",209
1554,2026-02-09,"GE  AUTOMAAT 16A, 1P+N C-KAR",1
1555,2026-01-28,"GE  AUTOMAAT 20A, 1P+N C-KAR",7
1555,2026-02-09,"GE  AUTOMAAT 20A, 1P+N C-KAR",5
1556,2026-01-28,"GE  AUTOMAAT 32A, 1P+N C-KAR",29
1557,2026-02-09,"GE  AUTOMAAT 16A, 2POL C-KAR",1
1560,2026-02-09,"GE  AUTOMAAT 32A, 2POL C-KAR",2
1561,2026-02-09,"GE  AUTOMAAT 16A, 3POL C-KAR",4
1561,2026-02-16,"GE  AUTOMAAT 16A, 3POL C-KAR",5
1562,2026-02-09,"GE  AUTOMAAT 20A, 3POL C-KAR",2
1562,2026-02-16,"GE  AUTOMAAT 20A, 3POL C-KAR",49
1563,2026-02-09,"GE  AUTOMAAT 25A, 3POL C-KAR",3
1564,2026-02-09,"GE  AUTOMAAT 32A, 3POL C-KAR",10
1564,2026-02-16,"GE  AUTOMAAT 32A, 3POL C-KAR",29
1565,2026-02-09,"GE  AUTOMAAT 40A, 3POL C-KAR",5
1565,2026-02-16,"GE  AUTOMAAT 40A, 3POL C-KAR",4
1566,2026-02-09,"GE AUTOMAAT 50A, 3POL C-KAR",6
1566,2026-02-16,"GE AUTOMAAT 50A, 3POL C-KAR",51
1567,2026-02-09,"GE  AUTOMAAT 63A, 3POL C-KAR",6
1567,2026-02-16,"GE  AUTOMAAT 63A, 3POL C-KAR",20
1569,2026-02-16,"GE  AUTOMAAT 32A, 3P+N C-KAR",8
1570,2026-02-16,"GE  AUTOMAAT 40A, 3P+N C-KAR",41
1571,2026-02-16,"GE  AUTOMAAT 50A, 3P+N C-KAR",30
1574,2026-02-09,"GE  AUTOMAAT 100A, 3P+N C KAR",5
1574,2026-02-16,"GE  AUTOMAAT 100A, 3P+N C KAR",8
1575,2026-02-09,"GE  AUTOMAAT 125A, 3P+N C-KAR",4
1576,2026-02-16,"GE  AUTOMAAT 16A, 3P+N C-KAR",7
1577,2026-02-09,"GE  AUTOMAAT 20A, 3P+N C-KAR",7
1577,2026-02-16,"GE  AUTOMAAT 20A, 3P+N C-KAR",15
1578,2026-02-09,"GE  AUTOMAAT 16A, 3P+N B-KAR",16
1580,2026-02-09,GALAX Q22 TIJDKLOK 2 KANAL,3
15801,2026-02-09,GALAX Q21 TIJDKLOK 1 KANAL,2
15802,2026-02-09,GALAX Q11 TIJDKL 1 KANAL 1MOD,9
1591,2026-02-09,VERB-KAM 0,54
1594,2026-02-09,JSL VERDEELBLOK 160 A 160134BD,1
1595,2026-02-09,GE RELAY 2P 20 A,96
15951,2026-02-09,GE RELAY 4P 24 A,6
15952,2026-01-28,GE RELAY 4P 40 A,49
15952,2026-02-09,GE RELAY 4P 40 A,6
15953,2026-02-09,RCBO C/DM60 A 16/030//012,3
15958,2026-02-09,HANDLE L ZW D4  400A,22
15959,2026-02-09,FE250-Breaker-36kA FEV46TA250K,1
15962,2026-02-09,RCBO C/DM60 A 25/030//012,2
15963,2026-02-09,RCBO C/DM60 A 25/300//012,2
15965,2026-02-09,RCBO C/DM60 A 20/030//012,2
15967,2026-02-09,G60   1P+N   6A  C   /012  GE,6
15971,2026-02-09,FEBSS4-Terminal SpreaderFlat-4,1
15972,2026-02-09,3 MOD NET ANALY 665010,3
15975,2026-02-09,FG-TERMINAL 400/630 431982,1
15982,2026-02-09,GE 436506 MANDO ROT,1
15984,2026-02-09,GE 433413 FG-TERMINAL,8
1611,2026-02-16,OPB.KAST OLINTHOS 2RIJ 24 PE,22
1612,2026-02-16,OPB.KAST OLINTHOS 3RIJ 36 PE,2
1627,2026-02-16,PLP4080,5
1628,2026-02-16,ZCL 1040,4
1629,2026-02-16,TAPA 48642,1
1630,2026-02-16,TCF4040,4
1632,2026-02-16,TCA6080,10
1633,2026-02-16,PACKSUP S144P200,1
1634,2026-02-16,PACKSUP S120P200,6
1635,2026-02-16,PACK SUP S96P200,4
16351,2026-02-16,PACK SUP S72P200,2
1637,2026-02-16,ZCL 1080,1
1639,2026-02-16,PACK UNION 48112,2
1640,2026-02-16,KIT SUJECION 48156 DINRAIL,10
1642,2026-02-16,TMA3080,10
1643,2026-02-05,PMB400,6
1644,2026-02-16,PLP3080,1
1649,2026-01-28,OPBOUWKAST IDE ARM.40COM72,2
1650,2026-02-16,IDE RAIL SOPORT 160-400A 48454,12
1651,2026-01-30,RAIL COPPER 30X10X2000 48803,8
16510,2026-01-30,RAIL COPPER 20X5X1000 48794,9
16510,2026-02-06,RAIL COPPER 20X5X1000 48794,1
1652,2026-02-16,IDE AARDE 48452 KIT TIERRA,6
1653,2026-02-16,OPBOUWKAST IDE ARM.40COM96,5
1654,2026-02-16,OPBOUWKAST IDE ARM.40COM120,7
1655,2026-02-04,OPBOUWKAST IDE ARM.40COM144,29
1656,2026-02-16,MOELLER OPB BF-0-4/96,8
1657,2026-02-16,MOELLER OPB BF-0-5/120,1
1657,2026-02-16,MOELLER OPB BF-0-5/120,1
1657,2026-02-16,MOELLER OPB BF-0-5/120,1
1658,2026-02-16,MOELLER OPB BF-0-6/144,3
1659,2026-02-16,MOELLER OPB BF-0-3/72,7
1659,2026-02-16,MOELLER OPB BF-0-3/72,1
1661,2026-02-16,MOELLER INB BF-U-5/165,2
1664,2026-02-16,MOELLER INB BF-U-4/96,7
1664,2026-02-16,MOELLER INB BF-U-4/96,2
1665,2026-02-16,MOELLER INB BF-U-5/120,2
1666,2026-02-16,MOELLER INB BF-U-6/144,5
1699,2026-02-16,ETI AFDEK STROOK 2911003,372
1700,2026-01-27,ETI 2423423 SCHAKELAAR 4P 40A,9
1701,2026-01-27,ETI 2423414 SCHAKELAAR 4P 63A,25
1701,2026-02-09,ETI 2423414 SCHAKELAAR 4P 63A,2
1702,2026-01-27,ETI 2423415 SCHAKELAAR 4P 80A,48
1702,2026-02-09,ETI 2423415 SCHAKELAAR 4P 80A,2
1703,2026-01-27,ETI 2423416 SCHAKELAAR 4P 100A,36
1704,2026-01-27,ETI 2423417 SCHAKELAAR 4P 125A,38
1704,2026-02-09,ETI 2423417 SCHAKELAAR 4P 125A,1
1705,2026-01-27,ETI AARDLEKSCH 4P 40A 30 mA,11
1705,2026-02-09,ETI AARDLEKSCH 4P 40A 30 mA,5
1706,2026-01-27,ETI AARDLEKSCH 4P 63A 30 mA,57
1706,2026-02-09,ETI AARDLEKSCH 4P 63A 30 mA,1
1707,2026-01-27,ETI AARDLEKSCH 4P 40A 300mA,37
1707,2026-02-09,ETI AARDLEKSCH 4P 40A 300mA,3
1708,2026-01-27,ETI AARDLEKSCH 4P 63A 300 mA,32
1708,2026-02-09,ETI AARDLEKSCH 4P 63A 300 mA,2
1709,2026-02-16,ETI  AUTOMAAT6KA 6A 1P+N BKAR,6
1710,2026-02-09,ETI  AUTOMAAT6KA 16A 1P+N BKAR,6
1710,2026-02-16,ETI  AUTOMAAT6KA 16A 1P+N BKAR,50
1711,2026-02-09,ETI  AUTOMAAT6KA 16A 1P+N CKAR,11
1711,2026-02-16,ETI  AUTOMAAT6KA 16A 1P+N CKAR,22
1712,2026-02-16,ETI  AUTOMAAT6KA 20A 1P+N CKAR,20
1713,2026-02-09,ETI  AUTOMAAT6KA 25A 1P+N CKAR,8
1713,2026-02-16,ETI  AUTOMAAT6KA 25A 1P+N CKAR,10
1714,2026-02-09,ETI  AUTOMAAT6KA 50A 1P+N CKAR,10
1714,2026-02-16,ETI  AUTOMAAT6KA 50A 1P+N CKAR,8
1715,2026-02-09,ETI AUTOMAAT 6KA 1P+N 25A B,9
1715,2026-02-16,ETI AUTOMAAT 6KA 1P+N 25A B,4
1716,2026-02-09,ETI AUTOMAAT 6KA 2P 16A CKAR,4
1717,2026-02-16,ETI AUTOMAAT 6KA 2P 16A B KAR,20
1718,2026-02-16,ETI AUTOMAAT 6KA 2P 20A CKAR,23
1719,2026-02-16,ETI AUTOMAAT 6KA 2P 25A CKAR,60
1720,2026-02-16,ETI AUTOMAAT 6KA 3P 16A CKAR,12
1721,2026-02-16,ETI AUTOMAAT 6KA 3P 20A C KAR,27
1722,2026-02-16,ETI AUTOMAAT 6KA 3P 25A C KAR,14
1723,2026-02-09,ETI AUTOMAAT 6KA 3P 32A C KAR,1
1723,2026-02-16,ETI AUTOMAAT 6KA 3P 32A C KAR,24
1724,2026-02-09,ETI AUTOMAAT 6KA 3P 40A CKAR,1
1724,2026-02-16,ETI AUTOMAAT 6KA 3P 40A CKAR,19
1725,2026-02-09,ETI AUTOMAAT 6KA 3P 50A CKAR,1
1725,2026-02-16,ETI AUTOMAAT 6KA 3P 50A CKAR,19
1726,2026-02-16,ETI AUTOMAAT 6KA 3P 63A CKAR,33
1727,2026-02-16,ETI AUTOMAAT 6KA 3P+N 16A BKAR,2
1728,2026-02-09,ETI AUTOMAAT 6KA 3P+N 16A CKAR,2
1728,2026-02-16,ETI AUTOMAAT 6KA 3P+N 16A CKAR,176
1730,2026-02-09,ETI AUTOMAAT 6KA 3P+N 32A CKAR,2
1730,2026-02-16,ETI AUTOMAAT 6KA 3P+N 32A CKAR,2
1731,2026-02-09,ETI AUTOMAAT 6KA 3P+N 40A CKAR,1
1731,2026-02-16,ETI AUTOMAAT 6KA 3P+N 40A CKAR,19
1732,2026-02-16,ETI AUTOMAAT 6KA 3P+N 50A CKAR,27
1733,2026-02-16,ETI AUTOMAAT 6KA 3P+N 63A CKAR,52
1734,2026-01-27,ETI AARDLEK AUTOM 1P+N16A B 30,17
1734,2026-02-09,ETI AARDLEK AUTOM 1P+N16A B 30,3
1735,2026-02-09,ETI AARDLEK AUTOM 1P+N16A C 30,17
1736,2026-01-27,ETI AUTOMAAT 6KA 3P+N 20A CKAR,330
1737,2026-02-16,ETI AUTOMAAT 6KA 3P+N 6A BKAR,2
1738,2026-02-09,ETI AUTOMAAT 6KA 3P+N 6A CKAR,2
1738,2026-02-16,ETI AUTOMAAT 6KA 3P+N 6A CKAR,3
1739,2026-02-16,ETI AUTOMAAT 6KA 2P 32A CKAR,43
1740,2026-02-16,ETI AUTOMAAT 6KA 2P 40A CKAR,41
1741,2026-01-27,ETI AUTOMAAT 6KA 2P 6A B KAR,496
1742,2026-02-16,ETI  AUTOMAAT6KA 32A 1P+N CKAR,9
1743,2026-01-27,ETI  AUTOMAAT15KA 80A 3P+N C,16
1743,2026-02-09,ETI  AUTOMAAT15KA 80A 3P+N C,1
1744,2026-01-27,ETI  AUTOMAAT15KA 100A 3P+N C,23
1745,2026-01-27,ETI  AUTOMAAT15KA 125A 3P+N C,11
1745,2026-01-27,ETI  AUTOMAAT15KA 125A 3P+N C,14
1746,2026-02-09,ETI 2421311 OMSCHAKELAAR 16A,24
1747,2026-02-09,ETI  CRM-91 H TIJD RELAY,7
1748,2026-01-27,ETI TIJDKLOK SHT 1 KANAL 230V,10
1748,2026-02-09,ETI TIJDKLOK SHT 1 KANAL 230V,4
1749,2026-01-27,ETI TIJDKLOK SHT 2 KANAL 230V,15
1749,2026-02-09,ETI TIJDKLOK SHT 2 KANAL 230V,5
1750,2026-01-27,ETI  MAGNEET SCHAKELAAR 2P 20A,64
1750,2026-02-09,ETI  MAGNEET SCHAKELAAR 2P 20A,2
1750,2026-02-09,ETI  MAGNEET SCHAKELAAR 2P 20A,1
1751,2026-01-27,ETI  MAGNEET SCHAKELAAR 4P 25A,61
1752,2026-01-27,ETI MAGNEET SCHAKELAAR 4P 40A,26
1753,2026-01-27,ETI  MAGNEET SCHAKELAAR 4P 63A,92
1753,2026-02-09,ETI  MAGNEET SCHAKELAAR 4P 63A,3
1755,2026-01-27,ETI AARDLEK AUTOM 2P B16 30MA,46
1755,2026-02-09,ETI AARDLEK AUTOM 2P B16 30MA,1
1758,2026-01-27,ETI AARDLEK AUTOM 2P C25 30MA,68
1761,2026-01-27,ETI VERMOGENS AUTOM EB 400/4S,2
1765,2026-01-27,ETI AARDLEKSCH 4P 80A 30 mA,8
1765,2026-02-09,ETI AARDLEKSCH 4P 80A 30 mA,1
1766,2026-01-27,ETI AARDLEKSCH 4P 100A 30 mA,14
1766,2026-02-09,ETI AARDLEKSCH 4P 100A 30 mA,1
1767,2026-01-27,ETI AARDLEKSCH 4P 80A 300 MA,7
1767,2026-02-09,ETI AARDLEKSCH 4P 80A 300 MA,2
1768,2026-01-27,ETI AARDLEKSCH 4P 100A 300 MA,5
1768,2026-02-09,ETI AARDLEKSCH 4P 100A 300 MA,1
1769,2026-02-09,ETI  AUTOMAAT6KA B40 1P B KAR,12
1769,2026-02-16,ETI  AUTOMAAT6KA B40 1P B KAR,28
1770,2026-01-27,ETI AARDLEKSCH 4P 100A 100 mA,3
1771,2026-01-27,ETI 2444005 TNC-S 25/100 4+0,9
1771,2026-02-09,ETI 2444005 TNC-S 25/100 4+0,1
1772,2026-02-09,ETI 4671147 SHUNTDA2 AC200-240,5
1773,2026-02-09,ETI 4671149 SHUNT DC 24V,5
1774,2026-02-09,ETI 4671153 UNDERV AC 200-240,5
1775,2026-02-09,ETI 4671155 UNDERV DC 24V,1
1777,2026-02-09,ETI 2159301 DA ETIMAT 10 230V,20
1778,2026-02-09,ETI 2159312 DA ETIMAT 10 24V,18
1779,2026-02-09,ETI AARDLEKSCH 4P 40A 100 mA,3
1784,2026-01-27,ETI AARDLEK AUTOM 1P+N25A C 30,6
1786,2026-02-09,ETI  HULPCONTACT BLOK BCXMLE11,1
1788,2026-02-16,ETI  4804051 KWH METER 3X63A D,2
1800,2026-02-16,CA-32 CAJA VACIA TAPA TRANSPAR,1
1801,2026-02-16,CA-33 CAJA VACIA TAPA TRANSPAR,2
1802,2026-02-16,CA-43 CAJA VACIA TAPA TRANSPAR,5
1804,2026-02-16,CA-63 CAJA VACIA TAPA TRANSPAR,25
1804,2026-02-16,CA-63 CAJA VACIA TAPA TRANSPAR,1
1805,2026-02-03,CA-64 CAJA VACIA TAPA TRANSPAR,2
1805,2026-02-16,CA-64 CAJA VACIA TAPA TRANSPAR,3
1805,2026-02-16,CA-64 CAJA VACIA TAPA TRANSPAR,4
1806,2026-02-03,CA-66 CAJA VACIA TAPA TRANSPAR,16
1808,2026-02-04,CA-86A CAJA VACIA TAPA TRANSP,1
1808,2026-02-04,CA-86A CAJA VACIA TAPA TRANSP,7
1808,2026-02-16,CA-86A CAJA VACIA TAPA TRANSP,5
1809,2026-02-05,PP-32 PLACA POLIESTER PP-32,12
1810,2026-02-05,PP-33 PLACA POLIESTER PP-33,19
1811,2026-02-16,PP-43 PLACA POLIESTER PP-43,31
1812,2026-02-16,PP-44 PLACA POLIESTER PP-44,26
1813,2026-02-16,PP-63 PLACA POLIESTER PP-63,39
18131,2026-02-16,PP-64 PLACA POLIESTER PP-64,46
1814,2026-02-16,PP-66 PLACA POLIESTER PP-66,27
1815,2026-02-16,PP-84 PLACA POLIESTER PP-84,16
1817,2026-02-04,CU-32 CAJA CUERPO CA-32,21
1818,2026-02-04,CU-33 CAJA CUERPO CA-33,15
1819,2026-02-04,CU-44 CAJA CUERPO CA-44,28
1820,2026-02-04,CU-43 CAJA CUERPO CA-43,22
1821,2026-02-04,CU-63 CAJA CUERPO CA-63,39
18211,2026-02-05,CU-64 CAJA CUERPO CA-64,49
1822,2026-02-05,CU-66 CAJA CUERPO CA-66,6
1822,2026-02-16,CU-66 CAJA CUERPO CA-66,3
1822,2026-02-16,CU-66 CAJA CUERPO CA-66,6
1824,2026-02-16,CU-86 CAJA CUERPO CA-86,5
1825,2026-02-05,TT-32-CJ TAPA POLICARB.TRANSP.,11
1826,2026-02-05,TT-33-CJ TAPA POLICARB.TRANSP.,13
1826,2026-02-16,TT-33-CJ TAPA POLICARB.TRANSP.,13
1827,2026-02-05,TT-43-CJ TAPA POLICARB.TRANSP.,9
1827,2026-02-16,TT-43-CJ TAPA POLICARB.TRANSP.,11
1828,2026-02-05,TT-44-CJ TAPA POLICARB.TRANSP.,25
1828,2026-02-16,TT-44-CJ TAPA POLICARB.TRANSP.,25
1829,2026-02-16,TT-63-CJ TAPA POLICARB.TRANSP.,13
1829,2026-02-16,TT-63-CJ TAPA POLICARB.TRANSP.,5
1830,2026-02-05,TT-64-CJ TAPA POLICARB.TRANSP.,44
1831,2026-02-05,TT-66-CJ TAPA POLICARB.TRANSP.,10
1831,2026-02-16,TT-66-CJ TAPA POLICARB.TRANSP.,16
1832,2026-02-05,TT-84A-CJ TAPA POLICARB.TRANSP,10
1833,2026-02-04,TT-86A-CJ TAPA POLICARB.TRANSP,7
1833,2026-02-05,TT-86A-CJ TAPA POLICARB.TRANSP,15
1833,2026-02-16,TT-86A-CJ TAPA POLICARB.TRANSP,4
1834,2026-02-05,TO-32-CJ TAPA POLICARB.OPACO C,12
1835,2026-02-05,TO-33-CJ TAPA POLICARB.OPACO C,18
1835,2026-02-16,TO-33-CJ TAPA POLICARB.OPACO C,35
18351,2026-02-05,TO-43-CJ TAPA POLICARB.OPACO C,17
1836,2026-02-05,TO-44-CJ TAPA POLICARB.OPACO C,8
1837,2026-02-05,TO-63-CJ TAPA POLICARB.OPACO C,22
1837,2026-02-16,TO-63-CJ TAPA POLICARB.OPACO C,22
1838,2026-02-05,TO-66-CJ TAPA POLICARB.OPACO C,9
1838,2026-02-16,TO-66-CJ TAPA POLICARB.OPACO C,9
1839,2026-02-05,TO-84A-CJ TAPA POLICARB.OPACO,6
1839,2026-02-16,TO-84A-CJ TAPA POLICARB.OPACO,6
1839,2026-02-16,TO-84A-CJ TAPA POLICARB.OPACO,12
1840,2026-02-05,TO-86A-CJ TAPA POLICARB.OPACO,6
1840,2026-02-16,TO-86A-CJ TAPA POLICARB.OPACO,4
1840,2026-02-16,TO-86A-CJ TAPA POLICARB.OPACO,6
1841,2026-02-16,CHASSIS CA-33-1 EN KIT,21
1841,2026-02-16,CHASSIS CA-33-1 EN KIT,78
1842,2026-02-16,CHASSIS CA-43-1 EN KIT,60
1843,2026-02-16,CHASSIS CA-44-1 EN KIT,24
1844,2026-02-16,CHASSIS CA-63-1 EN KIT,13
1844,2026-02-16,CHASSIS CA-63-1 EN KIT,27
1845,2026-02-16,CHASSIS CA-64-1 EN KIT,37
1846,2026-02-05,TC-02-CJ TAPA CIEGA C/JUNTA,25
1847,2026-02-05,TC-03-CJ TAPA CIEGA C/JUNTA,33
1848,2026-02-05,TC-04-CJ TAPA CIEGA C/JUNTA,57
1849,2026-02-05,BA-20-CJ BRIDA ACOP.C/JUNTA,16
1850,2026-02-04,BA-30-CJ BRIDA ACOP.C/JUNTA,125
1851,2026-02-05,BA-40-CJ BRIDA ACOP.C/JUNTA,102
1852,2026-02-04,CC-03-CJ CAJA CABLES CIEGA,24
1852,2026-02-16,CC-03-CJ CAJA CABLES CIEGA,28
1853,2026-02-04,CC-04-CJ CAJA CABLES CIEGA,27
1854,2026-02-04,RE-63 REGRUESO PARA CA-63,10
1855,2026-02-05,RE-64 REGRUESO PARA CA-64,80
18551,2026-02-04,RE-66 REGRUESO PARA CA-66,1
1856,2026-02-04,BRES-325 ARMARIO VACIO NORMAL,4
1857,2026-02-04,BRES-43 ARMARIO VACIO NORMAL,10
1857,2026-02-04,BRES-43 ARMARIO VACIO NORMAL,5
18571,2026-02-04,BRES-54 ARMARIO VACIO NORMAL,12
1858,2026-02-04,BRES-64 ARMARIO VACIO NORMAL,3
1859,2026-02-04,BRES-65 ARMARIO VACIO NORMAL,9
1860,2026-02-04,BRES-86 ARMARIO VACIO NORMAL,3
1862,2026-02-16,ART-107 ARM.TEJADILLO 1000X750,3
18631,2026-02-05,PBM-325 PLACA METALICA,4
1864,2026-02-05,PBM-43 PLACA METALICA,13
