counter_name,deposit_id,rack_id,count_date,codeitem,Referencia,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,remarks
MALINA,2,14,27-01-26,1727,,2,1,2,0,0,2,MALINA D2 ***
MALINA,2,14,27-01-26,1717,,20,1,20,0,0,20,MALINA D2 ***
MALINA,2,14,27-01-26,1788,,2,1,2,0,0,2,MALINA D2 ***
MALINA,2,14,28-01-26,1533,,0,1,0,1,0,1,MALINA D2 codigo ??? ***
MALINA,2,14,28-01-26,1574,,4,2,8,0,0,8,MALINA D2
MALINA,2,14,28-01-26,1571,,10,3,30,0,0,30,MALINA D2
MALINA,2,14,28-01-26,1570,,13,3,39,2,0,41,MALINA D2
MALINA,2,14,28-01-26,1569,,2,3,6,2,0,8,MALINA D2
MALINA,2,14,28-01-26,1577,,5,3,15,0,0,15,MALINA D2
MALINA,2,14,28-01-26,1523,,13,6,78,3,0,81,MALINA D2
MALINA,2,14,28-01-26,1576,,2,3,6,1,0,7,MALINA D2
MALINA,2,14,28-01-26,1567,,5,4,20,0,0,20,MALINA D2
MALINA,2,14,28-01-26,1566,,12,4,48,3,0,51,MALINA D2
MALINA,2,14,28-01-26,1565,,1,4,4,0,0,4,MALINA D2
MALINA,2,14,28-01-26,1564,,7,4,28,1,0,29,MALINA D2
MALINA,2,14,28-01-26,1522,,6,6,36,0,0,36,MALINA D2
MALINA,2,15,27-01-26,1714,,8,1,8,0,0,8,MALINA D2 ***
MALINA,2,15,27-01-26,1726,,8,4,32,1,0,33,MALINA D2
MALINA,2,15,27-01-26,1725,,6,3,18,1,0,19,MALINA D2
MALINA,2,15,27-01-26,1724,,4,4,16,3,0,19,MALINA D2
MALINA,2,15,27-01-26,1723,,6,4,24,0,0,24,MALINA D2
MALINA,2,15,27-01-26,1722,,3,4,12,2,0,14,MALINA D2
MALINA,2,15,27-01-26,1721,,6,4,24,3,0,27,MALINA D2
MALINA,2,15,27-01-26,1720,,9,1,9,3,0,12,MALINA D2 ***
MALINA,2,15,27-01-26,1733,,17,3,51,1,0,52,MALINA D2
MALINA,2,15,27-01-26,1732,,9,3,27,0,0,27,MALINA D2
MALINA,2,15,27-01-26,1731,,6,3,18,1,0,19,MALINA D2
MALINA,2,15,27-01-26,1730,,2,1,2,0,0,2,MALINA D2 ***
MALINA,2,15,27-01-26,1659,,0,1,0,1,0,1,MALINA D2
MALINA,2,15,27-01-26,1931,,2,1,2,0,0,2,MALINA D2 ***
MALINA,2,15,27-01-26,1699,,0,1,0,372,0,372,MALINA D2
MALINA,2,15,27-01-26,2006,,0,1,0,100,0,100,MALINA D2
MALINA,2,15,28-01-26,1562,,12,4,48,1,0,49,MALINA D2
MALINA,2,15,28-01-26,1521,,7,6,42,0,0,42,MALINA D2
MALINA,2,15,28-01-26,1561,,5,1,5,0,0,5,MALINA D2 ***
MALINA,2,15,28-01-26,1520,,6,1,6,0,0,6,MALINA D2 ***
MALINA,2,15,28-01-26,1974,,0,1,0,3,0,3,MALINA D2
MALINA,2,15,28-01-26,1942,,0,1,0,22,0,22,MALINA D2
MALINA,2,15,28-01-26,1941,,0,1,0,12,0,12,MALINA D2
MALINA,2,15,28-01-26,1962,,0,1,0,10,0,10,MALINA D2
MALINA,2,15,28-01-26,1966,,0,1,0,4,0,4,MALINA D2
MALINA,2,15,28-01-26,1943,,0,1,0,1,0,1,MALINA D2
MALINA,2,15,28-01-26,1965,,0,1,0,3,0,3,MALINA D2
MALINA,2,15,28-01-26,1951,,0,1,0,8,0,8,MALINA D2
MALINA,2,15,28-01-26,1944,,0,1,0,8,0,8,MALINA D2
MALINA,2,15,28-01-26,1946,,0,1,0,15,0,15,MALINA D2
MALINA,2,15,28-01-26,1961,,0,1,0,34,0,34,MALINA D2
MALINA,2,15,28-01-26,1973,,0,1,0,26,0,26,MALINA D2
MALINA,2,15,28-01-26, ,,0,1,0,19,0,19,MALINA D2 CODIGO ???***
MALINA,2,15,28-01-26,1950,,0,1,0,9,0,9,MALINA D2
MALINA,2,15,28-01-26,1964,,0,1,0,9,0,9,MALINA D2 1 incompleto ***
MALINA,2,15,28-01-26,1943,,0,1,0,12,0,12,MALINA D2
MALINA,2,27,28-01-26,1202,,0,1,0,8,0,8,MALINA D2
MALINA,2,27,28-01-26,1428,,4,10,40,0,0,40,MALINA D2
MALINA,2,27,28-01-26,119801,,1,5,5,0,0,5,MALINA D2
MALINA,2,27,28-01-26,1405,,10,10,100,0,0,100,MALINA D2
MALINA,2,27,28-01-26,1480,,7,5,35,0,0,35,MALINA D2
MALINA,2,27,28-01-26,1420,,1,10,10,0,0,10,MALINA D2
MALINA,2,27,28-01-26,1412,,7,1,7,0,0,7,MALINA D2 ***
MALINA,2,27,28-01-26,1413,,3,10,30,0,0,30,MALINA D2
MALINA,2,27,28-01-26,1414,,6,2,12,0,0,12,MALINA D2
MALINA,2,27,28-01-26,1418,,9,10,90,0,0,90,MALINA D2
MALINA,2,27,28-01-26,1415,,64,2,128,0,0,128,MALINA D2
MALINA,2,27,28-01-26,1399,,7,10,70,0,0,70,MALINA D2
MALINA,2,27,28-01-26,1404,,6,10,60,0,0,60,MALINA D2
MALINA,2,27,28-01-26,1408,,9,10,90,0,0,90,MALINA D2
MALINA,2,27,28-01-26,1407,,20,10,200,0,0,200,MALINA D2
MALINA,2,27,28-01-26,1406,,15,10,150,0,0,150,MALINA D2
MALINA,2,27,28-01-26,1403,,9,1,9,0,0,9,MALINA D2 ***
MALINA,2,27,28-01-26,1478,,4,10,40,0,0,40,MALINA D2
MALINA,2,27,28-01-26,1416,,3,10,30,0,0,30,MALINA D2
MALINA,2,27,28-01-26,14180,,3,10,30,0,0,30,MALINA D2
MALINA,2,27,28-01-26,1427,,13,10,130,0,0,130,MALINA D2
MALINA,2,27,28-01-26,1419,,1,10,10,0,0,10,MALINA D2
MALINA,2,27,28-01-26,1429,,4,1,4,0,0,4,MALINA D2
MALINA,2,27,28-01-26,1410,,44,1,44,0,0,44,MALINA D2 ***
MALINA,2,27,28-01-26,1409,,3,1,3,0,0,3,MALINA D2
MALINA,2,27,28-01-26,1425,,16,1,16,0,0,16,MALINA D2 ***
MALINA,2,27,28-01-26,1430,,16,10,160,0,0,160,MALINA D2
MALINA,2,27,29-01-26,7006,,4,200,800,18,0,818,MALINA D2
MALINA,2,27,29-01-26,7039,,1,100,100,5,0,105,MALINA D2
