counter_name,deposit_id,rack_id,count_date,codeitem,Referencia,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,remarks,,
VICTORIA,2,1,27-01-26,1611,,0,1,0,22,0,22,VICTORIA D2,,
VICTORIA,2,1,27-01-26,1612,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,1,27-01-26,1506,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,1,27-01-26,1511,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,1,27-01-26,7196,,0,1,0,4,0,4,VICTORIA D2,,
VICTORIA,2,1,27-01-26,7195,,0,1,0,7,0,7,VICTORIA D2,,
VICTORIA,2,1,27-01-26,7193,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,2,27-01-26,7144,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,2,27-01-26,7148,,0,1,0,6,0,6,VICTORIA D2,,
VICTORIA,2,2,27-01-26,7168,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,2,27-01-26,7194,,0,1,0,12,0,12,VICTORIA D2,,
VICTORIA,2,3,27-01-26,1507,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,3,27-01-26,1665,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,3,27-01-26,7151,,0,1,0,31,0,31,VICTORIA D2,,
VICTORIA,2,3,27-01-26,1657,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,4,27-01-26,1664,,0,1,0,7,0,7,VICTORIA D2,,
VICTORIA,2,4,27-01-26,7147,,0,1,0,6,0,6,VICTORIA D2,,
VICTORIA,2,4,27-01-26,7184,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,4,27-01-26,7193,,0,1,0,22,0,22,VICTORIA D2,,
VICTORIA,2,5,27-01-26,1985,,0,1,0,36,0,36,VICTORIA D2,,
VICTORIA,2,5,27-01-26,1988,,0,1,0,22,0,22,VICTORIA D2,,
VICTORIA,2,5,27-01-26,1987,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,5,27-01-26,1659,,0,1,0,7,0,7,VICTORIA D2,,
VICTORIA,2,6,27-01-26,7191,,0,1,0,53,0,53,VICTORIA D2,,
VICTORIA,2,6,27-01-26,1658,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,6,27-01-26,1666,,0,1,0,5,0,5,VICTORIA D2,,
VICTORIA,2,6,27-01-26,7186,,0,1,0,,0,0,VICTORIA D2 ***,,
VICTORIA,2,6,27-01-26,7195,,0,1,0,11,0,11,VICTORIA D2,,
VICTORIA,2,6,27-01-26,1657,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,37,27-01-26,7167,,0,1,0,44,0,44,VICTORIA D2,,
VICTORIA,2,37,27-01-26,7153,,0,1,0,13,0,13,VICTORIA D2,,
VICTORIA,2,37,27-01-26,7169,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,38,27-01-26,1664,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,38,27-01-26,7146,,0,1,0,10,0,10,VICTORIA D2,,
VICTORIA,2,38,27-01-26,7152,,0,1,0,15,0,15,VICTORIA D2,,
VICTORIA,2,39,27-01-26,1661,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,39,27-01-26,1657,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,39,27-01-26,7145,,0,1,0,9,0,9,VICTORIA D2,,
VICTORIA,2,39,27-01-26,7141,,0,1,0,6,0,6,VICTORIA D2,,
VICTORIA,2,40,27-01-26,7150,,0,1,0,45,0,45,VICTORIA D2,,
VICTORIA,2,40,27-01-26,7149,,0,1,0,17,0,17,VICTORIA D2,,
VICTORIA,2,40,27-01-26,1656,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,41,27-01-26,3314,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,41,27-01-26,1993,,0,1,0,6,0,6,VICTORIA D2,,
VICTORIA,2,41,27-01-26,1992,,0,1,0,5,0,5,VICTORIA D2,,
VICTORIA,2,42,27-01-26,7157,,0,1,0,12,0,12,VICTORIA D2,,
VICTORIA,2,42,27-01-26,1991,,0,1,0,4,0,4,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3494,,0,1,0,32,0,32,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3492,,8,50,400,0,0,400,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3500,,0,1,0,0,0,0,VICTORIA D2 ***,,
VICTORIA,2,42,28-01-26,3498,,1,100,100,80,0,180,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3504,,60,1,60,7,0,67,VICTORIA D2 ***,60,7
VICTORIA,2,42,28-01-26,3487,,2,50,100,47,0,147,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3505,,3,20,60,0,0,60,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3508,,3,20,60,0,0,60,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3493,,1,20,20,17,0,37,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3504,,1,20,20,0,0,20,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3502,,1,50,50,0,0,50,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3503,,0,1,0,43,0,43,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3506,,2,50,100,0,0,100,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3507,,1,50,50,0,0,50,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3501,,1,50,50,0,0,50,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3495,,0,1,0,47,0,47,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3496,,1,75,75,0,0,75,VICTORIA D2,,
VICTORIA,2,42,28-01-26,1510,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,42,28-01-26,3487,,2,50,100,47,0,147,VICTORIA D2 ***,,
VICTORIA,2,42,28-01-26,3487,,7,50,350,0,0,350,VICTORIA D2 ***,,
VICTORIA,2,42,28-01-26,3492,,0,1,0,12,0,12,VICTORIA D2,,
VICTORIA,2,42,28-01-26,0511,,0,1,0,23,0,23,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,7043,,0,1,0,95,0,95,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,7018,,12,6,72,1,0,73,VICTORIA D2 ***,10x6 y 2x6,
VICTORIA,2,25,28-01-2026,1959,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,1968,,0,1,0,7,0,7,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,1969,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,1970,,0,1,0,5,0,5,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,1971,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,25,28-01-2026,1972,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,26,28-01-2026,7000,,46,3,138,0,0,138,VICTORIA D2 ***,40x3 y 6x3,
VICTORIA,2,26,28-01-2026,7001,,25,3,75,2,0,77,VICTORIA D2 ***,20x3 y 5x3,
VICTORIA,2,26,28-01-2026,7004,,7,3,21,1,0,22,VICTORIA D2,,
VICTORIA,2,26,28-01-2026,7063,,9,12,108,3,0,111,VICTORIA D2,,
VICTORIA,2,26,28-01-2026,7062,,6,12,72,7,0,79,VICTORIA D2,,
VICTORIA,2,26,28-01-2026,7022,,6,3,18,1,0,19,VICTORIA D2,,
VICTORIA,2,26,28-01-2026,7003,,1,3,3,1,0,4,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7023,,3,4,12,3,0,15,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7024,,6,4,24,1,0,25,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7025,,4,4,16,0,0,16,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7026,,7,4,28,3,0,31,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7027,,5,4,20,0,0,20,VICTORIA D2 ***,,
VICTORIA,2,26,29-01-2026,7027,,10,4,40,0,0,40,VICTORIA D2 ***,,
VICTORIA,2,26,29-01-2026,7028,,37,4,148,0,0,148,VICTORIA D2 ***,30X4,7X4
VICTORIA,2,26,29-01-2026,7009,,2,12,,7,0,7,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7007,,0,1,0,16,0,16,VICTORIA D2,,
VICTORIA,2,26,29-01-2026,7008,,0,1,0,45,0,45,VICTORIA D2,,
VICTORIA,2,28,28-01-2026,7154,,0,1,0,40,0,40,VICTORIA D2,,
VICTORIA,2,28,28-01-2026,7155,,0,1,0,15,0,15,VICTORIA D2,,
VICTORIA,2,28,28-01-2026,7156,,0,1,0,8,0,8,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7010,,0,1,0,324,0,324,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7013,,0,1,0,185,0,185,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7011,,0,1,0,108,0,108,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7014,,0,1,0,49,0,49,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7015,,0,1,0,50,0,50,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7016,,0,1,0,127,0,127,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7017,,0,1,0,600,0,600,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7019,,0,1,0,1032,0,1032,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7020,,0,1,0,11,0,11,VICTORIA D2,,
VICTORIA,2,29,28-01-26,7021,,0,1,0,63,0,63,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7007,,0,1,0,5,0,5,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7182,,0,1,0,15,0,15,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7183,,0,1,0,16,0,16,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7005,,7,50,350,38,0,388,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7030,,2,30,60,5,0,65,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7032,,1,30,30,7,0,37,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7033,,1,30,30,2,0,32,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7034,,2,30,60,4,0,64,VICTORIA D2,,
VICTORIA,2,30,28-01-26,7035,,2,30,60,5,0,65,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1940,,0,1,0,4,0,4,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1939,,0,1,0,4,0,4,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1938,,0,1,0,7,0,7,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1937,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1936,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1935,,0,1,0,23,0,23,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1934,,0,1,0,20,0,20,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1933,,0,1,0,5,0,5,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1954,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1955,,0,1,0,16,0,16,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1959,,0,1,0,3,0,3,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1995,,0,1,0,2,0,2,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1957,,0,1,0,4,0,4,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1959,,0,1,0,1,0,1,VICTORIA D2,,
VICTORIA,2,16,29-01-2026,1960,,0,1,0,2,0,2,VICTORIA D2,,
