counter_name,deposit_id,rack_id,count_date,codeitem,Referencia,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,remarks
MALINA,1,18,23-01-26,4218,,2,20,40,0,0,40,MALINA D1
MALINA,1,18,23-01-26,4260,,0,1,0,3,0,3,MALINA D1
MALINA,1,18,23-01-26,4240,,2,20,40,13,0,53,MALINA D1
MALINA,1,18,23-01-26,4230,,2,20,40,0,0,40,MALINA D1
MALINA,1,18,23-01-26,4241,,2,20,40,8,0,48,MALINA D1
MALINA,1,18,23-01-26,4284,,7,4,28,0,0,28,MALINA D1
MALINA,1,18,23-01-26,4234,,2,10,20,4,0,24,MALINA D1
MALINA,1,18,23-01-26,4258,,1,3,3,0,0,3,MALINA D1
MALINA,1,18,23-01-26,4274,,2,4,8,3,0,11,MALINA D1
MALINA,1,18,23-01-26,4144,,5,2,10,0,0,10,MALINA D1
MALINA,1,18,23-01-26,3228,,136,1,136,0,0,136,MALINA D1
MALINA,1,18,23-01-26,3230,,21,1,21,0,0,21,MALINA D1
MALINA,1,18,23-01-26,4149,,78,2,156,0,0,156,MALINA D1
MALINA,1,18,23-01-26,4148,,36,2,72,0,0,72,MALINA D1
MALINA,1,18,23-01-26,4157,,14,1,14,0,0,14,MALINA D1 ***
MALINA,1,18,23-01-26,4146,,180,2,360,0,0,360,MALINA D1
MALINA,1,18,23-01-26,4250,,3,4,12,3,0,15,MALINA D1
MALINA,1,18,23-01-26,4248,,0,1,0,2,0,2,MALINA D1
MALINA,1,18,23-01-26,4283,,7,4,28,0,0,28,MALINA D1
MALINA,1,18,23-01-26,4153,,20,2,40,0,0,40,MALINA D1
MALINA,1,18,23-01-26,4147,,28,5,140,0,0,140,MALINA D1
MALINA,1,18,23-01-26,4239,,1,1,1,5,0,6,MALINA D1
MALINA,1,18,23-01-26,4261,,0,1,0,0,0,0,MALINA D1 ***
MALINA,1,18,23-01-26,4252,,2,1,2,7,0,9,MALINA D1 ***
MALINA,1,18,23-01-26,4265,,3,20,60,0,0,60,MALINA D1
MALINA,1,18,23-01-26,4221,,3,10,30,0,0,30,MALINA D1
MALINA,1,18,23-01-26,4264,,2,20,40,11,0,51,MALINA D1
MALINA,1,18,23-01-26,4253,,2,20,40,15,0,55,MALINA D1
MALINA,1,18,23-01-26,4254,,3,20,60,0,0,60,MALINA D1
MALINA,1,18,23-01-26,4243,,1,10,10,9,0,19,MALINA D1
MALINA,1,18,23-01-26,4216,,2,20,40,19,0,59,MALINA D1
MALINA,1,18,23-01-26,3031,145821,0,1,0,6,0,6,MALINA D1
MALINA,1,18,23-01-26,3032,145285,1,1,1,0,0,1,MALINA D1
MALINA,1,18,23-01-26,3033,145323,1,1,1,0,0,1,MALINA D1
MALINA,1,18,23-01-26,3036,145789,0,1,0,11,0,11,MALINA D1
MALINA,1,18,23-01-26,3035,Cinta N 20,0,1,0,9,0,9,MALINA D1
MALINA,1,26,26-01-26,4107,,8,100,800,4,0,804,MALINA D1
MALINA,1,26,26-01-26,4114,,6,2,12,0,0,12,MALINA D1
MALINA,1,26,26-01-26,4113,,19,1,19,0,0,19,MALINA D1 ***
MALINA,1,26,26-01-26,4111,,9,1,9,10,0,19,MALINA D1 ***
MALINA,1,26,26-01-26,4102,,26,5,130,0,0,130,MALINA D1
MALINA,1,26,26-01-26,4101,,2,100,200,1,0,201,MALINA D1
MALINA,1,26,26-01-26,4100,,2,20,40,0,0,40,MALINA D1
MALINA,1,26,26-01-26,4104,,13,2,26,1,0,27,MALINA D1
MALINA,1,26,26-01-26,4117,,1,5,5,0,0,5,MALINA D1
MALINA,1,26,26-01-26,4110,,5,10,50,7,0,57,MALINA D1
MALINA,1,26,26-01-26,4107,,14,0,0,0,0,0,MALINA D1 ***
MALINA,1,26,26-01-26,4146,,0,1,0,0,0,0,MALINA D1 ***
MALINA,1,25,26-01-26,7130,,16,0,0,0,0,0,MALINA D1 CODIGO ???***
MALINA,1,25,26-01-26,7132,,4,0,0,10,0,10,MALINA D1 ***
