id,code_item,description_item,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,current_inventory,difference,updated_date,sales_qty,purchasing_qty
3113,0530,MONTAGEDEKSEL+WCD3640W2,2,50,100,217,0,317,138,-179,2026-02-17T18:02:59.718311,,
3114,0531,UNIVERSEEL LASDOOS    3611,7,100,700,85,0,785,883,98,2026-02-17T18:02:59.718311,,
3115,0532,BLINDDEKSEL (uni lasdoos) 3535,2,200,400,0,0,400,736,336,2026-02-17T18:02:59.718311,,
3116,0533,MONTAGEDKSL (uni lasdoos) 3543,26,10,260,9,0,269,329,60,2026-02-17T18:02:59.718311,,
3117,0534,INBOUWDOOS DUBB WCD H140,9,50,450,14,0,464,464,0,2026-02-17T18:02:59.718311,,
3118,0535,GIETBOUWDOOS EURO 2x3/4 MGD50,8,201,800,93,0,893,990,97,2026-02-17T18:02:59.718311,,
3119,0539,INZ.STK KABELDOOS3640 16mm3525,0,0,0,316,0,316,316,0,2026-02-17T18:02:59.718311,,
3120,0540,INZ.STK KABELDOOS3640 19mm3529,3,100,300,79,0,379,460,81,2026-02-17T18:02:59.718311,,
3121,0541,MD4050 MULTIDOOS,0,0,0,15,0,15,0,-15,2026-02-17T18:02:59.718311,,
3122,0542,MT/2X 16-19MM Inzetstuk,8,50,400,37,0,437,479,42,2026-02-17T18:02:59.718311,,
3123,05421,MT/1X 16-19MM Inzetstuk,10,50,500,142,0,642,592,-50,2026-02-17T18:02:59.718311,,
3124,0543,VERHOGINGSRING MD4050 4MM,0,0,0,51,0,51,46,-5,2026-02-17T18:02:59.718311,,
3125,0544,VERHOGINGSRING MD4050 6MM,0,0,0,27,0,27,36,9,2026-02-17T18:02:59.718311,,
3126,0545,SPARINGSKEGEL 3550 16MM,4,10,40,0,0,40,429,389,2026-02-17T18:02:59.718311,,
3127,0547,PG+MOER M16,13,50,650,160,0,810,798,-12,2026-02-17T18:02:59.718311,,
3128,0548,PG+MOER M20,22,50,1100,5,0,1105,1397,292,2026-02-17T18:02:59.718311,,
3129,0549,PG+MOER M25,46,1620,4040,27,0,4067,4091,24,2026-02-17T18:02:59.718311,,
3130,0550,"PG 13,5 + MOER",71,100,3550,0,0,3550,4013,463,2026-02-17T18:02:59.718311,,
3131,0554,PG 36,21,10,210,24,0,234,228,-6,2026-02-17T18:02:59.718311,,
3132,0555,PG 48,0,0,0,39,0,39,214,175,2026-02-17T18:02:59.718311,,
3133,0556,PG+MOER M32,0,0,0,16,0,16,295,279,2026-02-17T18:02:59.718311,,
3134,0557,PG+MOER M40,65,310,1230,180,0,1410,1318,-92,2026-02-17T18:02:59.718311,,
3135,0558,PG+MOER M50,13,205,260,3,0,263,270,7,2026-02-17T18:02:59.718311,,
3136,0559,PG+MOER M63,25,125,240,2,0,242,264,22,2026-02-17T18:02:59.718311,,
3137,0560,"MOER PG 13,5",94,50,4700,800,0,5500,6793,1293,2026-02-17T18:02:59.718311,,
3138,0561,MOER PG 16,0,0,0,305,0,305,304,-1,2026-02-17T18:02:59.718311,,
3139,0562,MOER PG 21,0,0,0,200,0,200,200,0,2026-02-17T18:02:59.718311,,
3140,0564,MOER PG 36,0,0,0,11,0,11,18,7,2026-02-17T18:02:59.718311,,
3141,0565,MOER PG 48,42,15,630,211,0,841,222,-619,2026-02-17T18:02:59.718311,,
3142,0568,CONEX STEEKKLEM 2-VOUDIG,26,50,1300,0,0,1300,1522,222,2026-02-17T18:02:59.718311,,
3143,0569,CONEX STEEKKLEM 3-VOUDIG,175,150,13125,28,0,13153,13962,809,2026-02-17T18:02:59.718311,,
3144,0570,CONEX STEEKKLEM 4-VOUDIG,160,75,12000,75,0,12075,14713,2638,2026-02-17T18:02:59.718311,,
3145,0571,CONEX STEEKKLEM 5-VOUDIG,151,150,11325,48,0,11373,12351,978,2026-02-17T18:02:59.718311,,
3146,0574,LASDOPPEN 2-7.5 mm CONEX,20,100,2000,0,0,2000,0,-2000,2026-02-17T18:02:59.718311,,
3147,0575,LASDOPPEN 3.0-12.5 mm,106,100,5300,24,0,5324,5480,156,2026-02-17T18:02:59.718311,,
3148,0576,LASDOPPEN 7.5-18.0 mm,83,60,2490,0,0,2490,2468,-22,2026-02-17T18:02:59.718311,,
3149,0577,LASDOPPEN 12-24 mm,220,15,3300,156,0,3456,3476,20,2026-02-17T18:02:59.718311,,
3150,0580,KROONKLEMSTROOK 2.5-4 mm2,37,10,370,9,0,379,409,30,2026-02-17T18:02:59.718311,,
3151,0582,KROONKLEMSTROOK  10 mm2,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3152,0583,KROONKLEMSTROOK  16 mm2,29,5,145,8,0,153,303,150,2026-02-17T18:02:59.718311,,
3153,0584,KROONKLEMSTROOK  25 mm2,22,15,130,28,0,158,157,-1,2026-02-17T18:02:59.718311,,
3154,0600,PASMOER 16A,63,50,1575,10,0,1585,1585,0,2026-02-17T18:02:59.718311,,
3155,0601,PASMOER 20A,1,26,25,6,0,31,498,467,2026-02-17T18:02:59.718311,,
3156,0602,PASMOER 25A,0,1,0,547,0,547,601,54,2026-02-17T18:02:59.718311,,
3157,0603,PASMOER 35A,0,1,0,15,0,15,122,107,2026-02-17T18:02:59.718311,,
3158,0604,PASMOER 50A,1,26,25,1,0,26,102,76,2026-02-17T18:02:59.718311,,
3159,0605,PASMOER 63A,0,1,0,1,0,1,331,330,2026-02-17T18:02:59.718311,,
3160,0610,ZEKERING 16A,9,6,45,500,0,545,540,-5,2026-02-17T18:02:59.718311,,
3161,0611,ZEKERING 20A,2,6,10,1301,0,1311,1306,-5,2026-02-17T18:02:59.718311,,
3162,0612,ZEKERING 25A,10,6,50,479,0,529,559,30,2026-02-17T18:02:59.718311,,
3163,0613,ZEKERING 35A,4,6,20,879,0,899,910,11,2026-02-17T18:02:59.718311,,
3164,0614,ZEKERING 50A,3,16,45,952,0,997,943,-54,2026-02-17T18:02:59.718311,,
3165,0615,ZEKERING 63A,4,6,20,1328,0,1348,1347,-1,2026-02-17T18:02:59.718311,,
3166,0620,KOP K2,6,100,300,3,0,303,299,-4,2026-02-17T18:02:59.718311,,
3167,0621,KOP K3,8,20,160,16,0,176,180,4,2026-02-17T18:02:59.718311,,
3168,0624,KSV PATRONEN   25A NH 00,17,6,51,2,0,53,48,-5,2026-02-17T18:02:59.718311,,
3169,0625,KSV PATRONEN   35A NH 00,42,6,126,1,0,127,128,1,2026-02-17T18:02:59.718311,,
3170,0626,KSV PATRONEN   50A NH 00,0,0,0,1,0,1,92,91,2026-02-17T18:02:59.718311,,
3171,0627,KSV PATRONEN   63A NH 00,5,3,15,0,0,15,19,4,2026-02-17T18:02:59.718311,,
3172,0628,KSV PATRONEN   80A NH 00,9,9,81,3,0,84,87,3,2026-02-17T18:02:59.718311,,
3173,0630,KSV PATRONEN 125A NH 00,17,3,51,3,0,54,63,9,2026-02-17T18:02:59.718311,,
3174,0631,KSV PATRONEN 160A NH 00,5,3,15,2,0,17,17,0,2026-02-17T18:02:59.718311,,
3175,0635,KSV PATRONEN  63A NH 1,32,6,96,2,0,98,98,0,2026-02-17T18:02:59.718311,,
3176,0636,KSV PATRONEN  80A NH 1,17,3,51,1,0,52,105,53,2026-02-17T18:02:59.718311,,
3177,0637,KSV PATRONEN 100A NH 1,36,6,108,2,0,110,110,0,2026-02-17T18:02:59.718311,,
3178,0638,KSV PATRONEN 125A NH 1,22,3,66,1,0,67,88,21,2026-02-17T18:02:59.718311,,
3179,0639,KSV PATRONEN 160A NH 1,24,3,72,0,0,72,99,27,2026-02-17T18:02:59.718311,,
3180,0640,KSV PATRONEN 200A NH 1,6,1,6,1,0,7,20,13,2026-02-17T18:02:59.718311,,
3181,0641,KSV PATRONEN 224A NH 1,20,6,60,2,0,62,62,0,2026-02-17T18:02:59.718311,,
3182,0643,KSV PATRONEN 315A NH 1,0,3,0,2,0,2,41,39,2026-02-17T18:02:59.718311,,
3183,0644,KSV PATRONEN 355A NH 1,13,6,39,2,0,41,41,0,2026-02-17T18:02:59.718311,,
3184,0645,KSV PATRONEN 400A NH 2,2,3,6,1,0,7,59,52,2026-02-17T18:02:59.718311,,
3185,0646,KSV PATRONEN 630A NH 3,4,3,12,1,0,13,76,63,2026-02-17T18:02:59.718311,,
3186,0660,JSL STEEKKLEM 2 VOUDIG,0,0,0,143,0,143,141,-2,2026-02-17T18:02:59.718311,,
3187,0663,JSL STEEKKLEM 5 VOUDIG,0,0,0,4,0,4,0,-4,2026-02-17T18:02:59.718311,,
3188,0700,ATT UNIVERSELE LASDOOS 1619,3,100,300,39,0,339,394,55,2026-02-17T18:02:59.718311,,
3189,0702,ATT MONTAGEDEKSEL 1X WCD 1622,6,10,60,4,0,64,64,0,2026-02-17T18:02:59.718311,,
3190,0703,ATT MONTAGEDEKSEL 2X WCD 1623,13,10,130,5,0,135,139,4,2026-02-17T18:02:59.718311,,
3191,0706,ATT EINDOOS 2033,0,1,0,435,0,435,433,-2,2026-02-17T18:02:59.718311,,
3192,0707,ATEMA U 50 INBDOOS 16-19-20MM,3,100,300,13,0,313,298,-15,2026-02-17T18:02:59.718311,,
3193,0708,ATEMA TUIT 2X16/19/20 U 50,1,500,500,79,0,579,540,-39,2026-02-17T18:02:59.718311,,
3194,0709,ATEMA AFDEK PLAAT U 50,1,100,100,86,0,186,187,1,2026-02-17T18:02:59.718311,,
3195,0715,ATT KABELDOOS IP65M20/M25 2501,12,5,60,1,0,61,61,0,2026-02-17T18:02:59.718311,,
3196,0815,,32,25,800,4,0,804,0,-804,2026-02-17T18:02:59.718311,,
3197,0990,PICKENS VOLTAGE PROTECT 120V,0,0,0,5,0,5,6,1,2026-02-17T18:02:59.718311,,
3198,0991,USB VOLTAGE PROTECTOR PICKENS,0,0,0,1,0,1,4,3,2026-02-17T18:02:59.718311,,
3199,0992,STRAP 2 PORTMOD-5522-5EW DECOR,6,25,150,35,0,185,188,3,2026-02-17T18:02:59.718311,,
3200,0993,ADAPTOR F SERIE COAX 5552-5EW,1,50,50,36,0,86,86,0,2026-02-17T18:02:59.718311,,
3201,0995,F-CONNECTOR 2078-T6,0,0,0,51,0,51,52,1,2026-02-17T18:02:59.718311,,
3202,0996,CUBE TAP 3 OUTLET 1482W,1,10,10,9,0,19,23,4,2026-02-17T18:02:59.718311,,
3203,0997,6 OUTLET 1146W-SP,0,0,0,9,0,9,10,1,2026-02-17T18:02:59.718311,,
3204,0998,3 OUTLET 1192W-SP,5,20,50,6,0,56,56,0,2026-02-17T18:02:59.718311,,
3205,1000,SCHAK AM WIS  DUB 276W,24,20,240,3,0,243,264,21,2026-02-17T18:02:59.718311,,
3206,1001,5 BTTN  TIMER 127V PT18M-W,1,6,6,4,0,10,11,1,2026-02-17T18:02:59.718311,,
3207,1002,SCHAK AM ENK POL 271W,19,20,190,3,0,193,195,2,2026-02-17T18:02:59.718311,,
3208,1005,SCHAK AM WIS INB         1303W,6,10,60,38,0,98,190,92,2026-02-17T18:02:59.718311,,
3209,1008,SCHAK AM DUB DECO       7728W,8,10,80,8,0,88,124,36,2026-02-17T18:02:59.718311,,
3210,1009,SCHAK AM TRI DECO        7729W,38,20,380,8,0,388,546,158,2026-02-17T18:02:59.718311,,
3211,10090,SCHAK DUB  WISSEL DECO 7731W,12,20,120,8,0,128,162,34,2026-02-17T18:02:59.718311,,
3212,10092,SCHAK AM KRS DECO        7504W,4,10,40,1,0,41,145,104,2026-02-17T18:02:59.718311,,
3213,10093,SCHAK AM ENK-WIS 7732W,11,20,110,4,0,114,95,-19,2026-02-17T18:02:59.718311,,
3214,1010,DIMMER SCHUIF  SI061W / 6422,27,20,270,1,0,271,308,37,2026-02-17T18:02:59.718311,,
3215,10100,UNIV DEC DIMMER LED DUL 06,0,0,0,5,0,5,6,1,2026-02-17T18:02:59.718311,,
3216,10101,DIMMER  WISS SI06P-W /SUL06P-W,12,20,120,2,0,122,168,46,2026-02-17T18:02:59.718311,,
3217,1012,SCHAK AM WIS            923V,0,0,0,12,0,12,12,0,2026-02-17T18:02:59.718311,,
3218,1014,SCHAK  2P 30A      3032 FW,2,10,20,4,0,24,25,1,2026-02-17T18:02:59.718311,,
3219,1015,SCHAK DECO COMB &WCD 7730W,24,20,240,0,0,240,243,3,2026-02-17T18:02:59.718311,,
3220,1016,SCHAK AM WIS DECO        6303V,0,0,0,3,0,3,3,0,2026-02-17T18:02:59.718311,,
3221,1018,DIMMER 1000W             1000,0,0,0,36,0,36,36,0,2026-02-17T18:02:59.718311,,
3222,1019,DIMMER SCHUIF DUB LEV6628W,4,10,40,9,0,49,49,0,2026-02-17T18:02:59.718311,,
3223,1020,COM SCHAK & WCD 127v -TR274W,8,10,80,4,0,84,86,2,2026-02-17T18:02:59.718311,,
3224,1021,WCD AM INB D R/A DEC  1107W,20,10,200,7,0,207,0,-207,2026-02-17T18:02:59.718311,,
3225,1023,WCD AM INB D 220V DEC 6662W,0,0,0,1,0,1,0,-1,2026-02-17T18:02:59.718311,,
3226,1024,WCD AM INB DUB  R/A       270W,5,110,230,3,0,233,301,68,2026-02-17T18:02:59.718311,,
3227,1025,WCD AM INB EN 220V R/A 1876W,15,20,150,6,0,156,180,24,2026-02-17T18:02:59.718311,,
3228,1026,USB Charging station 7750W,6,20,60,6,0,66,68,2,2026-02-17T18:02:59.718311,,
3229,1027,WCD AM INB AARDL BEVXGF15,3,50,60,5,0,65,65,0,2026-02-17T18:02:59.718311,,
3230,1028,WCD AM INB 127 ENK DEC TR6250W,7,20,70,8,0,78,78,0,2026-02-17T18:02:59.718311,,
3231,1029,WCD AM INB 127 ENK LED TR7735W,0,0,0,5,0,5,5,0,2026-02-17T18:02:59.718311,,
3232,1030,WCD AM OPB DUB R/A         78W,64,110,1000,7,0,1007,676,-331,2026-02-17T18:02:59.718311,,
3233,1031,WCD AM INB ENK USB PORT TR7740,9,54,180,5,0,185,187,2,2026-02-17T18:02:59.718311,,
3234,1032,FAN/DIM COMB SDC15-W,1,10,10,4,0,14,14,0,2026-02-17T18:02:59.718311,,
3235,1033,FAN CNTL SLD 3-WAY SFS15P-W,1,10,10,9,0,19,19,0,2026-02-17T18:02:59.718311,,
3236,1034,WCD AM INB DUB R/A DEC 1107V,10,50,500,0,0,500,559,59,2026-02-17T18:02:59.718311,,
3237,1036,WCD AM INB 220V R/A     1876V,13,110,1030,6,0,1036,1037,1,2026-02-17T18:02:59.718311,,
3238,1038,WCD AM OPB DUB R/A         78V,14,20,140,5,0,145,163,18,2026-02-17T18:02:59.718311,,
3239,1039,WCD AM OPB DUB 220V R/A  74V,29,20,290,14,0,304,224,-80,2026-02-17T18:02:59.718311,,
3240,1100,WALLPLATE AM SW (INB) 2134W,37,20,370,3,0,373,392,19,2026-02-17T18:02:59.718311,,
3241,1101,WALLPLATE AM ENK SW  2951WDISC,3,10,30,9,0,39,0,-39,2026-02-17T18:02:59.718311,,
3242,1102,WALLPLATE AM DUB SW 2952W DISC,0,0,0,36,0,36,0,-36,2026-02-17T18:02:59.718311,,
3243,1103,WALLPLATE AM TRI SW   2953W,21,10,210,5,0,215,215,0,2026-02-17T18:02:59.718311,,
3244,1104,WALLPLATE AM BLD         2129W,2,20,40,10,0,50,0,-50,2026-02-17T18:02:59.718311,,
3245,1105,WALLPLATE AM BLD 2G  2037W,2,25,50,0,0,50,49,-1,2026-02-17T18:02:59.718311,,
3246,1106,WALLPLATE AM ENK RP  2131W,11,50,275,17,0,292,298,6,2026-02-17T18:02:59.718311,,
3247,1107,WALLPLATE AM DUB RP 2132W,5,25,125,25,0,150,142,-8,2026-02-17T18:02:59.718311,,
3248,1108,WALLPLATE AM D RP 2-V  2150W,10,10,100,4,0,104,104,0,2026-02-17T18:02:59.718311,,
3249,1109,WALLPLATE AM DECO 2151W,5,25,125,5,0,130,378,248,2026-02-17T18:02:59.718311,,
3250,1110,WALLPLATE AM DECO 2-V 2152W,4,10,40,3,0,43,48,5,2026-02-17T18:02:59.718311,,
3251,11101,WALLPLATE DECO BLIND 2160W,50,10,500,0,0,500,541,41,2026-02-17T18:02:59.718311,,
3252,111010,WALLPL AM ASPIRE 2-V 9522WS,0,0,0,4,0,4,4,0,2026-02-17T18:02:59.718311,,
3253,111011,WALLPL AM ASPIRE 3-V 9523WS,8,6,48,5,0,53,29,-24,2026-02-17T18:02:59.718311,,
3254,111012,WALLPL AM ASPIRE 4-V 9524WS,8,3,24,3,0,27,27,0,2026-02-17T18:02:59.718311,,
3255,111013,WALLPL AM ASPIRE 5-V 9525WS,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3256,11102,DECO TEL CONN  3560-4W,0,0,0,105,0,105,171,66,2026-02-17T18:02:59.718311,,
3257,11103,DECO COAX CONN 2162W,5,20,100,0,0,100,100,0,2026-02-17T18:02:59.718311,,
3258,11107,WALLPLATE AM DECO 4-V 2164W,4,10,40,0,0,40,42,2,2026-02-17T18:02:59.718311,,
3259,11108,WALLPLATE AM DECO 5-V 2165W,9,5,45,1,0,46,46,0,2026-02-17T18:02:59.718311,,
3260,1111,WALLPLATE AM TELPH. C 3532-4W,13,30,195,15,0,210,236,26,2026-02-17T18:02:59.718311,,
3261,1112,WALLPLATE AM COAX C 1172W,9,15,135,4,0,139,146,7,2026-02-17T18:02:59.718311,,
3262,1113,DECO AM PHON/ANTENE 3562W,0,0,0,90,0,90,90,0,2026-02-17T18:02:59.718311,,
3263,1114,WALLPLATE AM SW (INB)    2134V,5,25,125,0,0,125,114,-11,2026-02-17T18:02:59.718311,,
3264,1115,WALLPLATE AM ENK SW  951V,10,10,100,5,0,105,109,4,2026-02-17T18:02:59.718311,,
3265,1116,WALLPLATE AM DUB SW   952V,7,10,70,1,0,71,171,100,2026-02-17T18:02:59.718311,,
3266,1117,WALLPLATE AM TRI SW       953V,28,20,280,2,0,282,283,1,2026-02-17T18:02:59.718311,,
3267,1118,WALLPLATE AM BLD        2129V,2,25,50,3,0,53,53,0,2026-02-17T18:02:59.718311,,
3268,1119,WALLPLATE AM BLD 2G     2037V,6,25,150,0,0,150,150,0,2026-02-17T18:02:59.718311,,
3269,1120,WALLPLATE AM ENK RP 2131V,17,50,425,19,0,444,444,0,2026-02-17T18:02:59.718311,,
3270,1121,WALLPLATE AM DUB RP 2132V,20,10,200,6,0,206,213,7,2026-02-17T18:02:59.718311,,
3271,1122,WALLPLATE AM D RP 2-V  2150V,7,20,70,7,0,77,78,1,2026-02-17T18:02:59.718311,,
3272,1123,WALLPLATE AM DECO        2151V,6,25,150,0,0,150,180,30,2026-02-17T18:02:59.718311,,
3273,1126,WALLPLATE AM DUB WD S1962 W-SP,5,20,100,9,0,109,116,7,2026-02-17T18:02:59.718311,,
3274,1127,WALLPLATE AM DUB WD S2966 W-SP,14,30,270,9,0,279,145,-134,2026-02-17T18:02:59.718311,,
3275,1128,WALLPLATE AM DUB WD S2962 W-SP,11,40,220,31,0,251,244,-7,2026-02-17T18:02:59.718311,,
3276,1131,WALLPLATE AM DUB WD  S1962,11,20,110,2,0,112,188,76,2026-02-17T18:02:59.718311,,
3277,1132,WALLPLATE AM DUB WD S2962 GRAY,24,20,240,1,0,241,261,20,2026-02-17T18:02:59.718311,,
3278,1133,WALLPLATE AM DEC WD S2966 GRAY,3,10,30,58,0,88,118,30,2026-02-17T18:02:59.718311,,
3279,1134,WALLPLATE AM BLD WD       1987,1,10,10,4,0,14,26,12,2026-02-17T18:02:59.718311,,
3280,1135,WALLPLATE OPEN 5/8,8,10,80,6,0,86,85,-1,2026-02-17T18:02:59.718311,,
3281,1136,STEKKER 20A 125V  2363,1,10,10,9,0,19,18,-1,2026-02-17T18:02:59.718311,,
3282,1137,CONTRA STEKKER 2353,1,10,10,12,0,22,24,2,2026-02-17T18:02:59.718311,,
3283,1138,STEKKER 20A 125/250V 2465,1,10,10,0,0,10,10,0,2026-02-17T18:02:59.718311,,
3284,1139,CONT STEKKER 20A 125/250V 2455,1,10,10,1,0,11,11,0,2026-02-17T18:02:59.718311,,
3285,1140,STEKKER AM             1912W,0,0,0,3,0,3,3,0,2026-02-17T18:02:59.718311,,
3286,1141,STEKKER AM                183W,4,25,100,8,0,108,133,25,2026-02-17T18:02:59.718311,,
3287,1142,STEK RUB P/A 127V         1709,66,20,660,9,0,669,741,72,2026-02-17T18:02:59.718311,,
3288,1143,STEK RUB P/A  15A 220V  4866,12,20,120,1,0,121,119,-2,2026-02-17T18:02:59.718311,,
3289,1144,STEKKER 1723,6,10,60,3,0,63,65,2,2026-02-17T18:02:59.718311,,
3290,1145,CONTRA STEKKER AM     86W,5,10,50,4,0,54,62,8,2026-02-17T18:02:59.718311,,
3291,1146,CONT STEKKER RUB P/A 127V  222,6,10,60,6,0,66,73,7,2026-02-17T18:02:59.718311,,
3292,1147,CONT STEKKER RUB P/A 220V 4227,5,10,50,9,0,59,57,-2,2026-02-17T18:02:59.718311,,
3293,1148,"INB.DOOS PLASTIC 2x4""GEEL",3,400,1200,0,0,1200,1503,303,2026-02-17T18:02:59.718311,,
3294,11480,"INB.DOOS PLASTIC 2x4"" WIT",0,0,0,72,0,72,31500,31428,2026-02-17T18:02:59.718311,,
3295,11481,INB.DOOS PLASTIC 4x4 WIT,6,150,350,75,0,425,9767,9342,2026-02-17T18:02:59.718311,,
3296,11482,DEKSEL DOOS PLASTIC 4x4 WIT,7,260,980,86,0,1066,12104,11038,2026-02-17T18:02:59.718311,,
3297,1149,"INB.DOOS PLASTIC 4x4""-CARLON",8,100,800,46,0,846,814,-32,2026-02-17T18:02:59.718311,,
3298,11491,Cover INB.D PLAST 4X4  1G A410,18,100,1800,5,0,1805,1802,-3,2026-02-17T18:02:59.718311,,
3299,11492,"DEKSEL INB.D PLASTIC 4X4"" DUB",0,0,0,50,0,50,60,10,2026-02-17T18:02:59.718311,,
3300,1150,"INB DOOS AM 2x4""",46,100,2300,39,0,2339,2879,540,2026-02-17T18:02:59.718311,,
3301,1151,"INB DOOS AM 4x4""",49,50,2450,11,0,2461,3276,815,2026-02-17T18:02:59.718311,,
3302,1152,"DEKSEL INB DOOS AM 4x4"" 4150",67,100,3350,41,0,3391,3919,528,2026-02-17T18:02:59.718311,,
3303,1153,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",15,50,750,35,0,785,782,-3,2026-02-17T18:02:59.718311,,
3304,1154,INB D CARLON 2X4 PLASTIC,4,25,100,22,0,122,1903,1781,2026-02-17T18:02:59.718311,,
3305,11541,INB D CARLON GIPS 2X4 PLASTIC,1,1,1,24,0,25,68,43,2026-02-17T18:02:59.718311,,
3306,1157,3 GANG BOX METAAL MSB-3,0,1,0,8,0,8,10,2,2026-02-17T18:02:59.718311,,
3307,1158,4 GANG BOX METAAL MSB-4,3,10,30,1,0,31,31,0,2026-02-17T18:02:59.718311,,
3308,1159,5 GANG BOX METAAL MSB-5,4,10,40,2,0,42,42,0,2026-02-17T18:02:59.718311,,
3309,1160,PHOTOCEL 127 VOLT A-105W,1,64,64,0,0,64,65,1,2026-02-17T18:02:59.718311,,
3310,1161,PHOTOCEL 220 VOLT A-1068W,43,6,47,0,0,47,81,34,2026-02-17T18:02:59.718311,,
3311,1196,WCD EUR ENK R/A OPB WD KOPP,11,1,11,0,0,11,180,169,2026-02-17T18:02:59.718311,,
3312,1197,SCHAK EUR WIS OPB KOPP,0,0,0,11,0,11,11,0,2026-02-17T18:02:59.718311,,
3313,1198,SCHAK EUR ENK OPB KOPP,7,7,49,4,0,53,20,-33,2026-02-17T18:02:59.718311,,
3314,119801,BERKER COMB SCH/SCHUKO 437605,1,5,5,5,0,10,10,0,2026-02-17T18:02:59.718311,,
3315,1199,BERKER SERIE OPB 307805 IP44,0,0,0,20,0,20,20,0,2026-02-17T18:02:59.718311,,
3316,1201,BERKER WIS OPB 67307905 IP44,0,0,0,5,0,5,5,0,2026-02-17T18:02:59.718311,,
3317,1202,BERKER SERIE OPB 61300849,0,1,0,36,0,36,39,3,2026-02-17T18:02:59.718311,,
3318,1211,SCHAK EUR DUB POL  OPB WD,0,0,0,35,0,35,35,0,2026-02-17T18:02:59.718311,,
3319,1213,SCHAK EUR WIS TREK OPB WD,0,0,0,18,0,18,18,0,2026-02-17T18:02:59.718311,,
3320,1216,"TREKKOORTJE  1,9 mtr",93,1,93,8,0,101,101,0,2026-02-17T18:02:59.718311,,
3321,1218,TIMER 250V/50Hz WHITE,7,1,7,1,0,8,46,38,2026-02-17T18:02:59.718311,,
3322,1221,WCD EUR DUB        OPB,0,0,0,7,0,7,7,0,2026-02-17T18:02:59.718311,,
3323,1223,KOPP WCD EUR DUB R/AOPB 74108,19,2,19,28,0,47,125,78,2026-02-17T18:02:59.718311,,
3324,1227,EUR CONVERTER PLUG  125V,0,0,0,41,0,41,81,40,2026-02-17T18:02:59.718311,,
3325,1230,STEKKER WIT,0,0,0,155,0,155,153,-2,2026-02-17T18:02:59.718311,,
3326,1233,CONTRA STEKKER,0,0,0,54,0,54,55,1,2026-02-17T18:02:59.718311,,
3327,1234,CONTRA STEKKER R/A,0,0,0,31,0,31,40,9,2026-02-17T18:02:59.718311,,
3328,1236,CONTRA STEK R/A RUBBER HSKP16G,6,1,6,1,0,7,62,55,2026-02-17T18:02:59.718311,,
3329,1237,VERLOOP STEKKER PEN PL 695,1,100,100,0,0,100,100,0,2026-02-17T18:02:59.718311,,
3330,1238,STEKKER WIT vinckier,0,0,0,50,0,50,185,135,2026-02-17T18:02:59.718311,,
3331,1239,TUSSEN SCHAKELAAR 939,0,0,0,23,0,23,26,3,2026-02-17T18:02:59.718311,,
3332,1240,VERLOOP STEKKER PEN RO 104,0,0,0,14,0,14,17,3,2026-02-17T18:02:59.718311,,
3333,1241,VERLOOP STEKKER PEN PL 103,0,0,0,1,0,1,4,3,2026-02-17T18:02:59.718311,,
3334,1242,VERLOOP STEKKER PEN RO 686,4,1,4,125,0,129,393,264,2026-02-17T18:02:59.718311,,
3335,1243,*******CEE-FORM STEKK 16A-3P+A,0,0,0,38,0,38,1,-37,2026-02-17T18:02:59.718311,,
3336,12431,CEE-FORM STEKKER 2P+E16A-02101,1,12,12,6,0,18,18,0,2026-02-17T18:02:59.718311,,
3337,1244,******CEE-FORM STEKK 32A -3P+A,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3338,12441,CEE-FORM STEKKER 3P+E16A-03102,1,10,10,10,0,20,22,2,2026-02-17T18:02:59.718311,,
3339,1245,******CEE-FORM STEKK 63A -3P+A,15,10,75,40,0,115,109,-6,2026-02-17T18:02:59.718311,,
3340,12451,CEE-FORM STEK 3P+N+E 16A-03103,3,10,30,2,0,32,33,1,2026-02-17T18:02:59.718311,,
3341,1246,CEE-FORM STEK 2P+E 32A-02104,5,8,40,0,0,40,27,-13,2026-02-17T18:02:59.718311,,
3342,1247,CEE-FORM STEK 3P+E 32A-03105,1,8,8,5,0,13,15,2,2026-02-17T18:02:59.718311,,
3343,1248,CEE-FORM STEK 3P+N+E 32A-03106,3,10,30,0,0,30,23,-7,2026-02-17T18:02:59.718311,,
3344,1249,CEE-FOR STEK 2P+E16A IP67-2601,5,6,30,10,0,40,40,0,2026-02-17T18:02:59.718311,,
3345,1250,***CEE-FORM STEKK 16A - 3P+N+A,0,0,0,2,0,2,4,2,2026-02-17T18:02:59.718311,,
3346,12501,CEE-FOR STEK3P+E 16A IP67 3602,5,6,30,3,0,33,39,6,2026-02-17T18:02:59.718311,,
3347,12511,CEE-FORM STEK 3P+N+E 16A 03603,5,6,30,5,0,35,36,1,2026-02-17T18:02:59.718311,,
3348,1252,*****CEE-FORM STEKK 63A-3P+N+A,1,5,5,6,0,11,15,4,2026-02-17T18:02:59.718311,,
3349,12521,CEE-FORM STEK 2P+E 32A 02604,2,5,10,2,0,12,14,2,2026-02-17T18:02:59.718311,,
