id,code_item,description_item,boxqty,boxunitqty,boxunittotal,magazijn,winkel,total,current_inventory,difference,updated_date,sales_qty,purchasing_qty
3350,1253,CEE-FORM STEKK 125A - 3P+N+A,0,1,0,4,0,4,3,-1,2026-02-17T18:02:59.718311,,
3351,12531,CEE-FORM STEK 3P+E 32A 03605,9,5,45,0,0,45,44,-1,2026-02-17T18:02:59.718311,,
3352,12532,CEE-FORM STEK 3P+N+E 32A 3606,2,5,10,5,0,15,16,1,2026-02-17T18:02:59.718311,,
3353,12533,CEE-FORM STEK 3P+E 63A  03652,11,2,22,1,0,23,23,0,2026-02-17T18:02:59.718311,,
3354,12535,CEE-FORM STEK 3P+E 125A 03655,9,2,18,0,0,18,18,0,2026-02-17T18:02:59.718311,,
3355,1254,*******CEE-FORM WCD 16A-3P+N+A,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3356,12541,CEE-FORM -WCD 2P+E 16A-02321,1,10,10,6,0,16,19,3,2026-02-17T18:02:59.718311,,
3357,12551,CEE-FORM WCD 3P+E 16A-03322,2,10,20,7,0,27,24,-3,2026-02-17T18:02:59.718311,,
3358,1256,******CEE-FORM WCD 63A -3P+N+A,0,0,0,11,0,11,11,0,2026-02-17T18:02:59.718311,,
3359,12561,CEE-FORM WCD 3P+N+E 16A-03323,1,10,10,14,0,24,25,1,2026-02-17T18:02:59.718311,,
3360,1258,*******CEE-FORM WCD 16A - 3P+A,0,0,0,23,0,23,1,-22,2026-02-17T18:02:59.718311,,
3361,12581,CEE-FORM WCD 3P+E 32A-3325,4,6,24,1,0,25,27,2,2026-02-17T18:02:59.718311,,
3362,1259,*******CEE-FORM WCD 32A - 3P+A,0,0,0,5,0,5,0,-5,2026-02-17T18:02:59.718311,,
3363,12591,CEE-FORM WCD 3P+N+T 32A-03326,4,6,24,16,0,40,33,-7,2026-02-17T18:02:59.718311,,
3364,1260,*******CEE-FORM WCD 63A - 3P+A,9,5,45,3,0,48,65,17,2026-02-17T18:02:59.718311,,
3365,12601,CEE-FORM WCD 2P+E 16A -02821,3,6,18,5,0,23,20,-3,2026-02-17T18:02:59.718311,,
3366,126010,CEE-FORM WCD 3P+N+E 125A 03876,13,1,13,0,0,13,14,1,2026-02-17T18:02:59.718311,,
3367,12602,CEE-FORM WCD 3P+E 16A -03822,1,5,5,4,0,9,9,0,2026-02-17T18:02:59.718311,,
3368,12603,CEE-FORM WCD 3P+N+E 16A 03823,0,1,0,13,0,13,20,7,2026-02-17T18:02:59.718311,,
3369,12604,CEE-FORM WCD 2P+E 32A 02824,0,0,0,1,0,1,3,2,2026-02-17T18:02:59.718311,,
3370,12605,CEE-FORM WCD 3P+E 32A -03825,2,6,12,7,0,19,18,-1,2026-02-17T18:02:59.718311,,
3371,12606,CEE-FORM WCD 3P+N+E 32A 03826,0,0,0,7,0,7,0,-7,2026-02-17T18:02:59.718311,,
3372,12607,CEE-FORM WCD 3P+E 63A 03872,6,3,18,0,0,18,19,1,2026-02-17T18:02:59.718311,,
3373,12608,CEE-FORM WCD 3P+N+E 63A 03873,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3374,12609,CEE-FORM WCD 3P+E 125A 03875,17,1,17,0,0,17,17,0,2026-02-17T18:02:59.718311,,
3375,1261,CEE-FORM CONN 2P+E 16A-02201,2,12,24,9,0,33,30,-3,2026-02-17T18:02:59.718311,,
3376,1262,CEE-FORM CONN 3P+E 16A-03202,1,10,10,20,0,30,24,-6,2026-02-17T18:02:59.718311,,
3377,1263,CEE-FORM CONN 3P+N+E 16A-03203,1,10,10,3,0,13,13,0,2026-02-17T18:02:59.718311,,
3378,1264,CEE-FORM CONN 2P+E 32A-02204,2,8,16,5,0,21,21,0,2026-02-17T18:02:59.718311,,
3379,1265,******CEE-FORM CONN 32A -3P +A,0,0,0,34,0,34,17,-17,2026-02-17T18:02:59.718311,,
3380,1266,*****CEE-FORM CON 32A -3P+N+A,0,0,0,29,0,29,1,-28,2026-02-17T18:02:59.718311,,
3381,1267,*****CEE-FORM CONN 63A -3P + A,5,5,25,5,0,30,26,-4,2026-02-17T18:02:59.718311,,
3382,1269,CEE-FORM CONN 3P+E 32A-03205,3,8,24,4,0,28,29,1,2026-02-17T18:02:59.718311,,
3383,1270,CEE-FORM CONN 3P+N+T 32A-03206,4,8,32,2,0,34,36,2,2026-02-17T18:02:59.718311,,
3384,1271,CEE-FORM CONN 2P+E 16A 02701,4,6,24,4,0,28,29,1,2026-02-17T18:02:59.718311,,
3385,1272,CEE-FORM CONN 3P+E 16A 03702,2,6,12,1,0,13,14,1,2026-02-17T18:02:59.718311,,
3386,1273,CEE-FORM CONN 3P+N+E 16A 03703,1,6,6,13,0,19,20,1,2026-02-17T18:02:59.718311,,
3387,1274,CEE-FORM CONN 2P+E 32A 02704,4,5,20,1,0,21,21,0,2026-02-17T18:02:59.718311,,
3388,1275,CEE-FORM CONN 3P+E 32A 03705,2,5,10,4,0,14,14,0,2026-02-17T18:02:59.718311,,
3389,1276,CEE-FORM CONN 3P+N+E 32A 03706,3,5,15,3,0,18,18,0,2026-02-17T18:02:59.718311,,
3390,1277,CEE-FORM CONN 3P+E 63A 03752,9,2,18,1,0,19,19,0,2026-02-17T18:02:59.718311,,
3391,1279,CEE-FORM CONN 3P+E 125A 03755,11,2,22,0,0,22,20,-2,2026-02-17T18:02:59.718311,,
3392,1280,CEE-FORM CONN 3P+N+E125A 03756,5,2,10,0,0,10,11,1,2026-02-17T18:02:59.718311,,
3393,1281,CEE-FORM SCH-WCD 2P+E 16A-0236,22,1,22,0,0,22,22,0,2026-02-17T18:02:59.718311,,
3394,1282,CEE-FORM SCH-WCD2P+E 16A 02831,12,1,12,0,0,12,12,0,2026-02-17T18:02:59.718311,,
3395,1283,CEE-FORM SCH-WCD3P+E 16A-03362,15,1,15,1,0,16,16,0,2026-02-17T18:02:59.718311,,
3396,1284,CEE-FORM SCH-WCD 3P+E16A 03832,9,1,9,0,0,9,9,0,2026-02-17T18:02:59.718311,,
3397,1285,CEE-FORM WCD 3P+N+E 16A-03363,21,1,21,1,0,22,22,0,2026-02-17T18:02:59.718311,,
3398,1286,CEE-FORM WCD 3P+N+E 16A 03833,17,1,17,0,0,17,15,-2,2026-02-17T18:02:59.718311,,
3399,1287,CEE-FORM WCD 2P+E 32A -02364,21,1,21,0,0,21,21,0,2026-02-17T18:02:59.718311,,
3400,1288,CEE-FORM WCD 2P+E 32A 02834,21,1,21,0,0,21,21,0,2026-02-17T18:02:59.718311,,
3401,1289,CEE-FORM WCD 3P+E 32A 03365,21,1,21,0,0,21,21,0,2026-02-17T18:02:59.718311,,
3402,1290,CEE-FORM WCD 3P+E 32A 03835,12,1,12,0,0,12,12,0,2026-02-17T18:02:59.718311,,
3403,1291,CEE-FORM WCD 3P+N+E 32A-03366,17,1,17,0,0,17,17,0,2026-02-17T18:02:59.718311,,
3404,1292,CEE-FORM WCD 3P+N+E 32A-03836,7,1,7,0,0,7,8,1,2026-02-17T18:02:59.718311,,
3405,1293,CEE-FORM WCD 3P+E 63A-03882,4,1,4,5,0,9,7,-2,2026-02-17T18:02:59.718311,,
3406,1294,CEE-FORM WCD 3P+N+E 63A 03883,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3407,1298,UNIMAX KLEM 16/4-16 mm,0,0,0,79,0,79,71,-8,2026-02-17T18:02:59.718311,,
3408,1299,UNIMAX KLEM 35/4-35 mm,1,50,50,4,0,54,49,-5,2026-02-17T18:02:59.718311,,
3409,1300,UNIMAX KLEM 25/4-25 mm,0,0,0,42,0,42,48,6,2026-02-17T18:02:59.718311,,
3410,1301,UNIMAX KLEM 50/10-50 mm,3,50,150,3,0,153,157,4,2026-02-17T18:02:59.718311,,
3411,1302,BADKAMER RAIL 6x6+1x25 mm,3,50,150,25,0,175,179,4,2026-02-17T18:02:59.718311,,
3412,1303,BADKAMER RAIL 5x6+1x25 mm,0,1,0,106,0,106,70,-36,2026-02-17T18:02:59.718311,,
3413,1304,AARDRAIL VERN 12 X 3 MM,0,0,0,18,0,18,836,818,2026-02-17T18:02:59.718311,,
3414,1305,AARDRAIL VERN 15 X 4 MM,0,1,0,6,0,60,627,567,2026-02-17T18:02:59.718311,,
3415,1306,AARDRAIL VERN 20 X 5 MM,4,5,20,0,0,20,903,883,2026-02-17T18:02:59.718311,,
3416,1307,AARDRAIL 63AMP BLANK KOPER,0,1,0,4,0,4,3,-1,2026-02-17T18:02:59.718311,,
3417,1309,"AARDKLEM 1/8""",0,2,0,135,0,135,126,-9,2026-02-17T18:02:59.718311,,
3418,1310,"AARDKLEM 1/4""",0,1,0,334,0,334,333,-1,2026-02-17T18:02:59.718311,,
3419,1311,"AARDKLEM 3/8""",0,1,0,19,0,19,167,148,2026-02-17T18:02:59.718311,,
3420,1312,"AARDKLEM 1/2""",7,75,525,66,0,591,594,3,2026-02-17T18:02:59.718311,,
3421,1313,"AARDKLEM 3/4""",0,1,0,42,0,42,41,-1,2026-02-17T18:02:59.718311,,
3422,1314,"AARDKLEM  1 """,0,1,0,202,0,202,418,216,2026-02-17T18:02:59.718311,,
3423,1315,VERBINDING RAIL 1x6+1x25 mm,0,1,0,20,0,20,92,72,2026-02-17T18:02:59.718311,,
3424,1316,VERBINDING RAIL 2x6+1x25 mm,1,21,20,9,0,29,130,101,2026-02-17T18:02:59.718311,,
3425,1317,MUURBLOK 50 MM2,0,0,0,89,0,89,0,-89,2026-02-17T18:02:59.718311,,
3426,1320,AARDDRAAD BC  6 mm2,0,0,0,300,0,300,1630,1330,2026-02-17T18:02:59.718311,,
3427,1321,AARDDRAAD BC 10 mm2,0,0,0,100,0,100,381,281,2026-02-17T18:02:59.718311,,
3428,1322,AARDDRAAD BC 16 mm2,0,0,0,100,0,100,321,221,2026-02-17T18:02:59.718311,,
3429,1323,AARDDRAAD BC 25 mm2,0,0,0,100,0,100,130,30,2026-02-17T18:02:59.718311,,
3430,1324,,0,1,0,2,0,2,0,-2,2026-02-17T18:02:59.718311,,
3431,1327,MOERKLEM APC 10/6,5,25,125,15,0,140,140,0,2026-02-17T18:02:59.718311,,
3432,1328,MOERKLEM APC 16/16,7,25,175,4,0,179,214,35,2026-02-17T18:02:59.718311,,
3433,1329,MOERKLEM APC 25/25,19,10,190,1,0,191,192,1,2026-02-17T18:02:59.718311,,
3434,1330,MOERKLEM APC 35/35,16,10,160,1,0,161,161,0,2026-02-17T18:02:59.718311,,
3435,1331,MOERKLEM APC 50/50,19,10,190,3,0,193,194,1,2026-02-17T18:02:59.718311,,
3436,1333,MOERKLEM APC 50/70,60,25,1500,0,0,1500,0,-1500,2026-02-17T18:02:59.718311,,
3437,1334,,0,1,0,218,0,218,0,-218,2026-02-17T18:02:59.718311,,
3438,1335,KOPPELING LEH-34,0,1,0,307,0,307,284,-23,2026-02-17T18:02:59.718311,,
3439,1336,AARDKLEM 3/4 Brass,25,5,125,4,0,129,140,11,2026-02-17T18:02:59.718311,,
3440,1351,HOUTSCHR IJZ 3.5x25 (1x6),0,0,0,102,0,102,0,-102,2026-02-17T18:02:59.718311,,
3441,1353,HOUTSCHR IJZ 4.0x25 (1x8),41,201,8200,118,0,8318,227,-8091,2026-02-17T18:02:59.718311,,
3442,1354,HOUTSCHR IJZ 4.0x40 (1 1/2x8),25,200,5000,0,0,5000,25,-4975,2026-02-17T18:02:59.718311,,
3443,1360,SPAANPLAAT SCHR.3.5x25 (1x6),0,1,0,330,0,330,414,84,2026-02-17T18:02:59.718311,,
3444,1361,SPAANPLAAT SCHR.4.0x20 (3/4x8),0,1,0,360,0,360,491,131,2026-02-17T18:02:59.718311,,
3445,1362,SPAANPLAAT SCHR.3.9x25 (1x8),8,1002,8000,240,0,8240,316,-7924,2026-02-17T18:02:59.718311,,
3446,1363,SPAANPLAAT SCHR.4.0x35(11/4x8),4,1001,4000,160,0,4160,281,-3879,2026-02-17T18:02:59.718311,,
3447,1365,SPAANPLAAT SCHR.3.5x45,0,1,0,120,0,120,129,9,2026-02-17T18:02:59.718311,,
3448,1370,RAWPLUGS S5,12,100,1200,0,0,1200,12,-1188,2026-02-17T18:02:59.718311,,
3449,1372,RAWPLUGS S8,41,100,4100,0,0,4100,41,-4059,2026-02-17T18:02:59.718311,,
3450,1375,"RAWPLUGS  WIT   (5x25mm-1"")",149,25,2545,15,0,2560,3009,449,2026-02-17T18:02:59.718311,,
3451,1376,"RAWPLUGS ROOD (6X25mm-1"")",17,45,344,110,0,454,2744,2290,2026-02-17T18:02:59.718311,,
3452,1377,RAW PLUGS GROEN (7x35mm-1.1/2),17,21,340,66,0,406,1620,1214,2026-02-17T18:02:59.718311,,
3453,1378,RAWPLUGS  BLAUW (8x35mm-1.1/2),0,1,0,60,0,60,1230,1170,2026-02-17T18:02:59.718311,,
3454,1399,BERKER WIPSCHA 2X/WIS 61303808,7,10,70,11,0,81,81,0,2026-02-17T18:02:59.718311,,
3455,1402,BERKER WCD  220V INB WD 471509,0,0,0,9,0,9,13,4,2026-02-17T18:02:59.718311,,
3456,1403,BERKER WCD 127V  INB  WD 4202,9,1,9,22,0,31,122,91,2026-02-17T18:02:59.718311,,
3457,1404,BERKER WIPPENSCHAK 3x1P 633023,6,10,60,70,0,130,130,0,2026-02-17T18:02:59.718311,,
3458,1405,BERKER WIPSCHA UIT/WISS 613036,10,10,100,4,0,104,110,6,2026-02-17T18:02:59.718311,,
3459,1406,BERKER WIPSCHAK SERIE 613035,15,10,150,12,0,162,164,2,2026-02-17T18:02:59.718311,,
3460,1407,BERKER WIPSCHAK  2P 613032,20,10,200,62,0,262,263,1,2026-02-17T18:02:59.718311,,
3461,1408,BERKER WIPSCHAK  KRUIS 613037,9,10,90,26,0,116,117,1,2026-02-17T18:02:59.718311,,
3462,1409,BERKER UNIV DRAAI DIMM  286110,3,1,3,0,0,3,13,10,2026-02-17T18:02:59.718311,,
3463,1410,DRAAI DIMM DRUK/UIT 283010,44,1,44,11,0,55,45,-10,2026-02-17T18:02:59.718311,,
3464,1411,BERKER AFDEKRAAM 1V  10118989,0,0,0,6,0,6,26,20,2026-02-17T18:02:59.718311,,
3465,1412,BERKER AFDEKRAAM  2V  10128989,7,1,7,9,0,16,78,62,2026-02-17T18:02:59.718311,,
3466,1413,BERKER AFDEKRAAM  3V  10138989,3,10,30,28,0,58,61,3,2026-02-17T18:02:59.718311,,
3467,1414,BERKER AFDEKRAAM  4V  10148989,6,2,12,0,0,12,14,2,2026-02-17T18:02:59.718311,,
3468,1415,BERKER AFDEKRAAM  5V  10158989,64,2,128,1,0,129,114,-15,2026-02-17T18:02:59.718311,,
3469,1416,BERKER AFDEKPL SCHAK 16208989,3,10,30,3,0,33,41,8,2026-02-17T18:02:59.718311,,
3470,1418,BERKER AFDEKPL SERIE 16238989,9,10,90,10,0,100,113,13,2026-02-17T18:02:59.718311,,
3471,14180,BERKER AFDPL SCHAK 3P 16658989,3,10,30,32,0,62,65,3,2026-02-17T18:02:59.718311,,
3472,1419,BERKER KNOP DRAAIDIMM 11378989,1,10,10,18,0,28,10,-18,2026-02-17T18:02:59.718311,,
3473,1420,BERKER AFDEKRAAM 1V WD 132809,1,10,10,94,0,104,104,0,2026-02-17T18:02:59.718311,,
3474,1421,BERKER AFDEKRAAM  2V WD 132909,0,0,0,30,0,30,50,20,2026-02-17T18:02:59.718311,,
3475,1425,BERKER TOERENTAL  REGEL 296801,16,1,16,6,0,22,22,0,2026-02-17T18:02:59.718311,,
3476,1426,BERKER KNOP TOER-REG 11378929,0,0,0,20,0,20,21,1,2026-02-17T18:02:59.718311,,
3477,1427,BERKER CENTR-STK DATA 11818989,13,10,130,2,0,132,132,0,2026-02-17T18:02:59.718311,,
3478,1428,BERKER DRAAGPL 2-V DATA 454105,4,10,40,59,0,99,129,30,2026-02-17T18:02:59.718311,,
3479,1429,BERKER-UNI DRAAI DIMM 286210,4,1,4,2,0,6,6,0,2026-02-17T18:02:59.718311,,
3480,1430,BERKER AFDICHTFLENS  V WD 1884,16,10,160,21,0,181,181,0,2026-02-17T18:02:59.718311,,
3481,1472,BERKER SCHAK WIS OPB  61300649,0,0,0,1,0,1,14,13,2026-02-17T18:02:59.718311,,
3482,1473,BERKER SCHAK 2P OPB  61300249,0,0,0,21,0,21,22,1,2026-02-17T18:02:59.718311,,
3483,1475,BERKER WCD OPB  220V  WD424005,0,0,0,9,0,9,12,3,2026-02-17T18:02:59.718311,,
3484,1478,BERKER SCHUKO-DUBB 6147548989,4,10,40,15,0,55,56,1,2026-02-17T18:02:59.718311,,
3485,1480,BERKER DUBB SCHUKO IP44 427505,7,5,35,0,0,35,39,4,2026-02-17T18:02:59.718311,,
3486,1481,JALOEZIE SLEUTELSCHAK 327205,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3487,1496,OPBOUW KAST 2 MOD 610090,0,0,0,5,0,5,5,0,2026-02-17T18:02:59.718311,,
3488,1497,OPBOUW KAST 4 MOD 610091,0,0,0,18,0,18,18,0,2026-02-17T18:02:59.718311,,
3489,1506,OPBOUWKAST 2-RIJ 36PE 610285,0,1,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3490,1507,OPBOUWKAST4-RIJ VA 424 T 48PE,0,1,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3491,1508,INB DOOS CT536 (323 X 518 X60),0,0,0,24,0,24,23,-1,2026-02-17T18:02:59.718311,,
3492,1509,INB DOOS CT110 (108 X 108 X50),0,0,0,98,0,98,97,-1,2026-02-17T18:02:59.718311,,
3493,15091,INB DOOS CT114 (168 X 117 X50),2,70,140,7,0,147,148,1,2026-02-17T18:02:59.718311,,
3494,15092,INB DOOS CT220 (217 X 217 X57),1,18,18,4,0,22,18,-4,2026-02-17T18:02:59.718311,,
3495,15093,INB DOOS CT225 (250 X 250 X65),1,14,14,3,0,17,18,1,2026-02-17T18:02:59.718311,,
3496,15094,INB DOOS CT326 (222 X 318 X60),1,9,9,2,0,11,11,0,2026-02-17T18:02:59.718311,,
3497,15095,INB CT338 (404 X 404 X120),2,1,2,0,0,2,3,1,2026-02-17T18:02:59.718311,,
3498,1510,INBOUWKAST 1-RIJ BLD 610372,0,1,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3499,1511,INBOUWKAST 2-RIJ  28MOD 610373,0,1,0,8,0,8,8,0,2026-02-17T18:02:59.718311,,
3500,15140,OPB.KAST WD 12MD CDN12PT/RR,0,1,0,21,0,21,19,-2,2026-02-17T18:02:59.718311,,
3501,15141,OPBOUW KAST WD CS13PT/RR,4,1,4,0,0,4,5,1,2026-02-17T18:02:59.718311,,
3502,15142,OPBOUW KAST WD CSG13PT/RR,8,2,8,1,0,9,6,-3,2026-02-17T18:02:59.718311,,
3503,15143,OPB.KAST WD 24MD CDN24PT/RR,0,3,0,38,0,38,59,21,2026-02-17T18:02:59.718311,,
3504,15144,OPB.KAST WD 36MD CDN36PT/RR,0,1,0,22,0,22,52,30,2026-02-17T18:02:59.718311,,
3505,15145,OPB.KAST WD 54MD CDP54 PT/RR,0,2,0,29,0,29,34,5,2026-02-17T18:02:59.718311,,
3506,15146,OPB.KAST WD 18MD CDP 18PT/RR,18,2,18,0,0,18,17,-1,2026-02-17T18:02:59.718311,,
3507,15147,OPB.KAST WD 36MD CDP 36PT2F/RR,2,1,2,0,0,2,8,6,2026-02-17T18:02:59.718311,,
3508,1519,OPB.KAST 3-RIJ WD 36MOD 610318,0,0,0,5,0,5,0,-5,2026-02-17T18:02:59.718311,,
3509,1520,"GE AUTO 16A, 3P-2MOD C  UNIBIS",6,1,6,5,0,11,41,30,2026-02-17T18:02:59.718311,,
3510,1521,"GE AUTO 20A, 3P-2MOD C  UNIBIS",7,6,42,6,0,48,42,-6,2026-02-17T18:02:59.718311,,
3511,1522,"GE AUTO 25A, 3P-2MOD C  UNIBIS",6,6,36,5,0,41,41,0,2026-02-17T18:02:59.718311,,
3512,1523,"GE AUTO 25A, 4P-2MOD C  UNIBIS",13,6,78,15,0,93,94,1,2026-02-17T18:02:59.718311,,
3513,1524,"GE AUTOMAAT 6A, 2P B  UNIBIS",0,0,0,6,0,6,12,6,2026-02-17T18:02:59.718311,,
3514,1525,"GE AUTOMAAT 6A, 1P+N B  UNIBIS",0,0,0,37,0,37,35,-2,2026-02-17T18:02:59.718311,,
3515,1526,"GE  AUTOMAAT 40A, 2P C-KAR",0,0,0,5,0,5,5,0,2026-02-17T18:02:59.718311,,
3516,1529,"GE SCHAKELAAR  80A, 4POL",2,3,6,2,0,8,15,7,2026-02-17T18:02:59.718311,,
3517,1532,"GE SCHAKELAAR 100A, 4POL",12,3,36,0,0,36,37,1,2026-02-17T18:02:59.718311,,
3518,1533,"GE SCHAKELAAR 125A, 4POL",0,1,0,1,0,1,0,-1,2026-02-17T18:02:59.718311,,
3519,1535,"GE AARDLEKSCHAKELAAR 63A, 30mA",7,1,7,0,0,7,8,1,2026-02-17T18:02:59.718311,,
3520,1536,"GE AARDLEKSCHAKEL 40A, 300mA",6,3,18,0,0,18,20,2,2026-02-17T18:02:59.718311,,
3521,1537,"GE AARDLEKSCHAKEL 63A, 300mA",0,0,0,1,0,1,2,1,2026-02-17T18:02:59.718311,,
3522,1540,GE AARDLEKSCHAK.40A-30mA 2-P,0,0,0,34,0,34,36,2,2026-02-17T18:02:59.718311,,
3523,1543,"GE  AUTOMAAT 25A, 1P+N C-KAR",0,0,0,92,0,92,93,1,2026-02-17T18:02:59.718311,,
3524,1549,"GE  AUTOMAAT 16A, 2POL B-KAR",31,6,186,62,0,248,260,12,2026-02-17T18:02:59.718311,,
3525,1550,"GE  AUTOMAAT 20A, 2POL B-KAR",5,6,30,6,0,36,36,0,2026-02-17T18:02:59.718311,,
3526,1552,"GE  AUTOMAAT 20A, 1P+N B-KAR",0,0,0,31,0,31,31,0,2026-02-17T18:02:59.718311,,
3527,1553,"GE  AUTOMAAT 25A, 1P+N B-KAR",15,12,180,1,0,181,181,0,2026-02-17T18:02:59.718311,,
3528,1554,"GE  AUTOMAAT 16A, 1P+N C-KAR",17,12,204,6,0,210,234,24,2026-02-17T18:02:59.718311,,
3529,1555,"GE  AUTOMAAT 20A, 1P+N C-KAR",0,0,0,12,0,12,11,-1,2026-02-17T18:02:59.718311,,
3530,1556,"GE  AUTOMAAT 32A, 1P+N C-KAR",4,6,24,5,0,29,31,2,2026-02-17T18:02:59.718311,,
3531,1557,"GE  AUTOMAAT 16A, 2POL C-KAR",0,0,0,1,0,1,0,-1,2026-02-17T18:02:59.718311,,
3532,1560,"GE  AUTOMAAT 32A, 2POL C-KAR",0,0,0,2,0,2,0,-2,2026-02-17T18:02:59.718311,,
3533,1561,"GE  AUTOMAAT 16A, 3POL C-KAR",5,1,5,4,0,9,24,15,2026-02-17T18:02:59.718311,,
3534,1562,"GE  AUTOMAAT 20A, 3POL C-KAR",12,4,48,3,0,51,56,5,2026-02-17T18:02:59.718311,,
3535,1563,"GE  AUTOMAAT 25A, 3POL C-KAR",0,0,0,3,0,3,3,0,2026-02-17T18:02:59.718311,,
3536,1564,"GE  AUTOMAAT 32A, 3POL C-KAR",7,4,28,11,0,39,38,-1,2026-02-17T18:02:59.718311,,
3537,1565,"GE  AUTOMAAT 40A, 3POL C-KAR",1,4,4,5,0,9,9,0,2026-02-17T18:02:59.718311,,
3538,1566,"GE AUTOMAAT 50A, 3POL C-KAR",12,4,48,9,0,57,57,0,2026-02-17T18:02:59.718311,,
3539,1567,"GE  AUTOMAAT 63A, 3POL C-KAR",5,4,20,6,0,26,26,0,2026-02-17T18:02:59.718311,,
3540,1569,"GE  AUTOMAAT 32A, 3P+N C-KAR",2,3,6,2,0,8,12,4,2026-02-17T18:02:59.718311,,
3541,1570,"GE  AUTOMAAT 40A, 3P+N C-KAR",13,3,39,2,0,41,42,1,2026-02-17T18:02:59.718311,,
3542,1571,"GE  AUTOMAAT 50A, 3P+N C-KAR",10,3,30,0,0,30,36,6,2026-02-17T18:02:59.718311,,
3543,1574,"GE  AUTOMAAT 100A, 3P+N C KAR",4,2,8,5,0,13,13,0,2026-02-17T18:02:59.718311,,
3544,1575,"GE  AUTOMAAT 125A, 3P+N C-KAR",0,0,0,4,0,4,5,1,2026-02-17T18:02:59.718311,,
3545,1576,"GE  AUTOMAAT 16A, 3P+N C-KAR",2,3,6,1,0,7,10,3,2026-02-17T18:02:59.718311,,
3546,1577,"GE  AUTOMAAT 20A, 3P+N C-KAR",5,3,15,7,0,22,22,0,2026-02-17T18:02:59.718311,,
3547,1578,"GE  AUTOMAAT 16A, 3P+N B-KAR",0,0,0,16,0,16,18,2,2026-02-17T18:02:59.718311,,
3548,1580,GALAX Q22 TIJDKLOK 2 KANAL,0,0,0,3,0,3,6,3,2026-02-17T18:02:59.718311,,
3549,15801,GALAX Q21 TIJDKLOK 1 KANAL,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3550,15802,GALAX Q11 TIJDKL 1 KANAL 1MOD,0,0,0,9,0,9,0,-9,2026-02-17T18:02:59.718311,,
3551,1591,VERB-KAM 0,2,25,50,4,0,54,49,-5,2026-02-17T18:02:59.718311,,
3552,1594,JSL VERDEELBLOK 160 A 160134BD,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3553,1595,GE RELAY 2P 20 A,0,0,0,96,0,96,6,-90,2026-02-17T18:02:59.718311,,
3554,15951,GE RELAY 4P 24 A,0,0,0,6,0,6,6,0,2026-02-17T18:02:59.718311,,
3555,15952,GE RELAY 4P 40 A,12,4,48,7,0,55,49,-6,2026-02-17T18:02:59.718311,,
3556,15953,RCBO C/DM60 A 16/030//012,0,0,0,3,0,3,38,35,2026-02-17T18:02:59.718311,,
3557,15958,HANDLE L ZW D4  400A,0,0,0,22,0,22,0,-22,2026-02-17T18:02:59.718311,,
3558,15959,FE250-Breaker-36kA FEV46TA250K,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3559,15962,RCBO C/DM60 A 25/030//012,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3560,15963,RCBO C/DM60 A 25/300//012,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3561,15965,RCBO C/DM60 A 20/030//012,0,0,0,2,0,2,2,0,2026-02-17T18:02:59.718311,,
3562,15967,G60   1P+N   6A  C   /012  GE,0,0,0,6,0,6,6,0,2026-02-17T18:02:59.718311,,
3563,15971,FEBSS4-Terminal SpreaderFlat-4,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3564,15972,3 MOD NET ANALY 665010,0,0,0,3,0,3,0,-3,2026-02-17T18:02:59.718311,,
3565,15975,FG-TERMINAL 400/630 431982,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3566,15976,LOADBREAK SWITCH DILOS 3 630A,1,0,0,0,0,0,1,1,2026-02-17T18:02:59.718311,,
3567,15977,ROTARY HANDLE 730667,1,0,0,0,0,0,1,1,2026-02-17T18:02:59.718311,,
3568,15978,MANDO ROT 436476,1,0,0,0,0,0,2,2,2026-02-17T18:02:59.718311,,
3569,15982,GE 436506 MANDO ROT,0,0,0,1,0,1,1,0,2026-02-17T18:02:59.718311,,
3570,15984,GE 433413 FG-TERMINAL,0,0,0,8,0,8,2,-6,2026-02-17T18:02:59.718311,,
3571,1611,OPB.KAST OLINTHOS 2RIJ 24 PE,0,1,0,22,0,22,22,0,2026-02-17T18:02:59.718311,,
3572,1612,OPB.KAST OLINTHOS 3RIJ 36 PE,0,1,0,2,0,2,1,-1,2026-02-17T18:02:59.718311,,
3573,1627,PLP4080,0,1,0,5,0,5,6,1,2026-02-17T18:02:59.718311,,
3574,1628,ZCL 1040,0,1,0,4,0,4,4,0,2026-02-17T18:02:59.718311,,
