code_item,description_item,current_inventory
1014                ,SCHAK  2P 30A      3032 FW    ,0
1015                ,SCHAK DECO COMB &WCD 7730W    ,0
1016                ,SCHAK AM WIS DECO        6303V,0
1017                ,DIMMER  600W              600 ,0
1018                ,DIMMER 1000W             1000 ,0
1019                ,DIMMER SCHUIF DUB LEV6628W    ,0
1020                , COM SCHAK & WCD 127v -TR274W ,0
1021                ,WCD AM INB D R/A DEC  1107W   ,0
1022                ,WCD ENKEL 127V   817W         ,0
1023                ,WCD AM INB D 220V DEC 6662W   ,0
1024                ,WCD AM INB DUB  R/A       270W,0
1025                ,WCD AM INB EN 220V R/A 1876W  ,0
1026                ,USB Charging station 7750W    ,0
1027                ,WCD AM INB AARDL BEVXGF15     ,0
1028                ,WCD AM INB 127 ENK DEC TR6250W,0
1029                ,WCD AM INB 127 ENK LED TR7735W,0
1030                ,WCD AM OPB DUB R/A         78W,0
1031                ,WCD AM INB ENK USB PORT TR7740,0
1032                ,FAN/DIM COMB SDC15-W          ,0
1033                ,FAN CNTL SLD 3-WAY SFS15P-W   ,0
1034                ,WCD AM INB DUB R/A DEC 1107V  ,0
1035                ,WCD AM INB DUB  R/A       270V,0
1036                ,WCD AM INB 220V R/A     1876V ,0
1037                ,WCD AM OPB DUB             79V,0
1038                ,WCD AM OPB DUB R/A         78V,0
1039                ,WCD AM OPB DUB 220V R/A  74V  ,0
1040                ,MOTION DETECTOR OS306U-W      ,0
1100                ,WALLPLATE AM SW (INB) 2134W   ,0
1101                ,WALLPLATE AM ENK SW  2951WDISC,0
1102                ,WALLPLATE AM DUB SW 2952W DISC,0
1103                ,WALLPLATE AM TRI SW   2953W   ,0
1104                ,WALLPLATE AM BLD         2129W,0
1105                ,WALLPLATE AM BLD 2G  2037W    ,0
1106                ,WALLPLATE AM ENK RP  2131W    ,0
1107                ,WALLPLATE AM DUB RP 2132W     ,0
1108                ,WALLPLATE AM D RP 2-V  2150W  ,0
1109                ,WALLPLATE AM DECO 2151W       ,0
1110                ,WALLPLATE AM DECO 2-V 2152W   ,0
11101               ,WALLPLATE DECO BLIND 2160W    ,0
111010              ,WALLPL AM ASPIRE 2-V 9522WS   ,0
111011              ,WALLPL AM ASPIRE 3-V 9523WS   ,0
111012              ,WALLPL AM ASPIRE 4-V 9524WS   ,0
111013              ,WALLPL AM ASPIRE 5-V 9525WS   ,0
11102               , DECO TEL CONN  3560-4W       ,0
11103               , DECO COAX CONN 2162W         ,0
11104               ,WALLPLATE TV DUB 2072-2W      ,0
11105               ,WALLPLATE  TEL DUB 3546-4W    ,0
11106               ,WALLPLATE AM DECO 3-V 2163W   ,0
11107               ,WALLPLATE AM DECO 4-V 2164W   ,0
11108               ,WALLPLATE AM DECO 5-V 2165W   ,0
11109               ,WALLPL AM ASPIRE 1-V 9521WS   ,0
1111                ,WALLPLATE AM TELPH. C 3532-4W ,0
1112                ,WALLPLATE AM COAX C 1172W     ,0
1113                ,DECO AM PHON/ANTENE 3562W     ,0
1114                ,WALLPLATE AM SW (INB)    2134V,0
1115                ,WALLPLATE AM ENK SW  951V     ,0
1116                ,WALLPLATE AM DUB SW   952V    ,0
1117                ,WALLPLATE AM TRI SW       953V,0
1118                ,WALLPLATE AM BLD        2129V ,0
1119                ,WALLPLATE AM BLD 2G     2037V ,0
1120                ,WALLPLATE AM ENK RP 2131V     ,0
1121                ,WALLPLATE AM DUB RP 2132V     ,0
1122                ,WALLPLATE AM D RP 2-V  2150V  ,0
1123                ,WALLPLATE AM DECO        2151V,0
1126                ,WALLPLATE AM DUB WD S1962 W-SP,0
1127                ,WALLPLATE AM DUB WD S2966 W-SP,0
1128                ,WALLPLATE AM DUB WD S2962 W-SP,0
1129                ,WALLPLATE AM ENK WD   S1961W  ,0
1130                ,WALLPLATE AM ENK WD   S1961   ,0
1131                ,WALLPLATE AM DUB WD  S1962    ,0
1132                ,WALLPLATE AM DUB WD S2962 GRAY,0
1133                ,WALLPLATE AM DEC WD S2966 GRAY,0
1134                ,WALLPLATE AM BLD WD       1987,0
1135                ,WALLPLATE OPEN 5/8            ,0
1136                ,STEKKER 20A 125V  2363        ,0
1137                ,CONTRA STEKKER 2353           ,0
1138                ,STEKKER 20A 125/250V 2465     ,0
1139                ,CONT STEKKER 20A 125/250V 2455,0
1140                ,STEKKER AM             1912W  ,0
1141                ,STEKKER AM                183W,0
1142                ,STEK RUB P/A 127V         1709,0
1143                ,STEK RUB P/A  15A 220V  4866  ,0
1144                ,STEKKER 1723                  ,0
1145                ,CONTRA STEKKER AM     86W     ,0
1146                ,CONT STEKKER RUB P/A 127V  222,0
1147                ,CONT STEKKER RUB P/A 220V 4227,0
1148                ,"INB.DOOS PLASTIC 2x4""GEEL     ",0
11480               ,"INB.DOOS PLASTIC 2x4"" WIT     ",0
11481               ,INB.DOOS PLASTIC 4x4 WIT      ,0
11482               ,DEKSEL DOOS PLASTIC 4x4 WIT   ,0
1149                ,"INB.DOOS PLASTIC 4x4""-CARLON  ",0
11491               ,Cover INB.D PLAST 4X4  1G A410,0
11492               ,"DEKSEL INB.D PLASTIC 4X4"" DUB ",0
1150                ,"INB DOOS AM 2x4""              ",0
1151                ,"INB DOOS AM 4x4""              ",0
1152                ,"DEKSEL INB DOOS AM 4x4"" 4150  ",0
1153                ,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",0
1154                ,INB D CARLON 2X4 PLASTIC      ,0
11541               ,INB D CARLON GIPS 2X4 PLASTIC ,0
1155                ,ALUMINIUM BOX             1113,0
1156                ,ALUMINIUM BOX             1114,0
1157                ,3 GANG BOX METAAL MSB-3       ,0
1158                ,4 GANG BOX METAAL MSB-4       ,0
1159                ,5 GANG BOX METAAL MSB-5       ,0
1160                ,PHOTOCEL 127 VOLT A-105W      ,0
1161                ,PHOTOCEL 220 VOLT A-1068W     ,0
1194                ,SCHAK SERIE KOPP WD           ,0
1195                ,BERKER DUBB SCHUKO IP44 427505,0
1196                ,WCD EUR ENK R/A OPB WD KOPP   ,0
1197                ,SCHAK EUR WIS OPB KOPP        ,0
1198                ,SCHAK EUR ENK OPB KOPP        ,0
119801              ,BERKER COMB SCH/SCHUKO 437605 ,0
1199                ,BERKER SERIE OPB 307805 IP44  ,0
1200                ,BERKER JALOEZIE-SLEUTEL 327205,0
1201                ,BERKER WIS OPB 67307905 IP44  ,0
1202                ,BERKER SERIE OPB 61300849     ,0
1203                ,SCHAK EUR WIS TREK OPB        ,0
1204                ,SCHAK EUR DUB POL  OPB NIKO   ,0
12041               ,SCHAK EUR ENK INB             ,0
1205                ,SCHAK EUR WIS      INB        ,0
12051               ,SCHAK EUR DUB POL  INB        ,0
1206                ,SCHAK EUR SERIE    INB        ,0
1207                ,SCHAK EUR KRUIS    INB        ,0
1208                ,WIP SCHAK WISSEL   INB        ,0
1209                ,WIP SCHAK SERIE    INB        ,0
12091               ,SCHIJFJE + TOETS INB ENKEL    ,0
1210                ,SCHAK EUR ENK POL  OPB WD     ,0
1211                ,SCHAK EUR DUB POL  OPB WD     ,0
1212                ,SCHAK EUR WIS      OPB WD     ,0
1213                ,SCHAK EUR WIS TREK OPB WD     ,0
1214                ,SCHAK EUR SERIE OPB WD        ,0
1215                ,WERKSCH ABB 25A 3POL          ,0
1216                ,"TREKKOORTJE  1,9 mtr          ",0
1217                ,TIMER 110V/50Hz WHITE         ,0
1218                ,TIMER 250V/50Hz WHITE         ,0
1220                ,WCD EUR ENK        OPB        ,0
1221                ,WCD EUR DUB        OPB        ,0
1222                ,WCD EUR ENK  R/A OPB NIKO     ,0
1223                ,KOPP WCD EUR DUB R/AOPB 74108 ,0
1224                ,WCD EUR ENK R/A OPB WD NIKO   ,0
1225                ,WCD EUR DUB R/A OPB WD NIKO   ,0
1226                ,WCD EUR ENK  R/A INB+AFDPL    ,0
1227                ,EUR CONVERTER PLUG  125V      ,0
1228                ,EUR CONVERTER PLUG  250V      ,0
1229                ,AFDEKPLAAT EUR ENK            ,0
12290               ,WCD EUR INB DUB +AFDPL        ,0
12291               ,AFDEKPLAAT EUR DUBBEL         ,0
12294               ,32-668 PR20W WK RAND          ,0
12299               ,32-761 PR20W AFDPL ENKELV     ,0
1230                ,STEKKER WIT                   ,0
12300               ,32-760-05 PR20W AFDPL VIJFV   ,0
12308               ,07-092 INBOUWRAAM DATA/AUDIO  ,0
1231                ,STEKKER WIT R/A HSS16W        ,0
1232                ,STEKKER EUR  R/A ZYINV HSSW16W,0
1233                ,CONTRA STEKKER                ,0
1234                ,CONTRA STEKKER R/A            ,0
1235                ,ADAPTAR 127V 419W             ,0
1236                ,CONTRA STEK R/A RUBBER HSKP16G,0
1237                ,VERLOOP STEKKER PEN PL 695    ,0
1238                ,STEKKER WIT vinckier          ,0
1239                ,TUSSEN SCHAKELAAR 939         ,0
1240                ,VERLOOP STEKKER PEN RO 104    ,0
1241                ,VERLOOP STEKKER PEN PL 103    ,0
1242                ,VERLOOP STEKKER PEN RO 686    ,0
1243                ,*******CEE-FORM STEKK 16A-3P+A,0
12431               ,CEE-FORM STEKKER 2P+E16A-02101,0
1244                ,******CEE-FORM STEKK 32A -3P+A,0
12441               ,CEE-FORM STEKKER 3P+E16A-03102,0
1245                ,******CEE-FORM STEKK 63A -3P+A,0
12451               ,CEE-FORM STEK 3P+N+E 16A-03103,0
1246                ,CEE-FORM STEK 2P+E 32A-02104  ,0
1247                ,CEE-FORM STEK 3P+E 32A-03105  ,0
1248                ,CEE-FORM STEK 3P+N+E 32A-03106,0
1249                ,CEE-FOR STEK 2P+E16A IP67-2601,0
1250                ,***CEE-FORM STEKK 16A - 3P+N+A,0
12501               ,CEE-FOR STEK3P+E 16A IP67 3602,0
1251                ,CEE-FORM STEKK 32A - 3P+N+A   ,0
12511               ,CEE-FORM STEK 3P+N+E 16A 03603,0
1252                ,*****CEE-FORM STEKK 63A-3P+N+A,0
12521               ,CEE-FORM STEK 2P+E 32A 02604  ,0
1253                ,CEE-FORM STEKK 125A - 3P+N+A  ,0
12531               ,CEE-FORM STEK 3P+E 32A 03605  ,0
12532               ,CEE-FORM STEK 3P+N+E 32A 3606 ,0
12533               ,CEE-FORM STEK 3P+E 63A  03652 ,0
12534               ,CEE-FORM STEK 3P+N+E 63A 03653,0
12535               ,CEE-FORM STEK 3P+E 125A 03655 ,0
12536               ,CEE-FORM STEK 3P+N+E125A 03656,0
1254                ,*******CEE-FORM WCD 16A-3P+N+A,0
12541               ,CEE-FORM -WCD 2P+E 16A-02321  ,0
1255                ,CEE-FORM WCD   32A - 3P+N+A   ,0
12551               ,CEE-FORM WCD 3P+E 16A-03322   ,0
1256                ,******CEE-FORM WCD 63A -3P+N+A,0
12561               ,CEE-FORM WCD 3P+N+E 16A-03323 ,0
1257                ,CEE-FORM WCD  125A - 3P+N+A   ,0
12571               ,CEE-FORM WCD 2P+E 32A-02324   ,0
1258                ,*******CEE-FORM WCD 16A - 3P+A,0
12581               ,CEE-FORM WCD 3P+E 32A-3325    ,0
1259                ,*******CEE-FORM WCD 32A - 3P+A,0
12591               ,CEE-FORM WCD 3P+N+T 32A-03326 ,0
1260                ,*******CEE-FORM WCD 63A - 3P+A,0
12601               ,CEE-FORM WCD 2P+E 16A -02821  ,0
126010              ,CEE-FORM WCD 3P+N+E 125A 03876,0
12602               ,CEE-FORM WCD 3P+E 16A -03822  ,0
12603               ,CEE-FORM WCD 3P+N+E 16A 03823 ,0
12604               ,CEE-FORM WCD 2P+E 32A 02824   ,0
12605               ,CEE-FORM WCD 3P+E 32A -03825  ,0
12606               ,CEE-FORM WCD 3P+N+E 32A 03826 ,0
12607               ,CEE-FORM WCD 3P+E 63A 03872   ,0
12608               ,CEE-FORM WCD 3P+N+E 63A 03873 ,0
12609               ,CEE-FORM WCD 3P+E 125A 03875  ,0
1261                ,CEE-FORM CONN 2P+E 16A-02201  ,0
1262                ,CEE-FORM CONN 3P+E 16A-03202  ,0
1263                ,CEE-FORM CONN 3P+N+E 16A-03203,0
1264                ,CEE-FORM CONN 2P+E 32A-02204  ,0
1265                ,******CEE-FORM CONN 32A -3P +A,0
1266                ,*****CEE-FORM CON 32A -3P+N+A ,0
1267                ,*****CEE-FORM CONN 63A -3P + A,0
1268                ,*****CEE-FORM CONN 63A -3P+N+A,0
1269                ,CEE-FORM CONN 3P+E 32A-03205  ,0
1270                ,CEE-FORM CONN 3P+N+T 32A-03206,0
1271                ,CEE-FORM CONN 2P+E 16A 02701  ,0
1272                ,CEE-FORM CONN 3P+E 16A 03702  ,0
1273                ,CEE-FORM CONN 3P+N+E 16A 03703,0
1274                ,CEE-FORM CONN 2P+E 32A 02704  ,0
1275                ,CEE-FORM CONN 3P+E 32A 03705  ,0
1276                ,CEE-FORM CONN 3P+N+E 32A 03706,0
1277                ,CEE-FORM CONN 3P+E 63A 03752  ,0
1278                ,CEE-FORM CONN 3P+N+E 63A 03753,0
1279                ,CEE-FORM CONN 3P+E 125A 03755 ,0
1280                ,CEE-FORM CONN 3P+N+E125A 03756,0
1281                ,CEE-FORM SCH-WCD 2P+E 16A-0236,0
1282                ,CEE-FORM SCH-WCD2P+E 16A 02831,0
1283                ,CEE-FORM SCH-WCD3P+E 16A-03362,0
1284                ,CEE-FORM SCH-WCD 3P+E16A 03832,0
1285                ,CEE-FORM WCD 3P+N+E 16A-03363 ,0
1286                ,CEE-FORM WCD 3P+N+E 16A 03833 ,0
1287                ,CEE-FORM WCD 2P+E 32A -02364  ,0
1288                ,CEE-FORM WCD 2P+E 32A 02834   ,0
1289                ,CEE-FORM WCD 3P+E 32A 03365   ,0
1290                ,CEE-FORM WCD 3P+E 32A 03835   ,0
1291                ,CEE-FORM WCD 3P+N+E 32A-03366 ,0
1292                ,CEE-FORM WCD 3P+N+E 32A-03836 ,0
1293                ,CEE-FORM WCD 3P+E 63A-03882   ,0
1294                ,CEE-FORM WCD 3P+N+E 63A 03883 ,0
1298                ,UNIMAX KLEM 16/4-16 mm        ,0
1299                ,UNIMAX KLEM 35/4-35 mm        ,0
1300                ,UNIMAX KLEM 25/4-25 mm        ,0
1301                ,UNIMAX KLEM 50/10-50 mm       ,0
1302                ,BADKAMER RAIL 6x6+1x25 mm     ,0
1303                ,BADKAMER RAIL 5x6+1x25 mm     ,0
1304                ,AARDRAIL VERN 12 X 3 MM       ,0
1305                ,AARDRAIL VERN 15 X 4 MM       ,0
1306                ,AARDRAIL VERN 20 X 5 MM       ,0
1307                ,AARDRAIL 63AMP BLANK KOPER    ,0
1309                ,"AARDKLEM 1/8""                 ",0
1310                ,"AARDKLEM 1/4""                 ",0
1311                ,"AARDKLEM 3/8""                 ",0
1312                ,"AARDKLEM 1/2""                 ",0
1313                ,"AARDKLEM 3/4""                 ",0
1314                ,"AARDKLEM  1 ""                 ",0
1315                ,VERBINDING RAIL 1x6+1x25 mm   ,0
1316                ,VERBINDING RAIL 2x6+1x25 mm   ,0
1317                ,MUURBLOK 50 MM2               ,0
1320                ,AARDDRAAD BC  6 mm2           ,0
1321                ,AARDDRAAD BC 10 mm2           ,0
1322                ,AARDDRAAD BC 16 mm2           ,0
1323                ,AARDDRAAD BC 25 mm2           ,0
1325                ,AARDDRAAD BC 50 mm2           ,0
1327                ,MOERKLEM APC 10/6             ,0
1328                ,MOERKLEM APC 16/16            ,0
1329                ,MOERKLEM APC 25/25            ,0
1330                ,MOERKLEM APC 35/35            ,0
1331                ,MOERKLEM APC 50/50            ,0
1332                ,MOERKLEM APC 70/70            ,0
1333                ,MOERKLEM APC 50/70            ,0
1335                ,KOPPELING LEH-34              ,0
1336                ,AARDKLEM 3/4 Brass            ,0
1337                ,AARDELEKTRODE - 19mm 1.5 mtr  ,0
1338                ,AARDELEKTRODE IHP - 19mm 1MTR ,0
1350                ,HOUTSCHR IJZ 3.5x20 (3/4x6)   ,0
1351                ,HOUTSCHR IJZ 3.5x25 (1x6)     ,0
1352                ,HOUTSCHR IJZ 4.0x20 (3/4x8)   ,0
1353                ,HOUTSCHR IJZ 4.0x25 (1x8)     ,0
1354                ,HOUTSCHR IJZ 4.0x40 (1 1/2x8) ,0
1355                ,HOUTSCHR IJZ 5.0x25 (1x10)    ,0
1356                ,HOUTSCHR IJZ 4.5x40           ,0
1357                ,HOUTSCHR IJZ 5.0x60           ,0
1359                ,SPAANPLAAT SCHR.3.5x20 (3/4x6),0
1360                ,SPAANPLAAT SCHR.3.5x25 (1x6)  ,0
1361                ,SPAANPLAAT SCHR.4.0x20 (3/4x8),0
1362                ,SPAANPLAAT SCHR.3.9x25 (1x8)  ,0
1363                ,SPAANPLAAT SCHR.4.0x35(11/4x8),0
1364                ,SPAANPLAAT SCHR.4.0x40        ,0
1365                ,SPAANPLAAT SCHR.3.5x45        ,0
1370                ,RAWPLUGS S5                   ,0
1371                ,RAWPLUGS S6                   ,0
1372                ,RAWPLUGS S8                   ,0
1375                ,"RAWPLUGS  WIT   (5x25mm-1"")   ",0
1376                ,"RAWPLUGS ROOD (6X25mm-1"")     ",0
1377                ,RAW PLUGS GROEN (7x35mm-1.1/2),0
1378                ,RAWPLUGS  BLAUW (8x35mm-1.1/2),0
1399                ,BERKER WIPSCHA 2X/WIS 61303808,0
1400                ,BERKER WCD 127V  41668989 S.1 ,0
1401                ,BERKER WCD 220V 6147438989 S.1,0
1402                ,BERKER WCD  220V INB WD 471509,0
1403                ,BERKER WCD 127V  INB  WD 4202 ,0
1404                ,BERKER WIPPENSCHAK 3x1P 633023,0
1405                ,BERKER WIPSCHA UIT/WISS 613036,0
1406                ,BERKER WIPSCHAK SERIE 613035  ,0
1407                ,BERKER WIPSCHAK  2P 613032    ,0
1408                ,BERKER WIPSCHAK  KRUIS 613037 ,0
1409                ,BERKER UNIV DRAAI DIMM  286110,0
1410                ,DRAAI DIMM DRUK/UIT 283010    ,0
1411                ,BERKER AFDEKRAAM 1V  10118989 ,0
1412                ,BERKER AFDEKRAAM  2V  10128989,0
1413                ,BERKER AFDEKRAAM  3V  10138989,0
1414                ,BERKER AFDEKRAAM  4V  10148989,0
1415                ,BERKER AFDEKRAAM  5V  10158989,0
1416                ,BERKER AFDEKPL SCHAK 16208989 ,0
1417                ,BERKER AFDEKPL SCH 2P 16228989,0
1418                ,BERKER AFDEKPL SERIE 16238989 ,0
14180               ,BERKER AFDPL SCHAK 3P 16658989,0
14181               ,BERKER AFDPL SCHAK2xW 16238989,0
1419                ,BERKER KNOP DRAAIDIMM 11378989,0
1420                ,BERKER AFDEKRAAM 1V WD 132809 ,0
1421                ,BERKER AFDEKRAAM  2V WD 132909,0
1423                ,BERKER BLINDPL+CENTR 10098989 ,0
1425                ,BERKER TOERENTAL  REGEL 296801,0
1426                ,BERKER KNOP TOER-REG 11378929 ,0
1427                ,BERKER CENTR-STK DATA 11818989,0
1428                ,BERKER DRAAGPL 2-V DATA 454105,0
1429                ,BERKER-UNI DRAAI DIMM 286210  ,0
1430                ,BERKER AFDICHTFLENS  V WD 1884,0
1440                ,BERKER AFDEKR 1V ALU 10113904 ,0
1441                ,BERKER AFDR 2V ALU 10123904   ,0
1443                ,BERKER AFDR 4V ALU 10143904   ,0
1470                ,BERKER WCD 220V OPB ENK 470049,0
1471                ,BERKER WCD 220V OPB DUB 472149,0
1472                ,BERKER SCHAK WIS OPB  61300649,0
1473                ,BERKER SCHAK 2P OPB  61300249 ,0
1474                ,BERKER TREK SCHAK OPB 61390649,0
1475                ,BERKER WCD OPB  220V  WD424005,0
1476                ,BERKER SCHUKO-DUBB 6147308989 ,0
1477                ,BERKER SCHUKO KLAPDEK 47518989,0
1478                ,BERKER SCHUKO-DUBB 6147548989 ,0
1480                ,BERKER DUBB SCHUKO IP44 427505,0
1481                ,JALOEZIE SLEUTELSCHAK 327205  ,0
1496                ,OPBOUW KAST 2 MOD 610090      ,0
1497                ,OPBOUW KAST 4 MOD 610091      ,0
1498                ,BERKER USB OPL CONTDOOS 260209,0
1499                ,BERKER CENTR DUBB RJ 10338919 ,0
1501                ,OPB.KASTFIX  1RIJ 18MOD 610275,0
1502                ,OPB.KAST 3RIJ 54MOD 610295    ,0
1503                ,OPB.KAST 4RIJ 72MOD 610303    ,0
1504                ,OPBOUWKAST1 RIJ VA 121 12PE T ,0
1505                ,OPBOUWKAST 2 RIJ VA222T 24PE  ,0
1506                ,OPBOUWKAST 2-RIJ 36PE 610285  ,0
1507                ,OPBOUWKAST4-RIJ VA 424 T 48PE ,0
1508                ,INB DOOS CT536 (323 X 518 X60),0
1509                ,INB DOOS CT110 (108 X 108 X50),0
15091               ,INB DOOS CT114 (168 X 117 X50),0
15092               ,INB DOOS CT220 (217 X 217 X57),0
15093               ,INB DOOS CT225 (250 X 250 X65),0
15094               ,INB DOOS CT326 (222 X 318 X60),0
15095               ,INB CT338 (404 X 404 X120)    ,0
1510                ,INBOUWKAST 1-RIJ BLD 610372   ,0
1511                ,INBOUWKAST 2-RIJ  28MOD 610373,0
1512                ,INBOUWKAST 3-RIJ 42MOD 610374 ,0
1513                ,INBOUWKAST 4-RIJ 56MOD 610375 ,0
15131               ,INBOUWKAST 3RIJ 72MOD 617934  ,0
15132               ,INBOUWKAST 4RIJ 96MOD 617935  ,0
1514                ,OPB.KAST1-RIJ 3PE WD 600573   ,0
15140               ,OPB.KAST WD 12MD CDN12PT/RR   ,0
15141               ,OPBOUW KAST WD CS13PT/RR      ,0
15142               ,OPBOUW KAST WD CSG13PT/RR     ,0
15143               ,OPB.KAST WD 24MD CDN24PT/RR   ,0
15144               ,OPB.KAST WD 36MD CDN36PT/RR   ,0
15145               ,OPB.KAST WD 54MD CDP54 PT/RR  ,0
15146               ,OPB.KAST WD 18MD CDP 18PT/RR  ,0
15147               ,OPB.KAST WD 36MD CDP 36PT2F/RR,0
1515                ,OPB.KAST1-RIJ 5PE WD 600574   ,0
1516                ,OPB.KAST1-RIJ 8PE WD 600575   ,0
1517                ,OPB.KAST 1-RIJ 12PE WD 610316 ,0
1518                ,OPB.KAST 2-RIJ 24PE WD 610317 ,0
1519                ,OPB.KAST 3-RIJ WD 36MOD 610318,0
1520                ,"GE AUTO 16A, 3P-2MOD C  UNIBIS",0
1521                ,"GE AUTO 20A, 3P-2MOD C  UNIBIS",0
1522                ,"GE AUTO 25A, 3P-2MOD C  UNIBIS",0
1523                ,"GE AUTO 25A, 4P-2MOD C  UNIBIS",0
1524                ,"GE AUTOMAAT 6A, 2P B  UNIBIS  ",0
1525                ,"GE AUTOMAAT 6A, 1P+N B  UNIBIS",0
1526                ,"GE  AUTOMAAT 40A, 2P C-KAR    ",0
1527                ,"GE  AUTOMAAT 6A, 3P+N B-KAR   ",0
1529                ,"GE SCHAKELAAR  80A, 4POL      ",0
1530                ,"GE SCHAKELAAR  40A, 4POL      ",0
1531                ,"GE SCHAKELAAR  63A, 4POL      ",0
1532                ,"GE SCHAKELAAR 100A, 4POL      ",0
1533                ,"GE SCHAKELAAR 125A, 4POL      ",0
1534                ,"GE AARDLEKSCHAKELAAR 40A, 30mA",0
1535                ,"GE AARDLEKSCHAKELAAR 63A, 30mA",0
1536                ,"GE AARDLEKSCHAKEL 40A, 300mA  ",0
1537                ,"GE AARDLEKSCHAKEL 63A, 300mA  ",0
1539                ,BLIKSEM AFLEIDER 40/400 3L+NE ,0
1540                ,GE AARDLEKSCHAK.40A-30mA 2-P  ,0
1542                ,GE AARDLEKAUTOMAAT 25A 1P+N   ,0
1543                ,"GE  AUTOMAAT 25A, 1P+N C-KAR  ",0
1544                ,"GE AUTOMAAT 16A, 2P B  UNIBIS ",0
1545                ,"GE AUTOMAAT 16A, 2P C  UNIBIS ",0
1546                ,"GE AUTOMAAT 20A, 2P C  UNIBIS ",0
1547                ,"GE AUTOMAAT 25A, 2P C  UNIBIS ",0
1548                ,"GE AUTOMAAT 32A, 2P C  UNIBIS ",0
1549                ,"GE  AUTOMAAT 16A, 2POL B-KAR  ",0
1550                ,"GE  AUTOMAAT 20A, 2POL B-KAR  ",0
1551                ,"GE AUTOMAAT 16A, 1P+N B KAR   ",0
1552                ,"GE  AUTOMAAT 20A, 1P+N B-KAR  ",0
1553                ,"GE  AUTOMAAT 25A, 1P+N B-KAR  ",0
1554                ,"GE  AUTOMAAT 16A, 1P+N C-KAR  ",0
1555                ,"GE  AUTOMAAT 20A, 1P+N C-KAR  ",0
1556                ,"GE  AUTOMAAT 32A, 1P+N C-KAR  ",0
1557                ,"GE  AUTOMAAT 16A, 2POL C-KAR  ",0
1558                ,"GE  AUTOMAAT 20A, 2POL C-KAR  ",0
1559                ,"GE  AUTOMAAT 25A, 2POL C-KAR  ",0
1560                ,"GE  AUTOMAAT 32A, 2POL C-KAR  ",0
1561                ,"GE  AUTOMAAT 16A, 3POL C-KAR  ",0
1562                ,"GE  AUTOMAAT 20A, 3POL C-KAR  ",0
1563                ,"GE  AUTOMAAT 25A, 3POL C-KAR  ",0
1564                ,"GE  AUTOMAAT 32A, 3POL C-KAR  ",0
1565                ,"GE  AUTOMAAT 40A, 3POL C-KAR  ",0
1566                ,"GE AUTOMAAT 50A, 3POL C-KAR   ",0
1567                ,"GE  AUTOMAAT 63A, 3POL C-KAR  ",0
1568                ,"GE  AUTOMAAT 25A, 3P+N C-KAR  ",0
1569                ,"GE  AUTOMAAT 32A, 3P+N C-KAR  ",0
1570                ,"GE  AUTOMAAT 40A, 3P+N C-KAR  ",0
1571                ,"GE  AUTOMAAT 50A, 3P+N C-KAR  ",0
1572                ,"GE  AUTOMAAT 63A, 3P+N C-KAR  ",0
1573                ,"GE AUTOMAAT 80A, 3P+N C-KAR   ",0
1574                ,"GE  AUTOMAAT 100A, 3P+N C KAR ",0
1575                ,"GE  AUTOMAAT 125A, 3P+N C-KAR ",0
1576                ,"GE  AUTOMAAT 16A, 3P+N C-KAR  ",0
1577                ,"GE  AUTOMAAT 20A, 3P+N C-KAR  ",0
1578                ,"GE  AUTOMAAT 16A, 3P+N B-KAR  ",0
1579                ,AFDICHTSTRIP 1 mtr lengte     ,0
1580                ,GALAX Q22 TIJDKLOK 2 KANAL    ,0
15801               ,GALAX Q21 TIJDKLOK 1 KANAL    ,0
15802               ,GALAX Q11 TIJDKL 1 KANAL 1MOD ,0
15803               ,VEILIGHEIDS TRAFO 25VA 12/24V ,0
15804               ,VEILIGHEIDS TRAFO 40VA 12/24V ,0
15805               ,VEILIGHEIDS TRAFO 63VA 12/24V ,0
1581                ,RAIL VERDEELBLOK 160A 617992  ,0
1582                ,AFDICHTSTRIP 1 mtr lengte     ,0
1583                ,EINDKAP VERB-KAM              ,0
1584                ,ISOLEERKAP-160A verdeelblok   ,0
1585                ,VERB-KAM L1/N-L2/N-L3/N       ,0
1586                ,VERB-KAM 1P+N AUTOM.SLIM      ,0
1587                ,VERB-KAM 2 POLIG              ,0
1588                ,VERB-KAM 3 POLIG              ,0
1589                ,VERB-KAM 4 POLIG              ,0
1590                ,MOERKLEMMEN MAX 25 mm         ,0
1591                ,VERB-KAM 0                    ,0
1592                ,VERBINDINGSKAM FASE           ,0
1593                ,Terminal bar 2x16mm6x6mm610314,0
1594                ,JSL VERDEELBLOK 160 A 160134BD,0
1595                ,GE RELAY 2P 20 A              ,0
15951               ,GE RELAY 4P 24 A              ,0
15952               ,GE RELAY 4P 40 A              ,0
15953               ,RCBO C/DM60 A 16/030//012     ,0
15954               ,G60   1P+N  40A  C   /012  GE ,0
15955               ,LOADBREAK SWITCH DILOS 3 250A ,0
15956               ,HANDLE DILOS 1H 250A          ,0
15957               ,LOADBREAK SWITCH DILOS 4 400A ,0
15958               ,HANDLE L ZW D4  400A          ,0
15959               ,FE250-Breaker-36kA FEV46TA250K,0
15960               ,FGBSS4-Terminal Spreader (x4) ,0
15961               ,RCBO C/DM60 A 32/030//012     ,0
15962               ,RCBO C/DM60 A 25/030//012     ,0
