code_item,description_item,current_inventory
15963               ,RCBO C/DM60 A 25/300//012     ,0
15964               ,RCBO C/DM60 A 40/300//012     ,0
15965               ,RCBO C/DM60 A 20/030//012     ,0
15966               ,RCBO C/DM60 A 16/300//012     ,0
15967               ,G60   1P+N   6A  C   /012  GE ,0
15968               ,400A FLEXIBLE BAR LENGTH 2M   ,0
15969               ,250A FLEXIBLE BAR LENGTH 2M   ,0
15970               ,FE-RPlug 4p4tr S1A-250A 250As ,0
15971               ,FEBSS4-Terminal SpreaderFlat-4,0
15972               ,3 MOD NET ANALY 665010        ,0
15973               ,GE MT CT 1000                 ,0
15974               ,GE 6666387 MT CT80            ,0
15975               ,FG-TERMINAL 400/630 431982    ,0
15976               ,LOADBREAK SWITCH DILOS 3 630A ,0
15977               ,ROTARY HANDLE 730667          ,0
15978               ,MANDO ROT 436476              ,0
15979               ,RCBO C/DM60 A 32/300//012     ,0
1598                ,FE160-Breaker-50kA  431967    ,0
15980               ,GE 666451 NET ANALYZER 3PH+N  ,0
15981               ,GE 41539 FG630-BREAKER 50KA   ,0
15982               , GE 436506 MANDO ROT          ,0
15983               ,GE 434735 FG ROT HANDLE       ,0
15984               ,GE 433413 FG-TERMINAL         ,0
15985               ,GE 671572  4P 125 D           ,0
15986               ,GE 666388 CT800 MT GEMTC      ,0
15987               ,GE FG630 RLUG 4P              ,0
15988               , GE RCBOBDM60A 16030/12       ,0
15989               ,GE BUSBAR 12X5MM 250A         ,0
15991               ,MT CT 600 TAM4D 666386        ,0
1600                ,OPB.KAST SINDOS 1RIJ   4 PE WD,0
1601                ,OPB.KAST SINDOS 1RIJ   8 PE WD,0
1602                ,OPB.KAST SINDOS 1RIJ 12 PE WD ,0
1603                ,OPB.KAST SINDOS 1RIJ 18 PE WD ,0
1604                ,OPB.KAST SINDOS 2RIJ 24 PE WD ,0
1605                ,OPB.KAST SINDOS 2RIJ 36 PE WD ,0
1606                ,OPB.KAST SINDOS 3RIJ 54 PE WD ,0
1610                ,OPB.KAST OLINTHOS 1RIJ 12 PE  ,0
1611                ,OPB.KAST OLINTHOS 2RIJ 24 PE  ,0
1612                ,OPB.KAST OLINTHOS 3RIJ 36 PE  ,0
1613                ,INB.KAST 144 MOD MOELLER      ,0
1615                ,INB.KAST DION 1RIJ 12 PE      ,0
1616                ,INB.KAST IDE 2RIJ 24/28 MOD   ,0
1617                ,INB.KAST IDE 3RIJ 36/42 MOD   ,0
1618                ,INB.KAST DION 3RIJ 48 PE      ,0
1626                ,MEX 2004040                   ,0
1627                ,PLP4080                       ,0
1628                ,ZCL 1040                      ,0
1629                ,TAPA 48642                    ,0
1630                ,TCF4040                       ,0
1631                ,PO20080 SINGLEDOOR            ,0
1632                ,TCA6080                       ,0
1633                ,PACKSUP S144P200              ,0
1634                ,PACKSUP S120P200              ,0
1635                ,PACK SUP S96P200              ,0
16351               ,PACK SUP S72P200              ,0
1636                ,TLZCL 1040                    ,0
1637                ,ZCL 1080                      ,0
1638                ,PACK UNION ELEVACION 48114    ,0
1639                ,PACK UNION 48112              ,0
1640                ,KIT SUJECION 48156 DINRAIL    ,0
1641                ,TMA2080                       ,0
1642                ,TMA3080                       ,0
1643                ,PMB400                        ,0
1644                ,PLP3080                       ,0
1645                ,TCA4080                       ,0
1646                ,BTM20080                      ,0
1647                ,SIDEPANEL PLA20040            ,0
1648                ,ENL 2008040PO/SP              ,0
1649                ,OPBOUWKAST IDE ARM.40COM72    ,0
1650                ,IDE RAIL SOPORT 160-400A 48454,0
1651                , RAIL COPPER 30X10X2000 48803 ,0
16510               , RAIL COPPER 20X5X1000 48794  ,0
1652                ,IDE AARDE 48452 KIT TIERRA    ,0
1653                ,OPBOUWKAST IDE ARM.40COM96    ,0
1654                ,OPBOUWKAST IDE ARM.40COM120   ,0
1655                ,OPBOUWKAST IDE ARM.40COM144   ,0
1656                ,MOELLER OPB BF-0-4/96         ,0
1657                ,MOELLER OPB BF-0-5/120        ,0
1658                ,MOELLER OPB BF-0-6/144        ,0
1659                ,MOELLER OPB BF-0-3/72         ,0
1661                ,MOELLER INB BF-U-5/165        ,0
1662                ,MOELLER INB BF-U-6/198        ,0
1663                ,MOELLER INB BF-U-3/72         ,0
1664                ,MOELLER INB BF-U-4/96         ,0
1665                ,MOELLER INB BF-U-5/120        ,0
1666                ,MOELLER INB BF-U-6/144        ,0
1667                ,MOELLER INB BF-UT-3/72        ,0
1668                ,MOELLER INB BF-UT-4/96        ,0
1699                ,ETI AFDEK STROOK 2911003      ,0
1700                ,ETI 2423423 SCHAKELAAR 4P 40A ,0
1701                ,ETI 2423414 SCHAKELAAR 4P 63A ,0
1702                ,ETI 2423415 SCHAKELAAR 4P 80A ,0
1703                ,ETI 2423416 SCHAKELAAR 4P 100A,0
1704                ,ETI 2423417 SCHAKELAAR 4P 125A,0
1705                ,ETI AARDLEKSCH 4P 40A 30 mA   ,0
1706                ,ETI AARDLEKSCH 4P 63A 30 mA   ,0
1707                ,ETI AARDLEKSCH 4P 40A 300mA   ,0
1708                ,ETI AARDLEKSCH 4P 63A 300 mA  ,0
1709                ,ETI  AUTOMAAT6KA 6A 1P+N BKAR ,0
1710                ,ETI  AUTOMAAT6KA 16A 1P+N BKAR,0
1711                ,ETI  AUTOMAAT6KA 16A 1P+N CKAR,0
1712                ,ETI  AUTOMAAT6KA 20A 1P+N CKAR,0
1713                ,ETI  AUTOMAAT6KA 25A 1P+N CKAR,0
1714                ,ETI  AUTOMAAT6KA 50A 1P+N CKAR,0
1715                ,ETI AUTOMAAT 6KA 1P+N 25A B   ,0
1716                ,ETI AUTOMAAT 6KA 2P 16A CKAR  ,0
1717                ,ETI AUTOMAAT 6KA 2P 16A B KAR ,0
1718                ,ETI AUTOMAAT 6KA 2P 20A CKAR  ,0
1719                ,ETI AUTOMAAT 6KA 2P 25A CKAR  ,0
1720                ,ETI AUTOMAAT 6KA 3P 16A CKAR  ,0
1721                ,ETI AUTOMAAT 6KA 3P 20A C KAR ,0
1722                ,ETI AUTOMAAT 6KA 3P 25A C KAR ,0
1723                ,ETI AUTOMAAT 6KA 3P 32A C KAR ,0
1724                ,ETI AUTOMAAT 6KA 3P 40A CKAR  ,0
1725                ,ETI AUTOMAAT 6KA 3P 50A CKAR  ,0
1726                ,ETI AUTOMAAT 6KA 3P 63A CKAR  ,0
1727                ,ETI AUTOMAAT 6KA 3P+N 16A BKAR,0
1728                ,ETI AUTOMAAT 6KA 3P+N 16A CKAR,0
1729                ,ETI AUTOMAAT 6KA 3P+N 25A CKAR,0
1730                ,ETI AUTOMAAT 6KA 3P+N 32A CKAR,0
1731                ,ETI AUTOMAAT 6KA 3P+N 40A CKAR,0
1732                ,ETI AUTOMAAT 6KA 3P+N 50A CKAR,0
1733                ,ETI AUTOMAAT 6KA 3P+N 63A CKAR,0
1734                ,ETI AARDLEK AUTOM 1P+N16A B 30,0
1735                ,ETI AARDLEK AUTOM 1P+N16A C 30,0
1736                ,ETI AUTOMAAT 6KA 3P+N 20A CKAR,0
1737                ,ETI AUTOMAAT 6KA 3P+N 6A BKAR ,0
1738                ,ETI AUTOMAAT 6KA 3P+N 6A CKAR ,0
1739                ,ETI AUTOMAAT 6KA 2P 32A CKAR  ,0
1740                ,ETI AUTOMAAT 6KA 2P 40A CKAR  ,0
1741                ,ETI AUTOMAAT 6KA 2P 6A B KAR  ,0
1742                ,ETI  AUTOMAAT6KA 32A 1P+N CKAR,0
1743                ,ETI  AUTOMAAT15KA 80A 3P+N C  ,0
1744                ,ETI  AUTOMAAT15KA 100A 3P+N C ,0
1745                ,ETI  AUTOMAAT15KA 125A 3P+N C ,0
1746                ,ETI 2421311 OMSCHAKELAAR 16A  ,0
1747                ,ETI  CRM-91 H TIJD RELAY      ,0
1748                ,ETI TIJDKLOK SHT 1 KANAL 230V ,0
1749                ,ETI TIJDKLOK SHT 2 KANAL 230V ,0
1750                ,ETI  MAGNEET SCHAKELAAR 2P 20A,0
1751                ,ETI  MAGNEET SCHAKELAAR 4P 25A,0
1752                ,ETI MAGNEET SCHAKELAAR 4P 40A ,0
1753                ,ETI  MAGNEET SCHAKELAAR 4P 63A,0
1754                ,ETI  MAGNEET SCH 4P 63A 24V   ,0
1755                ,ETI AARDLEK AUTOM 2P B16 30MA ,0
1756                ,ETI AARDLEK AUTOM 2P C16 30MA ,0
1757                ,ETI AARDLEK AUTOM 2P C20 30MA ,0
1758                ,ETI AARDLEK AUTOM 2P C25 30MA ,0
1759                ,ETI VERMOGENS AUTOM EB 160/4S ,0
1760                ,ETIVERMOGENS AUTOM EB 250/4S  ,0
1761                ,ETI VERMOGENS AUTOM EB 400/4S ,0
1762                ,ETI VERMOGENS AUTOM EB 630/4S ,0
1763                ,ETI VERMOGENS AUTOM EB 800/4p ,0
1764                ,ETI VERMOGENS AUTOM EB2R 250/4,0
1765                ,ETI AARDLEKSCH 4P 80A 30 mA   ,0
1766                ,ETI AARDLEKSCH 4P 100A 30 mA  ,0
1767                ,ETI AARDLEKSCH 4P 80A 300 MA  ,0
1768                ,ETI AARDLEKSCH 4P 100A 300 MA ,0
1769                ,ETI  AUTOMAAT6KA B40 1P B KAR ,0
1770                ,ETI AARDLEKSCH 4P 100A 100 mA ,0
1771                ,ETI 2444005 TNC-S 25/100 4+0  ,0
1772                ,ETI 4671147 SHUNTDA2 AC200-240,0
1773                ,ETI 4671149 SHUNT DC 24V      ,0
1774                ,ETI 4671153 UNDERV AC 200-240 ,0
1775                ,ETI 4671155 UNDERV DC 24V     ,0
1776                ,ETI 4671222 ZB2 400/4 SPEIDER ,0
1777                ,ETI 2159301 DA ETIMAT 10 230V ,0
1778                ,ETI 2159312 DA ETIMAT 10 24V  ,0
1779                ,ETI AARDLEKSCH 4P 40A 100 mA  ,0
1783                ,ETI AARDLEK AUTOM 1P+N20A C 30,0
1784                ,ETI AARDLEK AUTOM 1P+N25A C 30,0
1785                ,ETI  MOTOR MAGN SCHAK 250A    ,0
1786                ,ETI  HULPCONTACT BLOK BCXMLE11,0
1787                ,ETI HULPCONTACT BLOK BCXMRLE11,0
1788                ,ETI  4804051 KWH METER 3X63A D,0
1796                ,P10-M6                        ,0
1797                ,P20-M6                        ,0
1798                ,P50-M6                        ,0
1799                ,P80-M6                        ,0
1800                ,CA-32 CAJA VACIA TAPA TRANSPAR,0
1801                ,CA-33 CAJA VACIA TAPA TRANSPAR,0
1802                ,CA-43 CAJA VACIA TAPA TRANSPAR,0
1803                ,CA-44 CAJA VACIA TAPA TRANSPAR,0
1804                ,CA-63 CAJA VACIA TAPA TRANSPAR,0
1805                ,CA-64 CAJA VACIA TAPA TRANSPAR,0
1806                ,CA-66 CAJA VACIA TAPA TRANSPAR,0
1807                ,CA-84A CAJA VACIA TAPA TRANSP ,0
1808                ,CA-86A CAJA VACIA TAPA TRANSP ,0
1809                ,PP-32 PLACA POLIESTER PP-32   ,0
1810                ,PP-33 PLACA POLIESTER PP-33   ,0
1811                ,PP-43 PLACA POLIESTER PP-43   ,0
1812                ,PP-44 PLACA POLIESTER PP-44   ,0
1813                , PP-63 PLACA POLIESTER PP-63  ,0
18131               , PP-64 PLACA POLIESTER PP-64  ,0
1814                ,PP-66 PLACA POLIESTER PP-66   ,0
1815                , PP-84 PLACA POLIESTER PP-84  ,0
1816                ,PP-86 PLACA POLIESTER PP-86   ,0
1817                ,CU-32 CAJA CUERPO CA-32       ,0
1818                ,CU-33 CAJA CUERPO CA-33       ,0
1819                ,CU-44 CAJA CUERPO CA-44       ,0
1820                ,CU-43 CAJA CUERPO CA-43       ,0
1821                ,CU-63 CAJA CUERPO CA-63       ,0
18211               ,CU-64 CAJA CUERPO CA-64       ,0
1822                ,CU-66 CAJA CUERPO CA-66       ,0
1823                ,CU-84 CAJA CUERPO CA-84       ,0
1824                ,CU-86 CAJA CUERPO CA-86       ,0
1825                ,TT-32-CJ TAPA POLICARB.TRANSP.,0
1826                ,TT-33-CJ TAPA POLICARB.TRANSP.,0
1827                ,TT-43-CJ TAPA POLICARB.TRANSP.,0
1828                ,TT-44-CJ TAPA POLICARB.TRANSP.,0
1829                ,TT-63-CJ TAPA POLICARB.TRANSP.,0
1830                ,TT-64-CJ TAPA POLICARB.TRANSP.,0
1831                ,TT-66-CJ TAPA POLICARB.TRANSP.,0
1832                ,TT-84A-CJ TAPA POLICARB.TRANSP,0
1833                ,TT-86A-CJ TAPA POLICARB.TRANSP,0
1834                ,TO-32-CJ TAPA POLICARB.OPACO C,0
1835                ,TO-33-CJ TAPA POLICARB.OPACO C,0
18351               ,TO-43-CJ TAPA POLICARB.OPACO C,0
1836                ,TO-44-CJ TAPA POLICARB.OPACO C,0
1837                ,TO-63-CJ TAPA POLICARB.OPACO C,0
1838                ,TO-66-CJ TAPA POLICARB.OPACO C,0
1839                ,TO-84A-CJ TAPA POLICARB.OPACO ,0
1840                ,TO-86A-CJ TAPA POLICARB.OPACO ,0
1841                ,CHASSIS CA-33-1 EN KIT        ,0
1842                ,CHASSIS CA-43-1 EN KIT        ,0
1843                ,CHASSIS CA-44-1 EN KIT        ,0
1844                ,CHASSIS CA-63-1 EN KIT        ,0
1845                ,CHASSIS CA-64-1 EN KIT        ,0
1846                ,TC-02-CJ TAPA CIEGA C/JUNTA   ,0
1847                ,TC-03-CJ TAPA CIEGA C/JUNTA   ,0
1848                ,TC-04-CJ TAPA CIEGA C/JUNTA   ,0
1849                ,BA-20-CJ BRIDA ACOP.C/JUNTA   ,0
1850                ,BA-30-CJ BRIDA ACOP.C/JUNTA   ,0
1851                ,BA-40-CJ BRIDA ACOP.C/JUNTA   ,0
1852                ,CC-03-CJ CAJA CABLES CIEGA    ,0
1853                ,CC-04-CJ CAJA CABLES CIEGA    ,0
1854                ,RE-63 REGRUESO PARA CA-63     ,0
1855                ,RE-64 REGRUESO PARA CA-64     ,0
18551               ,RE-66 REGRUESO PARA CA-66     ,0
1856                ,BRES-325 ARMARIO VACIO NORMAL ,0
1857                ,BRES-43 ARMARIO VACIO NORMAL  ,0
18571               ,BRES-54 ARMARIO VACIO NORMAL  ,0
1858                ,BRES-64 ARMARIO VACIO NORMAL  ,0
1859                ,BRES-65 ARMARIO VACIO NORMAL  ,0
1860                ,BRES-86 ARMARIO VACIO NORMAL  ,0
1861                ,ART-75 ARMARIO DE 75X500      ,0
1862                ,ART-107 ARM.TEJADILLO 1000X750,0
1863                ,ART-1010 ARMARIO DE 1000X1000 ,0
18631               ,PBM-325 PLACA METALICA        ,0
1864                ,PBM-43 PLACA METALICA         ,0
18641               ,PBM-54 PLACA METALICA         ,0
1865                ,PBM-64 PLACA METALICA PBM-64  ,0
1866                ,PBM-65 PLACA METALICA PBM-65  ,0
1867                ,PBM-86 PLACA METALICA PBM-86  ,0
1868                ,CHM-325 CHASIS MODULAR BRES   ,0
1869                ,CHM-43 CHASIS MODULAR BRES    ,0
18691               ,CHM-54 CHASIS MODULAR BRES    ,0
1870                ,CHM-64 CHASIS MODULAR BRES    ,0
1871                ,CHM-65 CHASIS MODULAR BRES    ,0
1872                ,CHM-86 CHASIS MODULAR BRES    ,0
1873                ,PMM-75 PLACA MONT.ART75       ,0
1874                ,PMM-107 PLACA . PARA ART 107  ,0
1875                ,GLE-160A-7 CAJA G.P. 160A     ,0
1876                ,GLE-250A-7 CAJA G.P. 250A     ,0
1877                ,GLE-400A-7 CAJA G.P. 400A     ,0
1878                , CR-350 CAJA REPART.CABLE 50MM,0
1879                ,CR-395 CAJA REPART.CABLE 95MM ,0
1880                ,DV-M DISPOSITIVO VENTILACION  ,0
1881                ,DV-G DISPOSITIVO VENTILACION G,0
1882                , OFC-4000 OREJA FIJACION  CAJA,0
1883                ,TFT-400 TORNILLO PARA CAJA    ,0
1884                ,TFT-400M TONILLO MANUAL       ,0
1885                ,HH 1042705 C-PROFIEL          ,0
1886                ,OFM-14 OREJA FIJACION MURAL 4U,0
1887                ,HH1021489 RAILSTEUN 15X8MM    ,0
18871               ,HH1021487 RAILST 15X4 R430/4  ,0
1888                ,HH1021489 RAILSTEUN 15X16MM   ,0
18881               ,HH1021490 RAILST 15X24 R430/24,0
1889                ,UR-430/4 TAPA FINAL C/SOPORT  ,0
18891               ,HH1763901 AFTAKSTRIP  250 L123,0
18892               ,HH1763916 AFTAKSTRIP 250 NUL  ,0
1890                ,HH 1764.194 AFTAKSET DMV 400L ,0
1891                ,HH 1764.249 AFTAKSET BOVEN N  ,0
1892                ,HH 1764.116 AFTAKSET DMV630L  ,0
1893                ,HH 1764.114 AFTAKSET DMV630NUL,0
1894                ,HH 1764.130 AFTAKSET DMV 1000L,0
1895                ,HH 1764.132 AFTAKSET 1000A NUL,0
1896                ,HH 1014.946 AFTAKBLOK 6X16MM  ,0
1897                ,HH 1014.316 RAILKOPPEL  A70/12,0
1898                ,HH 1014.317 RAILKOPPEL  A70/16,0
18981               ,HH1014761 AFTAKKLEM M6X30     ,0
1899                ,HH 1014.762 AFTAKKLEM 6X40    ,0
1900                ,HH 1014.763 AFTAKKLEM 6X50    ,0
1901                ,HH 1014.764 AFTAKKLEM M6X60   ,0
19011               ,HH1014765 AFTAKKLEM M6X80     ,0
1902                ,HH 1081.141 INTREKMOER M4     ,0
1903                ,HH 1081.135 INTREKMOER M5     ,0
1904                ,HH 1081.136 INTREKMOER M6     ,0
1905                ,HH 1081.138 INTREKMOER M8     ,0
1906                ,HH 1014.939 AARDRAILSET 219 MM,0
1907                ,HH 1014.940 AARDRAILSET 299 MM,0
1908                ,HH 1021.008 RUB INV.TULE10-60 ,0
1909                ,HH 1021.010 RUB INVTULE 12-80 ,0
1910                ,HH 1042.705 BEV.MUUR 85X23    ,0
1911                ,HH 1071.318 CINLINDERSCHRM6X25,0
1912                ,HH 1081.240 VIERKANTMOER 6    ,0
1913                ,HH 1015.912 AANSL KLEM 1X95 M8,0
1914                ,HH 1015.913 AANSL KLEM 1X185  ,0
1915                ,HH 1015.914 AANSL KLEM 3X95   ,0
1916                ,HH 1014.741 STRIP MET 3X M6X10,0
1917                ,RAILKOPER VERN 15X3MM         ,0
1918                ,RAILKOPER VERN 15X4MM         ,0
1919                ,RAILKOPER VERN 15X6MM         ,0
1920                ,RAILKOPER VERN 15X8MM         ,0
19201               ,RAILKOPER VERN 20X5MM         ,0
1921                ,HH1042253 OPVULSTRIP 20X45    ,0
1922                ,HH1021006 INV TULE PG21 E 62B ,0
1923                ,HH1021007 INV TULE PG29 E62C  ,0
1924                ,HH1860736 EINDKAP UR403/4 15X4,0
1925                ,HH1860737 EINDKAP UR403/8 15X8,0
1926                ,HH1860738 EINDK UR403/16 15X16,0
19261               ,HH1860739 EINDK UR403/24 15X24,0
1927                ,DINRAIL TS35/F5 GEPERF-OMEGA  ,0
19271               ,PRONUTEC OPB.KAST 1000X750    ,0
19272               ,PRONUTEC OPB.KAST 1000X1000   ,0
1928                ,SCHAKEL KAST&SCHAKELAAR 125A  ,0
1929                ,SCHAKELKAST&SCHAKELAAR 160A   ,0
1930                ,SCHAKELKAST&SCHAKELAAR 250A   ,0
1931                ,SCHAKELKAST&SCHAKELAAR 400A   ,0
1932                ,SCHAKELKAST&SCHAKELAAR 630A   ,0
1933                ,HOOFDSCHAKELAAR 125A S5000    ,0
1934                ,HOOFDSCHAKELAAR 160A INBUS    ,0
1935                ,HOOFDSCHAKELAAR 160A S5000    ,0
1936                ,HOOFDSCHAKELAAR 250A          ,0
1937                ,HOOFDSCHAKELAAR 400A          ,0
1938                ,HOOFDSCHAKELAAR 630A          ,0
1939                ,HOOFDSCHAKELAAR 800A          ,0
1940                ,HOOFDSCHAKELAAR 1000A         ,0
1941                ,PANELHANDLE 40A - 250A-DS-SA01,0
1942                ,DIRECT HANDEL 40A T/M 250A-CD ,0
1943                ,DIRECT HANDLE 250A T/M 400A-CD,0
1944                ,PANEL HANDEL 250A T/M 400A-CD ,0
1945                ,DIRECT HANDLE 400A T/M 800A-CD,0
1946                ,PANELHANDEL 500A 800A- DCCLA21,0
1947                ,EXTENDEDSHAFT 40A-250A L=187MM,0
1948                ,EXTENDEDSHAFT 250A-400A L=340 ,0
1949                ,EXTENDEDSHAFT 250A-400A L=340 ,0
1950                ,DIRECT HANDLE 800A-1000A-CD   ,0
1951                ,PANELHANDEL 800A-1250A-DS-LA31,0
1952                ,EXTENDEDSHAFT 800A-1000A L=299,0
1953                ,OMSCHAKELAAR 40A 3P+N         ,0
1954                ,OMSCHAKELAAR 63A 3P+N         ,0
1955                ,OMSCHAKELAAR 80A 3P+N         ,0
1956                ,OMSCHAKELAAR 125A 3P+N        ,0
1957                ,OMSCHAKELAAR 160A 3P          ,0
1958                ,OMSCHAKELAAR 250A 3P+N        ,0
1959                ,OMSCHAKELAAR 400A 3P+N        ,0
1960                ,OMSCHAKELAAR 630A 3P+N        ,0
1961                ,DINRAIL KIT VOOR OMSCH 40A/16A,0
1962                ,DIRECT HANDLE 40A-200A-CD     ,0
1963                ,DIRECT HANDLE 200A-400A OMKEER,0
1964                ,DIRECT HANDLE 630A-800A OMKEER,0
1965                ,DOORVERBINDINGSET 40A T/M 80A ,0
1966                ,DOORVERBINDINGSET 125AT/M200A ,0
1967                ,EXTENDEDSHAFT 200A-1250A L=414,0
1968                ,SCHAKELAAR MESPATR INB 125A   ,0
1969                ,SCHAKELAAR MESPATR INB 160A   ,0
1970                ,SCHAKELAAR MESPATR INB 250A   ,0
1971                ,SCHAKELAAR MESPATR INB 400A   ,0
1972                ,SCHAKELAAR MESPATR INB 630A   ,0
1973                ,DIRECT HANDLE 125A-160A-M11   ,0
1974                ,DIRECT HANDLE 250A-630A-M21   ,0
1975                ,PANELHANDEL 125A-160A- DCELAB1,0
1976                ,PANEL HANDEL 250A-400A-M21    ,0
1977                ,PANEL HANDEL 630A-M21         ,0
1978                ,EXTENDEDSHAFT 40A-250A L=347MM,0
1979                ,EXTENDED SHAFT 250A-630A M21  ,0
1980                ,EXTENDED SHAFT 630A M21       ,0
1981                ,WERKSCHAKELAAR 25A 4P         ,0
1982                ,WERKSCHAKELAAR 40A 4P         ,0
1983                ,WERKSCHAKELAAR 63A 4P         ,0
1984                ,WERKSCHAKELAAR 80A 4P         ,0
1985                ,MESPATROON HOUDER 160 A-NH-00 ,0
1986                ,NEUTRO BASES NB00 160A        ,0
1987                ,MESPATROON HOUDER 250 A-NH-1  ,0
1988                ,MESPATROON HOUDER 400 A-NH-2  ,0
1989                ,NEUTRAL BASES 250A-400A       ,0
1990                ,SCHAKELKAST MESPATROON 160A   ,0
1991                ,SCHAKELKAST MESPATROON 250A   ,0
1992                ,SCHAKELKAST MESPATROON 400A   ,0
1993                ,SCHAKELKAST MESPATROON 630A   ,0
1994                ,PANEL HANDLE S5000L 40-200A   ,0
1995                ,OMSCHAKELAAR 160A 3P+N        ,0
1996                ,POLYESTER KAST PNT1210 T1B    ,0
1997                ,HOOFDSCHAKELAAR 1250A 3P+N    ,0
1998                ,AANSLUITVLAG 1250A            ,0
1999                ,MESPATROONHOUDER 160A         ,0
2000                ,MESPATROONHOUDER 250A         ,0
2001                ,MESPATROONHOUDER 400A         ,0
2002                ,MESPATROONHOUDER 630A         ,0
2003                ,SCHIJDER NH 00                ,0
2004                ,SCHIJDER NH  1                ,0
2005                ,SCHIJDER NH 2                 ,0
2006                , SCHIJDER NH 00 SPECIAL       ,0
2997                ,SF-41 KABELSCHOEN TANG 6-25MM ,0
2998                ,SF-30 CABLE CUTTER UP TO 35 MM,0
2999                ,WIHA SLIM SELECTION-SET 10 DLG,0
3000                ,KNIPSCHAAR PVC BUIS 16/19MM   ,0
3001                ,STEENBOOR 5 mm                ,0
3002                ,STEENBOOR 6 mm                ,0
3003                ,STEENBOOR 7 mm                ,0
3004                ,STEENBOOR 8 mm                ,0
3005                ,SF-21CABLE CUTTER UP TO 16 MM ,0
3006                ,SF-31CABLE CUTTER UP TO 50 MM ,0
3007                ,SF-13 CABLE CUTTER UP TO 40MM ,0
3008                ,SF-50 CABLE CUTTER UP TO 40MM ,0
3009                ,SF-17 KABELSCHOEN TANG 6-50MM ,0
3010                ,"BUIGVEER 5/8"" 1 mtr           ",0
3011                ,"BUIGVEER 3/4"" 1 mtr           ",0
3012                ,"BUIGVEER 1""     1 mtr         ",0
3013                ,"BUIGVEER 5/8"" 2 mtr           ",0
3014                ,"BUIGVEER 3/4"" 2 mtr           ",0
3015                ,TREKVEER 20 mtr               ,0
3016                ,TREKVEER 30 mtr               ,0
30161               ,POMPVEER                      ,0
3017                ,SF-37 KABELSCHOEN TANG 6-120MM,0
3018                ,SF-23 KABELSCHOEN TANG 6-25MM ,0
3019                ,SF-8 KABELSCHOEN TANG 1.5-16MM,0
3020                ,"SF-42 HULS TANG SIDE 0,5-6MM  ",0
3021                ,"SF-54 HULS TANG S 1,5-6MM     ",0
3022                ,"SF-6 HULS TANG  0,5-16MM      ",0
3023                ,SF-56 HULS TANG  10-35MM      ,0
3024                ,"SF-10 HULS TANG  0,5-10MM     ",0
3025                ,SF-35 HULS TANG  16-35MM      ,0
3026                ,SF-58 MULTIPURPOSE HULS TANG  ,0
3027                ,SF-22 KABELSTRIPER 0.75 / 6MM ,0
3028                ,SF-38 KABEL STRIPPER 4-25MM   ,0
3029                ,SF-53 KABEL TANG              ,0
30291               ,PONS MACHINE 2-3-4            ,0
3030                ,TAPE 10 mtr BRUIN             ,0
3031                ,TAPE 10 mtr ZWART             ,0
3032                ,TAPE 10 mtr BLAUW             ,0
3033                ,TAPE 10 mtr GR/GL             ,0
3034                ,TAPE 20 mtr BRUIN             ,0
3035                ,TAPE 20 mtr ZWART             ,0
3036                ,TAPE 25 mtr BLAUW             ,0
3037                ,TAPE 25 mtr GR/GL             ,0
3100                ,PANEL LED BACKLIT 2X2-40W     ,0
3101                ,PANEL LED BACKLIT 2X4 60W     ,0
3102                ,ACCESORIOS KIT PARA COLGAR    ,0
3103                ,FOCO LED A19 6W 540LM 3000K   ,0
3104                ,FOCO LED A19 6W 540LM 6500K   ,0
3105                ,FOCO LED A60 9W 800LM 6500K   ,0
3106                ,FOCO LED T140 BASE E27 50W 65K,0
3107                ,FOCO LED T150 100W 6500K 9000L,0
3108                ,"TUBO LED T8, 9W 800LM 6500K   ",0
3109                ,TUBO LED T8 18W1600LM 6500K   ,0
3110                ,RECESADO REDONDO 6W 360LM 3K  ,0
31101               ,RECESADO REDONDO 6W 387LM 6K  ,0
3111                ,RECESADO REDONDO 12W 720LM 3K ,0
3112                ,RECESADO REDONDO 12W 720LM 6K ,0
3113                ,RECESADO REDONDO12W CCT       ,0
3114                ,RECESADO REDONDO 18W 1440LM 6K,0
3115                ,RECESADO REDONDO 18W CCT      ,0
3116                ,RECESADO REDONDO 24W 2035LM 6K,0
3117                ,SUPERFICIAL REDONDO 18W CCT   ,0
3118                ,OPBOUW REDONDO 24W 2035LM 6K  ,0
3119                ,SURGE PROTECTOR 127V USB      ,0
3120                ,RECESADO REDONDO 3W  3000K    ,0
3121                ,RECESADO REDONDO 3W  6000K    ,0
3122                ,REFLECTOR LED 30W 2400LM 6000K,0
3123                ,REFLECTOR LED 100W 10000LM 6K ,0
3124                ,REFLECTOR LED 200W 18000LM    ,0
3125                ,SUPERFICIAL REDONDO 18W 65K   ,0
3126                ,LAMP TECHO PANEL LED 18W CCT  ,0
3127                ,REFLECTOR LED 300W 24000LM    ,0
3190                ,GLOEILAMP 25WATT CLEAR        ,0
3191                ,GLOEILAMP 40WATT CLEAR        ,0
3192                ,GLOEILAMP 60WATT CLEAR        ,0
3193                ,GLOEILAMP 75WATT CLEAR        ,0
3194                ,GLOEILAMP 100WATT CLEAR       ,0
3195                ,GLOEILAMP 25WATT FROSTED      ,0
3196                ,GLOEILAMP 40WATT FROSTED      ,0
3197                ,GLOEILAMP 60WATT FROSTED      ,0
